Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,127.369616,[ 75 232] ; [284 142],[150.35879945 156.64120055] ; [208.64120055 217.35879945],1
p6,1,0.0,58.429227,[ 55 246] ; [193 230],[103.10497238 197.89502762] ; [144.89502762 278.10497238],1
p8,1,0.0,57.31069,[106 197] ; [269 155],[156.29298487 146.70701513] ; [218.70701513 205.29298487],1
p7,1,0.0,42.07051,[144 153] ; [305 117],[185.47009736 111.52990264] ; [263.52990264 158.47009736],1
p2,1,0.0,35.609729,[226  82] ; [383  42],[255.89631651  52.10368349] ; [353.10368349  71.89631651],1
s7,1,0.0,31.231346,[101 195] ; [224 180],[137.42857143 158.57142857] ; [187.57142857 216.42857143],1
p10,1,0.0,30.353872,[212  93] ; [365  58],[241.73763736  63.26236264] ; [335.26236264  87.73763736],1
p5,1,1e-06,24.967672,[ 14 292] ; [ 70 353],[ 35.25925926 270.74074074] ; [ 48.74074074 374.25925926],1
p9,1,2e-06,22.469812,[226  74] ; [377  48],[249.51724138  50.48275862] ; [353.48275862  71.51724138],1
s6,1,6e-06,20.506568,[161 144] ; [293 130],[190.20604396 114.79395604] ; [263.79395604 159.20604396],1
s8,1,1.2e-05,19.097113,[102 205] ; [210 215],[130.85245902 176.14754098] ; [181.14754098 243.85245902],1
v1,1,1.8e-05,18.382816,[135 164] ; [254 160],[163.12903226 135.87096774] ; [225.87096774 188.12903226],1
n5,1,3.3e-05,17.257318,[203 104] ; [339  86],[227.31420765  79.68579235] ; [314.68579235 110.31420765],1
s2,1,3.6e-05,17.091999,[113 194] ; [222 203],[140.49863388 166.50136612] ; [194.50136612 230.49863388],1
n4,1,4.1e-05,16.820251,[214  94] ; [351  75],[237.08446866  70.91553134] ; [327.91553134  98.08446866],1
p11,1,0.000121,14.778852,[222  87] ; [357  70],[243.08559783  65.91440217] ; [335.91440217  91.08559783],1
r4,1,0.000316,12.970507,[267  42] ; [402  25],[280.87092391  28.12907609] ; [388.12907609  38.87092391],1
d1,1,0.000467,12.243395,[154 155] ; [268 159],[177.17119565 131.82880435] ; [244.82880435 182.17119565],1
d3,1,0.000491,12.151423,[183 124] ; [307 120],[204.94550409 102.05449591] ; [285.05449591 141.94550409],1
n6,1,0.000498,12.123469,[239  69] ; [372  54],[256.38692098  51.61307902] ; [354.61307902  71.38692098],1
s5,1,0.000587,11.81733,[ 66 233] ; [141 275],[ 86.56363636 212.43636364] ; [120.43636364 295.56363636],1
a5,1,0.000726,11.422294,[204 105] ; [330  97],[224.19293478  84.80706522] ; [309.80706522 117.19293478],1
d5,1,0.003194,8.692997,[231  77] ; [357  69],[246.73569482  61.26430518] ; [341.26430518  84.73569482],0
u1,1,0.003644,8.453356,[ 36 273] ; [ 84 343],[ 50.38043478 258.61956522] ; [ 69.61956522 357.38043478],0
p12,1,0.006209,7.488705,[ 14 291] ; [ 43 383],[ 23.78248974 281.21751026] ; [ 33.21751026 392.78248974],0
r3,1,0.006397,7.434986,[284  24] ; [413  14],[292.07619048  15.92380952] ; [404.92380952  22.07619048],0
v3,1,0.013811,6.062202,[105 191] ; [182 225],[120.84210526 175.15789474] ; [166.15789474 240.84210526],0
d2,1,0.014886,5.929855,[128 178] ; [217 209],[144.22131148 161.77868852] ; [200.77868852 225.22131148],0
v2,1,0.019249,5.478763,[151 141] ; [249 162],[166.14509246 125.85490754] ; [233.85490754 177.14509246],0
s3,1,0.021775,5.263693,[143 163] ; [233 188],[158.26134801 147.73865199] ; [217.73865199 203.26134801],0
u3,1,0.029626,4.730883,[50 50] ; [75 41],[57.87037037 42.12962963] ; [67.12962963 48.87037037],0
p1,1,0.030609,4.674756,[ 18 289] ; [ 44 380],[ 26.03830369 280.96169631] ; [ 35.96169631 388.03830369],0
a7,1,0.038459,4.284622,[210  98] ; [320 106],[222.39782016  85.60217984] ; [307.60217984 118.39782016],0
a4,1,0.038618,4.27761,[122 186] ; [201 224],[135.72169168 172.27830832] ; [187.27830832 237.72169168],0
d4,1,0.039463,4.240808,[238  69] ; [356  70],[248.78308322  58.21691678] ; [345.21691678  80.78308322],0
u4,1,0.039682,4.231441,[  3 306] ; [ 14 413],[  7.13722826 301.86277174] ; [  9.86277174 417.13722826],0
b5,1,0.061594,3.493936,[197 112] ; [243 184],[184.72826087 124.27173913] ; [255.27173913 171.72826087],0
a2,1,0.119976,2.417629,[ 63 246] ; [108 319],[ 71.79211957 237.20788043] ; [ 99.20788043 327.79211957],0
r1,1,0.129453,2.299049,[239  68] ; [350  75],[247.02595628  59.97404372] ; [341.97404372  83.02595628],0
u2,1,0.167155,1.908278,[52 46] ; [73 44],[56.97674419 41.02325581] ; [68.02325581 48.97674419],0
a3,1,0.241231,1.373388,[209  97] ; [308 118],[216.12295082  89.87704918] ; [300.87704918 125.12295082],0
n1,1,0.292578,1.10772,[33 62] ; [34 46],[36.37142857 58.62857143] ; [30.62857143 49.37142857],0
a1,1,0.318775,0.993966,[ 13 296] ; [ 25 402],[ 15.95380435 293.04619565] ; [ 22.04619565 404.95380435],0
b2,1,0.384175,0.7573,[ 63 106] ; [116 164],[ 67.37416481 101.62583519] ; [111.62583519 168.37416481],0
b3,1,0.384175,0.7573,[ 63 106] ; [116 164],[ 67.37416481 101.62583519] ; [111.62583519 168.37416481],0
b4,1,0.530222,0.393966,[183 126] ; [243 184],[178.85054348 130.14945652] ; [247.14945652 179.85054348],0
s1,1,0.53696,0.381203,[ 12 293] ; [ 13 408],[ 10.50275482 294.49724518] ; [ 14.49724518 406.50275482],0
n3,1,0.556403,0.345971,[65 30] ; [58 22],[66.77142857 28.22857143] ; [56.22857143 23.77142857],0
a8,1,0.571197,0.320684,[ 40 249] ; [ 59 324],[ 42.57589286 246.42410714] ; [ 56.42410714 326.57589286],0
r2,1,0.653088,0.202029,[291  16] ; [404  19],[292.28082192  14.71917808] ; [402.71917808  20.28082192],0
a6,1,0.713522,0.134785,[206 101] ; [292 135],[208.29155313  98.70844687] ; [289.70844687 137.29155313],0
b1,1,0.788778,0.071769,[120 189] ; [170 257],[121.75271739 187.24728261] ; [168.24728261 258.75271739],0
n2,1,0.960455,0.002458,[70 27] ; [58 22],[70.14689266 26.85310734] ; [57.85310734 22.14689266],0
