Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.661993,[34  8] ; [10 21],[25.31506849 16.68493151] ; [18.68493151 12.31506849],1
p4,1,0.000212,13.717532,[33  9] ; [12 21],[25.2 16.8] ; [19.8 13.2],1
p6,1,0.003693,8.428793,[25 15] ; [ 9 23],[18.88888889 21.11111111] ; [15.11111111 16.88888889],0
r3,1,0.003828,8.363669,[41  1] ; [25  8],[36.96  5.04] ; [29.04  3.96],0
v1,1,0.01355,6.095857,[25 16] ; [ 9 20],[19.91428571 21.08571429] ; [14.08571429 14.91428571],0
p9,1,0.027575,4.85445,[39  3] ; [23  8],[35.67123288  6.32876712] ; [26.32876712  4.67123288],0
s6,1,0.029489,4.738846,[33  7] ; [19 13],[28.88888889 11.11111111] ; [23.11111111  8.88888889],0
p5,1,0.031066,4.649302,[ 8 33] ; [ 1 32],[ 4.98648649 36.01351351] ; [ 4.01351351 28.98648649],0
p8,1,0.035132,4.438726,[24 18] ; [10 21],[19.56164384 22.43835616] ; [14.43835616 16.56164384],0
r4,1,0.042832,4.102007,[30 12] ; [16 17],[25.76 16.24] ; [20.24 12.76],0
p2,1,0.04801,3.909632,[37  5] ; [23 10],[33.6  8.4] ; [26.4  6.6],0
d4,1,0.050494,3.824978,[36  6] ; [22 11],[32.48  9.52] ; [25.52  7.48],0
n6,1,0.050494,3.824978,[36  6] ; [22 11],[32.48  9.52] ; [25.52  7.48],0
v2,1,0.067106,3.35242,[24 18] ; [11 20],[20.1369863 21.8630137] ; [14.8630137 16.1369863],0
s8,1,0.076756,3.132278,[30 12] ; [17 16],[26.32 15.68] ; [20.68 12.32],0
s4,1,0.086263,2.942768,[10 32] ; [14 19],[13.44 28.56] ; [10.56 22.44],0
a5,1,0.130524,2.286255,[30 12] ; [18 15],[26.88 15.12] ; [21.12 11.88],0
d5,1,0.157942,1.993824,[34  8] ; [22 11],[31.36 10.64] ; [24.64  8.36],0
p1,1,0.160602,1.968549,[ 7 35] ; [ 2 31],[ 5.04 36.96] ; [ 3.96 29.04],0
p11,1,0.162797,1.948052,[36  6] ; [24  9],[33.6  8.4] ; [26.4  6.6],0
p10,1,0.178689,1.80849,[34  7] ; [23 10],[31.58108108  9.41891892] ; [25.41891892  7.58108108],0
u3,1,0.224839,1.473214,[5 5] ; [9 3],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
a3,1,0.235877,1.40507,[32 10] ; [21 12],[29.68 12.32] ; [23.32  9.68],0
u1,1,0.24356,1.359872,[ 2 40] ; [ 4 29],[ 3.36 38.64] ; [ 2.64 30.36],0
d1,1,0.26311,1.252319,[22 20] ; [13 20],[19.6 22.4] ; [15.4 17.6],0
a1,1,0.26311,1.252319,[ 4 38] ; [ 1 32],[ 2.8 39.2] ; [ 2.2 30.8],0
v3,1,0.269981,1.216843,[18 23] ; [10 22],[15.7260274 25.2739726] ; [12.2739726 19.7260274],0
d3,1,0.340461,0.908695,[25 17] ; [16 17],[22.96 19.04] ; [18.04 14.96],0
b1,1,0.400512,0.706789,[18 24] ; [11 22],[16.24 25.76] ; [12.76 20.24],0
v4,1,0.42631,0.632855,[38  4] ; [27  5],[36.89189189  5.10810811] ; [28.10810811  3.89189189],0
s3,1,0.445751,0.581434,[29 13] ; [20 13],[27.44 14.56] ; [21.56 11.44],0
p12,1,0.448909,0.573406,[ 3 39] ; [ 1 31],[ 2.27027027 39.72972973] ; [ 1.72972973 30.27027027],0
s5,1,0.520487,0.412928,[13 23] ; [14 18],[14.29411765 21.70588235] ; [12.70588235 19.29411765],0
b5,1,0.568811,0.324675,[24 18] ; [21 12],[25.2 16.8] ; [19.8 13.2],0
b3,1,0.620391,0.245318,[14 19] ; [ 9 16],[13.0862069 19.9137931] ; [ 9.9137931 15.0862069],0
b2,1,0.620391,0.245318,[14 19] ; [ 9 16],[13.0862069 19.9137931] ; [ 9.9137931 15.0862069],0
n3,1,0.656787,0.19745,[9 4] ; [13  4],[9.53333333 3.46666667] ; [12.46666667  4.53333333],0
a7,1,0.665231,0.187231,[25 17] ; [18 15],[24.08 17.92] ; [18.92 14.08],0
a6,1,0.665231,0.187231,[25 17] ; [18 15],[24.08 17.92] ; [18.92 14.08],0
a2,1,0.681376,0.168581,[ 5 37] ; [ 5 28],[ 5.6 36.4] ; [ 4.4 28.6],0
d2,1,0.704043,0.1443,[16 26] ; [14 19],[16.8 25.2] ; [13.2 19.8],0
n2,1,0.712547,0.135747,[10  3] ; [14  3],[10.4  2.6] ; [13.6  3.4],0
a8,1,0.737316,0.1125,[ 4 36] ; [ 4 28],[ 4.44444444 35.55555556] ; [ 3.55555556 28.44444444],0
s1,1,0.803776,0.061734,[ 2 40] ; [ 2 31],[ 2.24 39.76] ; [ 1.76 31.24],0
b4,1,0.807473,0.059383,[23 19] ; [19 14],[23.52 18.48] ; [18.48 14.52],0
a4,1,0.829713,0.046255,[15 27] ; [11 22],[14.56 27.44] ; [11.44 21.56],0
