Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.00045,12.31169,[ 10 112] ; [5 7],[ 13.65671642 108.34328358] ; [ 1.34328358 10.65671642],1
s6,1,0.001283,10.367309,[49 72] ; [10  1],[54.08333333 66.91666667] ; [4.91666667 6.08333333],0
p4,1,0.001961,9.585821,[42 80] ; [9 2],[46.78195489 75.21804511] ; [4.21804511 6.78195489],0
s8,1,0.004823,7.944721,[26 95] ; [7 5],[30.02255639 90.97744361] ; [2.97744361 9.02255639],0
p3,1,0.008913,6.840161,[36 86] ; [8 4],[40.05970149 81.94029851] ; [3.94029851 8.05970149],0
s7,1,0.014291,6.001818,[35 77] ; [8 4],[38.83870968 73.16129032] ; [4.16129032 7.83870968],0
p8,1,0.019488,5.457217,[32 90] ; [7 5],[35.50746269 86.49253731] ; [3.49253731 8.50746269],0
n6,1,0.028236,4.813608,[72 49] ; [11  1],[75.5112782 45.4887218] ; [7.4887218 4.5112782],0
n5,1,0.029599,4.732453,[73 49] ; [11  1],[76.47761194 45.52238806] ; [7.52238806 4.47761194],0
s3,1,0.031099,4.6475,[51 69] ; [9 3],[54.54545455 65.45454545] ; [5.45454545 6.54545455],0
a6,1,0.033707,4.509502,[69 52] ; [3 9],[65.5037594 55.4962406] ; [6.4962406 5.5037594],0
r4,1,0.037407,4.331802,[75 47] ; [11  1],[78.29850746 43.70149254] ; [7.70149254 4.29850746],0
a8,1,0.069427,3.296509,[ 11 106] ; [3 8],[ 12.796875 104.203125] ; [1.203125 9.796875],0
s2,1,0.08827,2.905636,[41 81] ; [7 5],[43.70149254 78.29850746] ; [4.29850746 7.70149254],0
r3,1,0.094028,2.804027,[83 38] ; [11  1],[85.51879699 35.48120301] ; [8.48120301 3.51879699],0
p9,1,0.116705,2.460995,[60 57] ; [9 3],[62.58139535 54.41860465] ; [6.41860465 5.58139535],0
v1,1,0.131575,2.273821,[35 86] ; [6 6],[37.30075188 83.69924812] ; [3.69924812 8.30075188],0
a3,1,0.137503,2.205685,[75 43] ; [5 7],[72.61538462 45.38461538] ; [7.38461538 4.61538462],0
d3,1,0.192261,1.700209,[66 53] ; [9 3],[68.12977099 50.87022901] ; [6.87022901 5.12977099],0
p2,1,0.216474,1.527596,[69 53] ; [9 3],[71.01492537 50.98507463] ; [6.98507463 5.01492537],0
v3,1,0.225515,1.468927,[22 96] ; [4 8],[23.6 94.4] ; [2.4 9.6],0
p6,1,0.23931,1.384657,[23 98] ; [4 8],[24.56390977 96.43609023] ; [2.43609023 9.56390977],0
d4,1,0.243967,1.357526,[81 40] ; [10  2],[82.78947368 38.21052632] ; [8.21052632 3.78947368],0
p12,1,0.253878,1.301839,[  3 119] ; [ 1 11],[  3.64179104 118.35820896] ; [ 0.35820896 11.64179104],0
u2,1,0.255527,1.292829,[16 30] ; [4 3],[17.35849057 28.64150943] ; [2.64150943 4.35849057],0
r1,1,0.261453,1.261046,[70 50] ; [9 3],[71.81818182 48.18181818] ; [7.18181818 4.81818182],0
s1,1,0.338352,0.916667,[ 10 110] ; [ 2 10],[ 10.90909091 109.09090909] ; [ 1.09090909 10.90909091],0
a7,1,0.40166,0.70335,[76 45] ; [9 3],[77.33082707 43.66917293] ; [7.66917293 4.33082707],0
r2,1,0.410725,0.676702,[98 21] ; [11  1],[99.01526718 19.98473282] ; [9.98473282 2.01526718],0
u3,1,0.430878,0.620456,[19 27] ; [4 3],[19.96226415 26.03773585] ; [3.03773585 3.96226415],0
p10,1,0.440562,0.594819,[51 69] ; [6 5],[52.21374046 67.78625954] ; [4.78625954 6.21374046],0
b1,1,0.508663,0.436816,[73 49] ; [6 6],[71.92537313 50.07462687] ; [7.07462687 4.92537313],0
d5,1,0.520703,0.4125,[79 41] ; [9 3],[80. 40.] ; [8. 4.],0
u1,1,0.528595,0.397092,[ 13 109] ; [ 2 10],[ 13.65671642 108.34328358] ; [ 1.34328358 10.65671642],0
d1,1,0.583692,0.300304,[51 71] ; [6 6],[51.89552239 70.10447761] ; [5.10447761 6.89552239],0
b3,1,0.61535,0.252457,[23 45] ; [2 6],[22.36842105 45.63157895] ; [2.63157895 5.36842105],0
b2,1,0.61535,0.252457,[23 45] ; [2 6],[22.36842105 45.63157895] ; [2.63157895 5.36842105],0
n2,1,0.61936,0.246769,[35 21] ; [2 2],[34.53333333 21.46666667] ; [2.46666667 1.53333333],0
s5,1,0.656713,0.197541,[28 90] ; [3 7],[28.578125 89.421875] ; [2.421875 7.578125],0
b4,1,0.657791,0.196218,[63 59] ; [7 5],[63.73134328 58.26865672] ; [6.26865672 5.73134328],0
a4,1,0.733522,0.115902,[46 74] ; [4 8],[45.45454545 74.54545455] ; [4.54545455 7.45454545],0
d2,1,0.740144,0.11,[54 66] ; [6 6],[54.54545455 65.45454545] ; [5.45454545 6.54545455],0
s4,1,0.752604,0.099356,[25 97] ; [ 2 10],[24.58208955 97.41791045] ; [2.41791045 9.58208955],0
a5,1,0.785862,0.073815,[66 56] ; [6 6],[65.55223881 56.44776119] ; [6.44776119 5.55223881],0
b5,1,0.787389,0.07274,[76 46] ; [7 5],[75.56716418 46.43283582] ; [7.43283582 4.56716418],0
n3,1,0.855078,0.033358,[29 24] ; [2 2],[28.8245614 24.1754386] ; [2.1754386 1.8245614],0
p7,1,0.919339,0.010255,[49 73] ; [5 7],[49.1641791 72.8358209] ; [4.8358209 7.1641791],0
a1,1,0.936977,0.006252,[ 11 111] ; [ 1 11],[ 10.92537313 111.07462687] ; [ 1.07462687 10.92537313],0
