Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.036668,4.365782,[27  9] ; [10 11],[23.36842105 12.63157895] ; [13.63157895  7.36842105],0
s4,1,0.038291,4.292063,[12 23] ; [ 2 19],[ 8.75 26.25] ; [ 5.25 15.75],0
p8,1,0.048489,3.892946,[20 16] ; [ 6 15],[16.42105263 19.57894737] ; [ 9.57894737 11.42105263],0
b3,1,0.06487,3.408284,[ 5 21] ; [5 5],[ 7.22222222 18.77777778] ; [2.77777778 7.22222222],0
b2,1,0.06487,3.408284,[ 5 21] ; [5 5],[ 7.22222222 18.77777778] ; [2.77777778 7.22222222],0
s6,1,0.072056,3.235556,[22 13] ; [ 8 13],[18.75 16.25] ; [11.25  9.75],0
a7,1,0.102525,2.665816,[25 11] ; [10 11],[22.10526316 13.89473684] ; [12.89473684  8.10526316],0
s3,1,0.112249,2.522265,[21 14] ; [ 8 13],[18.125 16.875] ; [10.875 10.125],0
n2,1,0.142041,2.155711,[10  1] ; [3 2],[8.9375 2.0625] ; [4.0625 0.9375],0
p11,1,0.155096,2.021402,[19 17] ; [ 7 14],[16.42105263 19.57894737] ; [ 9.57894737 11.42105263],0
b1,1,0.172983,1.856902,[21 15] ; [16  5],[23.36842105 12.63157895] ; [13.63157895  7.36842105],0
n6,1,0.183578,1.768421,[26  9] ; [12  9],[23.75 11.25] ; [14.25  6.75],0
v2,1,0.213022,1.550769,[14 21] ; [12  9],[16.25 18.75] ; [ 9.75 11.25],0
v1,1,0.230099,1.440251,[13 23] ; [11 10],[15.15789474 20.84210526] ; [ 8.84210526 12.15789474],0
d4,1,0.241575,1.371379,[26 10] ; [18  3],[27.78947368  8.21052632] ; [16.21052632  4.78947368],0
u1,1,0.278768,1.173086,[ 5 31] ; [ 1 20],[ 3.78947368 32.21052632] ; [ 2.21052632 18.78947368],0
d3,1,0.322067,0.980536,[22 14] ; [10 11],[20.21052632 15.78947368] ; [11.78947368  9.21052632],0
p6,1,0.327735,0.957828,[11 23] ; [ 4 16],[ 9.44444444 24.55555556] ; [ 5.55555556 14.44444444],0
n1,1,0.377026,0.780375,[4 7] ; [3 2],[4.8125 6.1875] ; [2.1875 2.8125],0
s2,1,0.389001,0.742063,[17 17] ; [ 8 13],[15.45454545 18.54545455] ; [ 9.54545455 11.45454545],0
a2,1,0.405343,0.69242,[ 4 32] ; [ 4 17],[ 5.05263158 30.94736842] ; [ 2.94736842 18.05263158],0
