Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,49.669539,[49 74] ; [214  67],[80.07178218 42.92821782] ; [182.92821782  98.07178218],1
d3,1,0.0,40.59625,[60 63] ; [226  56],[86.85925926 36.14074074] ; [199.14074074  82.85925926],1
a2,1,1e-06,24.866338,[ 12 111] ; [ 95 189],[32.33660934 90.66339066] ; [ 74.66339066 209.33660934],1
u1,1,9e-06,19.63774,[  9 114] ; [ 76 208],[25.68796069 97.31203931] ; [ 59.31203931 224.68796069],1
d1,1,0.00103,10.771973,[63 60] ; [194  90],[77.66830467 45.33169533] ; [179.33169533 104.66830467],0
r4,1,0.001502,10.075896,[105  18] ; [269  15],[113.02702703   9.97297297] ; [260.97297297  23.02702703],0
b5,1,0.002379,9.231295,[59 64] ; [182 102],[72.83292383 50.16707617] ; [168.16707617 115.83292383],0
b2,1,0.012719,6.207712,[42 44] ; [ 59 120],[32.77735849 53.22264151] ; [ 68.22264151 110.77735849],0
b3,1,0.012719,6.207712,[42 44] ; [ 59 120],[32.77735849 53.22264151] ; [ 68.22264151 110.77735849],0
a5,1,0.017842,5.611587,[84 39] ; [225  59],[93.38329238 29.61670762] ; [215.61670762  68.38329238],0
v4,1,0.027033,4.888693,[111  10] ; [274   9],[115.30940594   5.69059406] ; [269.69059406  13.30940594],0
r2,1,0.027515,4.858226,[114   8] ; [272   6],[117.73   4.27] ; [268.27   9.73],0
v2,1,0.036951,4.352664,[57 61] ; [163 110],[66.39386189 51.60613811] ; [153.60613811 119.39386189],0
d4,1,0.038255,4.293665,[95 27] ; [243  39],[102.06930693  19.93069307] ; [235.93069307  46.06930693],0
r1,1,0.05119,3.802043,[96 27] ; [243  40],[102.70197044  20.29802956] ; [236.29802956  46.70197044],0
u3,1,0.064271,3.423596,[13 15] ; [46 23],[17.03092784 10.96907216] ; [41.96907216 27.03092784],0
u2,1,0.066553,3.366055,[12 16] ; [43 25],[16.04166667 11.95833333] ; [38.95833333 29.04166667],0
d5,1,0.076419,3.139467,[94 28] ; [238  44],[100.25742574  21.74257426] ; [231.74257426  50.25742574],0
s7,1,0.088823,2.895571,[89 29] ; [183  91],[81.87755102 36.12244898] ; [190.12244898  83.87755102],0
s8,1,0.117853,2.445629,[80 43] ; [160 122],[72.88888889 50.11111111] ; [167.11111111 114.88888889],0
p4,1,0.119023,2.430137,[71 51] ; [187  95],[77.91089109 44.08910891] ; [180.08910891 101.91089109],0
b1,1,0.120937,2.405149,[60 63] ; [115 169],[52.88697789 70.11302211] ; [122.11302211 161.88697789],0
p9,1,0.161151,1.963392,[101  21] ; [249  34],[105.43209877  16.56790123] ; [244.56790123  38.43209877],0
d2,1,0.172785,1.858614,[59 64] ; [156 126],[65.2962963 57.7037037] ; [149.7037037 132.2962963],0
n3,1,0.173479,1.85262,[17 10] ; [38 11],[19.53947368  7.46052632] ; [35.46052632 13.53947368],0
p12,1,0.175138,1.838405,[ 10 110] ; [ 37 246],[ 13.99503722 106.00496278] ; [ 33.00496278 249.99503722],0
v3,1,0.18783,1.73456,[58 63] ; [111 161],[52.03307888 68.96692112] ; [116.96692112 155.03307888],0
s4,1,0.195879,1.672839,[28 94] ; [ 49 232],[23.3101737 98.6898263] ; [ 53.6898263 227.3101737],0
p10,1,0.216146,1.529774,[98 23] ; [243  40],[102.13118812  18.86881188] ; [238.86881188  44.13118812],0
b4,1,0.21835,1.515184,[66 57] ; [171 113],[71.62407862 51.37592138] ; [165.37592138 118.62407862],0
n6,1,0.240055,1.38027,[105  17] ; [254  28],[108.41089109  13.58910891] ; [250.58910891  31.41089109],0
