Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,26.710331,[89 23] ; [18 30],[74.9 37.1] ; [32.1 15.9],1
p2,1,4e-06,21.248599,[99 11] ; [28 20],[88.41772152 21.58227848] ; [38.58227848  9.41772152],1
a6,1,3.1e-05,17.329599,[83 29] ; [19 29],[71.4 40.6] ; [30.6 17.4],1
d4,1,0.00049,12.154978,[94 18] ; [28 20],[85.4 26.6] ; [36.6 11.4],1
p9,1,0.001482,10.101444,[100  12] ; [33 15],[93.1 18.9] ; [39.9  8.1],0
p10,1,0.001939,9.606786,[94 17] ; [30 18],[86.56603774 24.43396226] ; [37.43396226 10.56603774],0
v2,1,0.003367,8.596994,[62 44] ; [15 31],[53.69736842 52.30263158] ; [23.30263158 22.69736842],0
v3,1,0.004559,8.046608,[34 71] ; [ 5 42],[26.94078947 78.05921053] ; [12.05921053 34.94078947],0
d1,1,0.005401,7.739985,[57 55] ; [13 35],[49. 63.] ; [21. 27.],0
p8,1,0.010012,6.632694,[64 47] ; [17 31],[56.54716981 54.45283019] ; [24.45283019 23.54716981],0
d5,1,0.013122,6.152528,[83 29] ; [26 22],[76.3 35.7] ; [32.7 15.3],0
a1,1,0.013183,6.144393,[  1 111] ; [ 4 44],[  3.5 108.5] ; [ 1.5 46.5],0
r3,1,0.032509,4.571429,[108   4] ; [42  6],[105.   7.] ; [45.  3.],0
b1,1,0.047294,3.934897,[29 83] ; [20 28],[34.3 77.7] ; [14.7 33.3],0
v4,1,0.054801,3.688127,[104   6] ; [41  7],[100.94936709   9.05063291] ; [44.05063291  3.94936709],0
s6,1,0.056061,3.650237,[69 42] ; [22 26],[63.52830189 47.47169811] ; [27.47169811 20.52830189],0
b4,1,0.113951,2.498554,[71 41] ; [24 24],[66.5 45.5] ; [28.5 19.5],0
p3,1,0.11433,2.493319,[45 67] ; [13 35],[40.6 71.4] ; [17.4 30.6],0
p1,1,0.115269,2.480456,[  3 107] ; [ 4 44],[  4.87341772 105.12658228] ; [ 2.12658228 45.87341772],0
r1,1,0.115451,2.477972,[81 30] ; [29 19],[76.79245283 34.20754717] ; [33.20754717 14.79245283],0
n6,1,0.149053,2.081912,[82 29] ; [30 18],[78.18867925 32.81132075] ; [33.81132075 14.18867925],0
p4,1,0.163321,1.943206,[54 58] ; [17 30],[50.01257862 61.98742138] ; [20.98742138 26.01257862],0
a5,1,0.172645,1.859825,[69 43] ; [24 24],[65.1 46.9] ; [27.9 20.1],0
s8,1,0.184844,1.758242,[40 72] ; [12 36],[36.4 75.6] ; [15.6 32.4],0
n2,1,0.186958,1.741426,[22  9] ; [19  3],[23.98113208  7.01886792] ; [17.01886792  4.98113208],0
a2,1,0.239736,1.382147,[14 98] ; [ 3 45],[ 11.9 100.1] ; [ 5.1 42.9],0
b5,1,0.250339,1.321412,[67 45] ; [24 24],[63.7 48.3] ; [27.3 20.7],0
n5,1,0.274764,1.192806,[42 70] ; [22 25],[45.08176101 66.91823899] ; [18.91823899 28.08176101],0
p5,1,0.302492,1.063177,[ 10 101] ; [ 2 45],[  8.43037975 102.56962025] ; [ 3.56962025 43.43037975],0
r4,1,0.303003,1.060931,[94 18] ; [37 11],[91.7 20.3] ; [39.3  8.7],0
n1,1,0.309762,1.031692,[ 8 24] ; [ 8 13],[ 9.66037736 22.33962264] ; [ 6.33962264 14.66037736],0
b3,1,0.319892,0.989388,[19 34] ; [ 7 21],[17.01234568 35.98765432] ; [ 8.98765432 19.01234568],0
b2,1,0.319892,0.989388,[19 34] ; [ 7 21],[17.01234568 35.98765432] ; [ 8.98765432 19.01234568],0
p12,1,0.353518,0.860789,[  6 106] ; [ 1 47],[  4.9 107.1] ; [ 2.1 45.9],0
s2,1,0.376094,0.78343,[49 63] ; [17 30],[46.49056604 65.50943396] ; [19.50943396 27.49056604],0
s3,1,0.389741,0.739749,[54 56] ; [20 28],[51.51898734 58.48101266] ; [22.48101266 25.51898734],0
s7,1,0.440219,0.595712,[37 72] ; [13 34],[34.93589744 74.06410256] ; [15.06410256 31.93589744],0
d2,1,0.456642,0.554113,[33 79] ; [17 31],[35. 77.] ; [15. 33.],0
r2,1,0.500793,0.453256,[99 12] ; [41  7],[97.73584906 13.26415094] ; [42.26415094  5.73584906],0
p7,1,0.527002,0.40017,[66 39] ; [27 20],[64.24342105 40.75657895] ; [28.75657895 18.24342105],0
s1,1,0.534529,0.385775,[  1 111] ; [ 1 47],[  1.4 110.6] ; [ 0.6 47.4],0
a8,1,0.538467,0.378388,[ 6 95] ; [ 4 42],[ 6.8707483 94.1292517] ; [ 3.1292517 42.8707483],0
a3,1,0.598267,0.277617,[68 44] ; [27 21],[66.5 45.5] ; [28.5 19.5],0
s5,1,0.604475,0.268299,[35 75] ; [13 34],[33.63057325 76.36942675] ; [14.36942675 32.63057325],0
s4,1,0.612811,0.256102,[25 87] ; [ 9 39],[23.8 88.2] ; [10.2 37.8],0
u2,1,0.697147,0.151457,[25 19] ; [13  8],[25.72307692 18.27692308] ; [12.27692308  8.72307692],0
u3,1,0.745304,0.105519,[27 17] ; [12  9],[26.4 17.6] ; [12.6  8.4],0
n3,1,0.873724,0.025259,[22 10] ; [14  7],[21.73584906 10.26415094] ; [14.26415094  6.73584906],0
v1,1,0.89278,0.018168,[46 62] ; [21 27],[46.38461538 61.61538462] ; [20.61538462 27.38461538],0
a4,1,0.939233,0.005812,[32 80] ; [14 34],[32.2 79.8] ; [13.8 34.2],0
p6,1,0.995943,2.6e-05,[29 82] ; [12 34],[28.98726115 82.01273885] ; [12.01273885 33.98726115],0
