Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-05,15.343434,[40  8] ; [20 25],[30.96774194 17.03225806] ; [29.03225806 15.96774194],1
p3,1,0.000648,11.633906,[35 13] ; [17 28],[26.83870968 21.16129032] ; [25.16129032 19.83870968],1
p8,1,0.001877,9.666473,[36 12] ; [19 25],[28.69565217 19.30434783] ; [26.30434783 17.69565217],0
d1,1,0.005057,7.858772,[36 12] ; [21 24],[29.41935484 18.58064516] ; [27.58064516 17.41935484],0
d4,1,0.005461,7.720148,[44  4] ; [31 14],[38.70967742  9.29032258] ; [36.29032258  8.70967742],0
p1,1,0.00548,7.713914,[10 38] ; [ 1 44],[ 5.67741935 42.32258065] ; [ 5.32258065 39.67741935],0
p7,1,0.008278,6.972358,[40  7] ; [26 17],[34.46666667 12.53333333] ; [31.53333333 11.46666667],0
d2,1,0.03002,4.708125,[30 18] ; [18 27],[24.77419355 23.22580645] ; [23.22580645 21.77419355],0
s5,1,0.031637,4.618079,[31 10] ; [24 21],[26.22093023 14.77906977] ; [28.77906977 16.22093023],0
p12,1,0.033622,4.513805,[ 7 41] ; [ 1 44],[ 4.12903226 43.87096774] ; [ 3.87096774 41.12903226],0
n1,1,0.083265,3.0,[6 6] ; [ 2 10],[4. 8.] ; [4. 8.],0
p5,1,0.098389,2.731465,[ 7 41] ; [ 2 43],[ 4.64516129 43.35483871] ; [ 4.35483871 40.64516129],0
a5,1,0.11389,2.499397,[38 10] ; [29 16],[34.58064516 13.41935484] ; [32.41935484 12.58064516],0
n3,1,0.131587,2.273684,[8 4] ; [11  1],[9.5 2.5] ; [9.5 2.5],0
n6,1,0.13169,2.272474,[37 11] ; [40  5],[39.74193548  8.25806452] ; [37.25806452  7.74193548],0
b2,1,0.133782,2.248062,[10 19] ; [ 5 24],[ 7.5 21.5] ; [ 7.5 21.5],0
b3,1,0.133782,2.248062,[10 19] ; [ 5 24],[ 7.5 21.5] ; [ 7.5 21.5],0
a4,1,0.165942,1.919229,[25 23] ; [17 28],[21.67741935 26.32258065] ; [20.32258065 24.67741935],0
s8,1,0.188504,1.729268,[34 14] ; [26 19],[30.96774194 17.03225806] ; [29.03225806 15.96774194],0
p9,1,0.263252,1.251573,[44  4] ; [37  7],[42.26086957  5.73913043] ; [38.73913043  5.26086957],0
a3,1,0.283454,1.150455,[35 13] ; [37  8],[37.16129032 10.83870968] ; [34.83870968 10.16129032],0
v3,1,0.300718,1.071006,[13 34] ; [17 28],[15.32608696 31.67391304] ; [14.67391304 30.32608696],0
s3,1,0.33822,0.917167,[38 10] ; [39  6],[39.74193548  8.25806452] ; [37.25806452  7.74193548],0
v4,1,0.339297,0.913084,[46  2] ; [40  4],[44.86956522  3.13043478] ; [41.13043478  2.86956522],0
d3,1,0.361503,0.832664,[39  9] ; [33 12],[37.16129032 10.83870968] ; [34.83870968 10.16129032],0
u2,1,0.378175,0.776627,[9 4] ; [4 4],[8.04761905 4.95238095] ; [4.95238095 3.04761905],0
b1,1,0.419753,0.651007,[21 27] ; [16 29],[19.09677419 28.90322581] ; [17.90322581 27.09677419],0
a2,1,0.421814,0.645254,[13 35] ; [ 9 36],[11.35483871 36.64516129] ; [10.64516129 34.35483871],0
s1,1,0.445532,0.581992,[ 4 44] ; [ 2 43],[ 3.09677419 44.90322581] ; [ 2.90322581 42.09677419],0
s2,1,0.476909,0.505922,[42  6] ; [37  8],[40.77419355  7.22580645] ; [38.22580645  6.77419355],0
u3,1,0.477395,0.504808,[10  3] ; [5 3],[9.28571429 3.71428571] ; [5.71428571 2.28571429],0
