Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,60.255661,[38 61] ; [304  84],[69.52361396 29.47638604] ; [272.47638604 115.52361396],1
n4,1,0.0,35.038541,[52 48] ; [315  75],[74.89795918 25.10204082] ; [292.10204082  97.89795918],1
p10,1,1e-06,24.662344,[55 43] ; [310  76],[73.90495868 24.09504132] ; [291.09504132  94.90495868],1
p9,1,6e-06,20.406388,[62 37] ; [320  64],[78.29813665 20.70186335] ; [303.70186335  80.29813665],1
p11,1,2.1e-05,18.111864,[61 39] ; [317  74],[76.98574338 23.01425662] ; [301.01425662  89.98574338],1
r3,1,5.4e-05,16.304227,[84 15] ; [375  16],[92.73673469  6.26326531] ; [366.26326531  24.73673469],1
v4,1,5.9e-05,16.143307,[83 17] ; [371  20],[92.46435845  7.53564155] ; [361.53564155  29.46435845],1
r4,1,0.000133,14.603629,[73 27] ; [345  46],[85.13238289 14.86761711] ; [332.86761711  58.13238289],1
r2,1,0.000587,11.81796,[83 16] ; [362  22],[91.21118012  7.78881988] ; [353.78881988  30.21118012],1
s7,1,0.000693,11.508973,[23 69] ; [166 208],[37.31330472 54.68669528] ; [151.68669528 222.31330472],1
p2,1,0.000933,10.955417,[66 32] ; [320  68],[77.83539095 20.16460905] ; [308.16460905  79.83539095],1
s8,1,0.002543,9.109543,[23 77] ; [153 237],[35.91836735 64.08163265] ; [140.08163265 249.91836735],0
b1,1,0.003062,8.770294,[52 48] ; [140 251],[39.10386965 60.89613035] ; [152.89613035 238.10386965],0
p4,1,0.003107,8.743272,[40 58] ; [223 165],[53.03292181 44.96707819] ; [209.96707819 178.03292181],0
s6,1,0.003165,8.710021,[43 57] ; [230 157],[56.05749487 43.94250513] ; [216.94250513 170.05749487],0
p6,1,0.005153,7.824947,[17 77] ; [127 260],[28.14137214 65.85862786] ; [115.85862786 271.14137214],0
b3,1,0.005925,7.572852,[13 46] ; [ 95 134],[22.125 36.875] ; [ 85.875 143.125],0
b2,1,0.005925,7.572852,[13 46] ; [ 95 134],[22.125 36.875] ; [ 85.875 143.125],0
p8,1,0.006258,7.474544,[35 63] ; [197 188],[47.07246377 50.92753623] ; [184.92753623 200.07246377],0
d1,1,0.010154,6.6077,[56 44] ; [272 119],[66.80244399 33.19755601] ; [261.19755601 129.80244399],0
p3,1,0.012233,6.276758,[31 67] ; [178 212],[41.97131148 56.02868852] ; [167.02868852 222.97131148],0
u1,1,0.015834,5.821239,[ 9 91] ; [ 75 316],[17.10794297 82.89205703] ; [ 66.89205703 324.10794297],0
v1,1,0.033144,4.538306,[38 61] ; [191 188],[47.42887029 51.57112971] ; [181.57112971 197.42887029],0
v3,1,0.042858,4.100999,[27 66] ; [152 224],[35.49466951 57.50533049] ; [143.50533049 232.49466951],0
a5,1,0.049076,3.872741,[64 36] ; [289 102],[71.89409369 28.10590631] ; [281.10590631 109.89409369],0
p7,1,0.050491,3.825082,[46 48] ; [230 153],[54.38993711 39.61006289] ; [221.61006289 161.38993711],0
v2,1,0.051149,3.803398,[44 50] ; [218 158],[52.4 41.6] ; [209.6 166.4],0
d2,1,0.065886,3.382662,[42 58] ; [204 186],[50.20408163 49.79591837] ; [195.79591837 194.20408163],0
a8,1,0.078195,3.102031,[ 7 85] ; [ 52 305],[12.08908686 79.91091314] ; [ 46.91091314 310.08908686],0
s1,1,0.095584,2.777728,[ 5 93] ; [  8 380],[ 2.62139918 95.37860082] ; [ 10.37860082 377.62139918],0
p12,1,0.137338,2.20754,[ 2 96] ; [ 22 365],[ 4.84948454 93.15051546] ; [ 19.15051546 367.84948454],0
d5,1,0.148046,2.092268,[81 19] ; [339  52],[85.53971487 14.46028513] ; [334.46028513  56.53971487],0
u2,1,0.209595,1.574221,[22  9] ; [62 44],[19.00729927 11.99270073] ; [64.99270073 41.00729927],0
r1,1,0.248067,1.334158,[75 25] ; [313  77],[79.18367347 20.81632653] ; [308.81632653  81.18367347],0
u4,1,0.250125,1.322606,[ 1 99] ; [ 12 379],[ 2.64765784 97.35234216] ; [ 10.35234216 380.64765784],0
a2,1,0.262943,1.253195,[19 81] ; [ 95 296],[23.21792261 76.78207739] ; [ 90.78207739 300.21792261],0
s2,1,0.296756,1.088716,[35 65] ; [158 230],[39.54918033 60.45081967] ; [153.45081967 234.54918033],0
a4,1,0.301477,1.067651,[40 60] ; [178 211],[44.5807771 55.4192229] ; [173.4192229 215.5807771],0
a3,1,0.366375,0.815924,[68 32] ; [283 107],[71.63265306 28.36734694] ; [279.36734694 110.63265306],0
p5,1,0.410224,0.678152,[ 4 95] ; [ 24 363],[ 5.7037037 93.2962963] ; [ 22.2962963 364.7037037],0
a7,1,0.444242,0.5853,[73 27] ; [299  91],[75.91836735 24.08163265] ; [296.08163265  93.91836735],0
d3,1,0.531001,0.392476,[74 26] ; [301  90],[76.37474542 23.62525458] ; [298.62525458  92.37474542],0
a6,1,0.578739,0.308278,[68 32] ; [277 114],[70.26476578 29.73523422] ; [274.73523422 116.26476578],0
p1,1,0.58423,0.299445,[ 4 95] ; [ 21 368],[ 5.07172131 93.92827869] ; [ 19.92827869 369.07172131],0
s3,1,0.628975,0.233453,[48 50] ; [179 208],[45.86804124 52.13195876] ; [181.13195876 205.86804124],0
n1,1,0.704569,0.143762,[10 18] ; [29 62],[ 9.17647059 18.82352941] ; [29.82352941 61.17647059],0
u3,1,0.709953,0.138324,[19 12] ; [61 45],[18.10218978 12.89781022] ; [61.89781022 44.10218978],0
s4,1,0.738339,0.111592,[12 88] ; [ 42 346],[11.06557377 88.93442623] ; [ 42.93442623 345.06557377],0
n3,1,0.748025,0.103198,[17 10] ; [61 31],[17.69747899  9.30252101] ; [60.30252101 31.69747899],0
b4,1,0.761983,0.091735,[61 39] ; [232 159],[59.67413442 40.32586558] ; [233.32586558 157.67413442],0
a1,1,0.79459,0.067785,[ 4 96] ; [ 18 373],[ 4.48065173 95.51934827] ; [ 17.51934827 373.48065173],0
n2,1,0.872485,0.025761,[18 10] ; [60 31],[18.35294118  9.64705882] ; [59.64705882 31.35294118],0
b5,1,0.912522,0.012069,[63 37] ; [244 147],[62.52545825 37.47454175] ; [244.47454175 146.52545825],0
