Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5.7e-05,16.216439,[40 30] ; [ 95 207],[25.40322581 44.59677419] ; [109.59677419 192.40322581],1
d2,1,0.000459,12.277002,[43 28] ; [116 191],[29.86507937 41.13492063] ; [129.13492063 177.86507937],1
s2,1,0.000497,12.128677,[32 38] ; [ 76 230],[20.10638298 49.89361702] ; [ 87.89361702 218.10638298],1
s6,1,0.001154,10.562833,[48 22] ; [142 160],[35.75268817 34.24731183] ; [154.24731183 147.75268817],0
p3,1,0.005745,7.628474,[39 32] ; [115 195],[28.69816273 42.30183727] ; [125.30183727 184.69816273],0
d1,1,0.006792,7.327101,[48 23] ; [155 156],[37.73036649 33.26963351] ; [165.26963351 145.73036649],0
p6,1,0.007208,7.220487,[28 43] ; [ 73 234],[18.97089947 52.02910053] ; [ 82.02910053 224.97089947],0
n4,1,0.033074,4.541936,[59 12] ; [219  91],[51.80577428 19.19422572] ; [226.19422572  83.80577428],0
r4,1,0.039,4.260875,[67  4] ; [265  46],[61.70680628  9.29319372] ; [270.29319372  40.70680628],0
r1,1,0.041231,4.166513,[58 12] ; [219  90],[51.16094987 18.83905013] ; [225.83905013  83.16094987],0
p8,1,0.044482,4.038189,[41 29] ; [139 168],[33.42175066 36.57824934] ; [146.57824934 160.42175066],0
p10,1,0.063687,3.438672,[61 10] ; [231  74],[55.13829787 15.86170213] ; [236.86170213  68.13829787],0
p4,1,0.086906,2.93077,[42 29] ; [147 160],[35.5 35.5] ; [153.5 153.5],0
d5,1,0.102301,2.669297,[60 11] ; [234  76],[54.78740157 16.21259843] ; [239.21259843  70.78740157],0
p5,1,0.118825,2.432736,[ 2 69] ; [ 25 284],[ 5.04473684 65.95526316] ; [ 21.95526316 287.04473684],0
a5,1,0.138368,2.19602,[52 19] ; [199 112],[46.65183246 24.34816754] ; [204.34816754 106.65183246],0
p7,1,0.146825,2.104935,[45 25] ; [167 138],[39.57333333 30.42666667] ; [172.42666667 132.57333333],0
a6,1,0.148017,2.092572,[43 28] ; [216  95],[48.13874346 22.86125654] ; [210.86125654 100.13874346],0
p2,1,0.163541,1.941176,[61 10] ; [242  66],[56.76253298 14.23746702] ; [246.23746702  61.76253298],0
v1,1,0.164066,1.936347,[38 30] ; [142 163],[32.8150134 35.1849866] ; [147.1849866 157.8150134],0
n2,1,0.180493,1.793562,[8 6] ; [56 19],[10.06741573  3.93258427] ; [53.93258427 21.06741573],0
v3,1,0.181189,1.787848,[26 42] ; [ 90 211],[21.37669377 46.62330623] ; [ 94.62330623 206.37669377],0
p9,1,0.187879,1.734172,[61 10] ; [241  64],[57.02659574 13.97340426] ; [244.97340426  60.02659574],0
