Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,77.804101,[278   5] ; [27 16],[264.76993865  18.23006135] ; [40.23006135  2.76993865],1
r3,1,0.0,72.616748,[282   2] ; [31 13],[271.01219512  12.98780488] ; [41.98780488  2.01219512],1
v4,1,0.0,71.157472,[277   6] ; [28 16],[263.96024465  19.03975535] ; [41.03975535  2.96024465],1
r1,1,0.0,45.505343,[233  49] ; [17 29],[214.93902439  67.06097561] ; [35.06097561 10.93902439],1
n6,1,9.1e-05,15.313318,[247  37] ; [28 16],[238.1097561  45.8902439] ; [36.8902439  7.1097561],1
s6,1,0.001263,10.396257,[197  85] ; [21 25],[187.42682927  94.57317073] ; [30.57317073 15.42682927],0
a6,1,0.001411,10.191116,[213  71] ; [24 22],[203.96363636  80.03636364] ; [33.03636364 12.96363636],0
a7,1,0.001492,10.088814,[212  71] ; [24 22],[203.00303951  79.99696049] ; [32.99696049 13.00303951],0
a2,1,0.004338,8.136775,[ 81 203] ; [ 4 42],[ 73.15151515 210.84848485] ; [11.84848485 34.15151515],0
b5,1,0.005364,7.752598,[190  94] ; [21 25],[181.58787879 102.41212121] ; [29.41212121 16.58787879],0
p11,1,0.006321,7.456326,[225  59] ; [28 18],[217.73333333  66.26666667] ; [35.26666667 10.73333333],0
s8,1,0.007016,7.26885,[128 156] ; [11 35],[119.62424242 164.37575758] ; [19.37575758 26.62424242],0
b1,1,0.007308,7.195668,[ 96 188] ; [25 21],[104.13333333 179.86666667] ; [16.86666667 29.13333333],0
p4,1,0.007478,7.154517,[140 143] ; [13 33],[131.60790274 151.39209726] ; [21.39209726 24.60790274],0
s2,1,0.01169,6.357229,[160 121] ; [17 29],[152.10091743 128.89908257] ; [24.89908257 21.10091743],0
d3,1,0.013016,6.166976,[203  80] ; [24 21],[195.85670732  87.14329268] ; [31.14329268 13.85670732],0
d5,1,0.013994,6.038956,[239  44] ; [32 14],[233.10942249  49.89057751] ; [37.89057751  8.10942249],0
v2,1,0.014622,5.961412,[157 112] ; [17 27],[149.5399361 119.4600639] ; [24.4600639 19.5399361],0
p9,1,0.022331,5.21984,[266  17] ; [38  7],[262.29268293  20.70731707] ; [41.70731707  3.29268293],0
d1,1,0.02342,5.13709,[168 116] ; [19 27],[160.93333333 123.06666667] ; [26.06666667 19.93333333],0
p3,1,0.029295,4.750189,[111 173] ; [10 35],[104.44984802 179.55015198] ; [16.55015198 28.44984802],0
v3,1,0.034141,4.487604,[102 167] ; [10 36],[ 95.64444444 173.35555556] ; [16.35555556 29.64444444],0
u3,1,0.040993,4.176312,[48 26] ; [5 9],[44.56818182 29.43181818] ; [8.43181818 5.56818182],0
u1,1,0.04314,4.089889,[ 61 223] ; [ 4 42],[ 55.93939394 228.06060606] ; [ 9.06060606 36.93939394],0
n4,1,0.053553,3.726592,[217  67] ; [29 17],[211.70909091  72.29090909] ; [34.29090909 11.70909091],0
s3,1,0.083662,2.99229,[169 111] ; [21 24],[163.69230769 116.30769231] ; [26.30769231 18.69230769],0
a5,1,0.094915,2.788981,[207  77] ; [28 18],[202.24242424  81.75757576] ; [32.75757576 13.24242424],0
s7,1,0.106468,2.605887,[136 139] ; [16 28],[131.03448276 143.96551724] ; [20.96551724 23.03448276],0
p6,1,0.13142,2.275645,[ 73 208] ; [ 7 38],[ 68.95705521 212.04294479] ; [11.04294479 33.95705521],0
s5,1,0.188018,1.733083,[ 87 185] ; [10 35],[ 83.23028391 188.76971609] ; [13.76971609 31.23028391],0
a4,1,0.196514,1.668095,[134 150] ; [17 29],[129.95151515 154.04848485] ; [21.04848485 24.95151515],0
d2,1,0.216908,1.524713,[138 144] ; [18 28],[134.12195122 147.87804878] ; [21.87804878 24.12195122],0
s4,1,0.244483,1.354559,[ 50 231] ; [ 5 41],[ 47.26299694 233.73700306] ; [ 7.73700306 38.26299694],0
a8,1,0.266429,1.235041,[ 31 224] ; [ 3 43],[ 28.80398671 226.19601329] ; [ 5.19601329 40.80398671],0
d4,1,0.277312,1.180215,[235  49] ; [35 11],[232.36363636  51.63636364] ; [37.63636364  8.36363636],0
u2,1,0.27767,1.178458,[46 28] ; [6 7],[44.22988506 29.77011494] ; [7.77011494 5.22988506],0
p2,1,0.281462,1.160017,[221  63] ; [31 13],[218.19512195  65.80487805] ; [33.80487805 10.19512195],0
n5,1,0.302158,1.064646,[208  73] ; [30 15],[205.14723926  75.85276074] ; [32.85276074 12.14723926],0
b4,1,0.309991,1.030716,[169 115] ; [31 15],[172.12121212 111.87878788] ; [27.87878788 18.12121212],0
n3,1,0.310983,1.026495,[57 16] ; [12  6],[55.35164835 17.64835165] ; [13.64835165  4.35164835],0
