Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,69.149769,[175   4] ; [34 26],[156.53138075  22.46861925] ; [52.46861925  7.53138075],1
p10,1,0.0,49.299719,[147  32] ; [20 39],[125.60084034  53.39915966] ; [41.39915966 17.60084034],1
r4,1,0.0,44.559218,[161  20] ; [29 31],[142.69709544  38.30290456] ; [47.30290456 12.69709544],1
v4,1,0.0,35.426731,[169  11] ; [38 22],[155.25  24.75] ; [51.75  8.25],1
p9,1,0.0,33.414795,[146  33] ; [24 33],[128.94067797  50.05932203] ; [41.05932203 15.94067797],1
p4,1,0.0,25.905608,[100  80] ; [10 48],[83.19327731 96.80672269] ; [26.80672269 31.19327731],1
p2,1,1e-06,25.249804,[148  31] ; [30 30],[133.31380753  45.68619247] ; [44.68619247 15.31380753],1
v2,1,2e-06,22.893712,[108  66] ; [15 43],[92.25 81.75] ; [30.75 27.25],1
n6,1,6e-06,20.648459,[154  26] ; [34 25],[141.58995816  38.41004184] ; [46.41004184 12.58995816],1
p7,1,0.000111,14.947472,[110  70] ; [19 40],[97.15481172 82.84518828] ; [31.84518828 27.15481172],1
p8,1,0.000136,14.552676,[93 85] ; [14 45],[80.3628692 97.6371308] ; [26.6371308 32.3628692],1
r1,1,0.000256,13.365936,[140  41] ; [31 28],[128.9625  52.0375] ; [42.0375 16.9625],1
u3,1,0.001122,10.61399,[26 27] ; [ 2 20],[19.78666667 33.21333333] ; [ 8.21333333 13.78666667],0
r2,1,0.00129,10.356565,[169  10] ; [45 11],[163.00425532  15.99574468] ; [50.99574468  5.00425532],0
v1,1,0.001495,10.085113,[92 85] ; [17 43],[81.40506329 95.59493671] ; [27.59493671 32.40506329],0
u2,1,0.002169,9.401128,[27 25] ; [ 3 19],[21.08108108 30.91891892] ; [ 8.91891892 13.08108108],0
p3,1,0.003903,8.328333,[89 90] ; [17 43],[79.38912134 99.61087866] ; [26.61087866 33.38912134],0
s8,1,0.004007,8.280558,[ 47 134] ; [ 5 55],[ 39.05394191 141.94605809] ; [12.94605809 47.05394191],0
n3,1,0.00646,7.417256,[32  7] ; [ 9 10],[27.56896552 11.43103448] ; [13.43103448  5.56896552],0
a1,1,0.013073,6.15919,[  6 175] ; [ 7 53],[  9.76348548 171.23651452] ; [ 3.23651452 56.76348548],0
a7,1,0.016984,5.698006,[129  51] ; [33 27],[121.5  58.5] ; [40.5 19.5],0
d4,1,0.018053,5.591027,[144  36] ; [39 21],[137.25  42.75] ; [45.75 14.25],0
v3,1,0.038837,4.267991,[ 75 100] ; [16 42],[ 68.34763948 106.65236052] ; [22.65236052 35.34763948],0
d5,1,0.052675,3.754203,[143  38] ; [40 20],[137.43983402  43.56016598] ; [45.56016598 14.43983402],0
d1,1,0.056497,3.637332,[107  74] ; [27 33],[100.63900415  80.36099585] ; [33.36099585 26.63900415],0
n1,1,0.103829,2.645728,[13 24] ; [12  9],[15.94827586 21.05172414] ; [ 9.05172414 11.94827586],0
p1,1,0.112743,2.515349,[ 22 158] ; [ 3 57],[ 18.75 161.25] ; [ 6.25 53.75],0
a5,1,0.150929,2.062836,[135  46] ; [39 21],[130.68049793  50.31950207] ; [43.31950207 16.68049793],0
p5,1,0.169195,1.890065,[ 11 168] ; [ 1 59],[  8.9874477 170.0125523] ; [ 3.0125523 56.9874477],0
b1,1,0.187512,1.737059,[ 70 111] ; [29 31],[ 74.3526971 106.6473029] ; [24.6473029 35.3526971],0
p6,1,0.19703,1.664256,[ 52 125] ; [12 46],[ 48.20425532 128.79574468] ; [15.79574468 42.20425532],0
s5,1,0.225524,1.468873,[ 26 149] ; [ 5 53],[ 23.2832618 151.7167382] ; [ 7.7167382 50.2832618],0
s7,1,0.225877,1.466636,[ 47 122] ; [11 45],[ 43.56444444 125.43555556] ; [14.43555556 41.56444444],0
b4,1,0.246316,1.344079,[106  75] ; [30 30],[102.14107884  78.85892116] ; [33.85892116 26.14107884],0
d3,1,0.268455,1.224626,[117  64] ; [34 26],[113.406639  67.593361] ; [37.593361 22.406639],0
a6,1,0.277432,1.179628,[131  50] ; [39 21],[127.67634855  53.32365145] ; [42.32365145 17.67634855],0
s2,1,0.293458,1.103689,[ 38 141] ; [ 9 51],[ 35.20083682 143.79916318] ; [11.79916318 48.20083682],0
s4,1,0.30377,1.057571,[ 11 170] ; [ 6 54],[ 12.76763485 168.23236515] ; [ 4.23236515 55.76763485],0
n2,1,0.343553,0.897129,[27 11] ; [13  9],[25.33333333 12.66666667] ; [14.66666667  7.33333333],0
a8,1,0.421394,0.646424,[ 22 142] ; [ 5 49],[ 20.31192661 143.68807339] ; [ 6.68807339 47.31192661],0
a3,1,0.45423,0.560074,[128  53] ; [38 20],[125.71548117  55.28451883] ; [40.28451883 17.71548117],0
p12,1,0.499265,0.456498,[  6 172] ; [ 1 59],[  5.23529412 172.76470588] ; [ 1.76470588 58.23529412],0
a2,1,0.568599,0.325033,[ 36 145] ; [14 46],[ 37.55186722 143.44813278] ; [12.44813278 47.55186722],0
u1,1,0.576458,0.311995,[ 23 158] ; [ 6 54],[ 21.78008299 159.21991701] ; [ 7.21991701 52.78008299],0
a4,1,0.593098,0.285532,[87 94] ; [26 33],[85.22083333 95.77916667] ; [27.77916667 31.22083333],0
b2,1,0.61739,0.249553,[51 66] ; [16 17],[52.26 64.74] ; [14.74 18.26],0
b3,1,0.61739,0.249553,[51 66] ; [16 17],[52.26 64.74] ; [14.74 18.26],0
s1,1,0.642553,0.215418,[  4 174] ; [ 2 58],[  4.48739496 173.51260504] ; [ 1.51260504 58.48739496],0
n5,1,0.717467,0.130933,[142  38] ; [46 14],[141.  39.] ; [47. 13.],0
d2,1,0.763001,0.090928,[89 90] ; [28 31],[87.99579832 91.00420168] ; [29.00420168 29.99579832],0
b5,1,0.967309,0.00168,[99 82] ; [33 27],[99.13692946 81.86307054] ; [32.86307054 27.13692946],0
s3,1,0.993135,7.4e-05,[ 49 129] ; [16 42],[ 49.02542373 128.97457627] ; [15.97457627 42.02542373],0
