Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,36.796584,[120  38] ; [67 91],[93.5 64.5] ; [93.5 64.5],1
v3,1,0.0,28.777911,[85 65] ; [ 43 118],[61.73633441 88.26366559] ; [66.26366559 94.73633441],1
p3,1,0.000101,15.126941,[87 71] ; [ 55 109],[69.67701863 88.32298137] ; [72.32298137 91.67701863],1
p4,1,0.00055,11.939402,[107  53] ; [78 85],[91.64086687 68.35913313] ; [93.35913313 69.64086687],1
p2,1,0.000566,11.883826,[139  20] ; [118  46],[126.51083591  32.48916409] ; [130.48916409  33.51083591],1
p8,1,0.001165,10.545059,[94 63] ; [68 95],[79.48125 77.51875] ; [82.51875 80.48125],0
p11,1,0.001362,10.257191,[137  24] ; [116  49],[124.94785276  36.05214724] ; [128.05214724  36.94785276],0
n5,1,0.002433,9.190612,[130  31] ; [108  56],[117.90153846  43.09846154] ; [120.09846154  43.90153846],0
p6,1,0.003201,8.689317,[63 94] ; [ 40 122],[ 50.69278997 106.30721003] ; [ 52.30721003 109.69278997],0
p9,1,0.008618,6.900285,[136  22] ; [122  42],[126.59627329  31.40372671] ; [131.40372671  32.59627329],0
p7,1,0.015284,5.883459,[102  53] ; [86 78],[91.34796238 63.65203762] ; [96.65203762 67.34796238],0
s6,1,0.024089,5.088185,[101  60] ; [82 81],[90.93518519 70.06481481] ; [92.06481481 70.93518519],0
a5,1,0.024692,5.045343,[137  24] ; [124  41],[128.89877301  32.10122699] ; [132.10122699  32.89877301],0
v4,1,0.036933,4.353484,[156   5] ; [150  14],[151.58769231   9.41230769] ; [154.41230769   9.58769231],0
p10,1,0.062772,3.462587,[127  31] ; [118  47],[119.84520124  38.15479876] ; [125.15479876  39.84520124],0
n4,1,0.069039,3.30573,[135  26] ; [125  40],[128.40490798  32.59509202] ; [131.59509202  33.40490798],0
r1,1,0.072142,3.233607,[139  21] ; [131  34],[132.92307692  27.07692308] ; [137.07692308  27.92307692],0
p12,1,0.082093,3.022971,[ 13 146] ; [  6 159],[  9.32407407 149.67592593] ; [  9.67592593 155.32407407],0
u4,1,0.084057,2.984668,[  7 154] ; [  2 163],[  4.44478528 156.55521472] ; [  4.55521472 160.44478528],0
s4,1,0.091157,2.85383,[ 13 147] ; [ 23 141],[ 17.77777778 142.22222222] ; [ 18.22222222 145.77777778],0
r4,1,0.108414,2.577182,[146  15] ; [140  25],[141.24539877  19.75460123] ; [144.75460123  20.24539877],0
r3,1,0.109628,2.559569,[155   6] ; [152  13],[151.61656442   9.38343558] ; [155.38343558   9.61656442],0
b5,1,0.117277,2.453314,[110  51] ; [99 66],[103.21779141  57.78220859] ; [105.78220859  59.21779141],0
d5,1,0.144718,2.127063,[155   6] ; [162   2],[157.03692308   3.96307692] ; [159.96307692   4.03692308],0
