Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,39.337732,[24 46] ; [114  32],[44.72222222 25.27777778] ; [93.27777778 52.72222222],1
n6,1,0.00242,9.199903,[43 27] ; [117  28],[52.09302326 17.90697674] ; [107.90697674  37.09302326],0
p10,1,0.007001,7.272596,[39 30] ; [107  36],[47.51886792 21.48113208] ; [98.48113208 44.51886792],0
p9,1,0.008279,6.972122,[42 27] ; [111  31],[50.03317536 18.96682464] ; [102.96682464  39.03317536],0
p4,1,0.04225,4.125153,[24 46] ; [71 74],[30.93023256 39.06976744] ; [64.06976744 80.93023256],0
a5,1,0.043581,4.072705,[31 39] ; [86 60],[37.91666667 32.08333333] ; [79.08333333 66.91666667],0
s6,1,0.054353,3.701815,[20 47] ; [63 81],[26.35545024 40.64454976] ; [56.64454976 87.35545024],0
n2,1,0.059739,3.544611,[11 10] ; [34 11],[14.31818182  6.68181818] ; [30.68181818 14.31818182],0
s7,1,0.072774,3.219324,[12 57] ; [39 96],[17.25 51.75] ; [ 33.75 101.25],0
v1,1,0.081575,3.033232,[24 46] ; [67 76],[29.90610329 40.09389671] ; [61.09389671 81.90610329],0
a7,1,0.086344,2.941253,[49 20] ; [86 60],[43.3255814 25.6744186] ; [91.6744186 54.3255814],0
n1,1,0.093454,2.813853,[ 5 16] ; [20 24],[ 8.07692308 12.92307692] ; [16.92307692 27.07692308],0
b2,1,0.103062,2.657507,[10 27] ; [35 47],[13.99159664 23.00840336] ; [31.00840336 50.99159664],0
b3,1,0.103062,2.657507,[10 27] ; [35 47],[13.99159664 23.00840336] ; [31.00840336 50.99159664],0
b4,1,0.112154,2.523599,[44 26] ; [75 71],[38.56481481 31.43518519] ; [80.43518519 65.56481481],0
p7,1,0.241376,1.372537,[30 40] ; [74 70],[34.01869159 35.98130841] ; [69.98130841 74.01869159],0
a6,1,0.256947,1.28513,[36 34] ; [87 59],[39.86111111 30.13888889] ; [83.13888889 62.86111111],0
u3,1,0.262066,1.257812,[19 16] ; [29 39],[16.31067961 18.68932039] ; [31.68932039 36.31067961],0
p8,1,0.272097,1.206145,[26 44] ; [64 78],[29.71698113 40.28301887] ; [60.28301887 81.71698113],0
d4,1,0.272314,1.205055,[42 28] ; [76 70],[38.24074074 31.75925926] ; [79.75925926 66.24074074],0
p3,1,0.284314,1.146354,[23 47] ; [59 87],[26.57407407 43.42592593] ; [55.42592593 90.57407407],0
b1,1,0.299656,1.075727,[34 36] ; [60 86],[30.46296296 39.53703704] ; [63.53703704 82.46296296],0
b5,1,0.30297,1.061075,[38 32] ; [90 56],[41.48148148 28.51851852] ; [86.51851852 59.48148148],0
