Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,94.138597,[ 49 126] ; [225  81],[99.68814969 75.31185031] ; [174.31185031 131.68814969],1
s2,1,0.0,55.397686,[105  70] ; [274  34],[137.31884058  37.68115942] ; [241.68115942  66.31884058],1
a3,1,0.0,39.480178,[98 76] ; [254  53],[127.33471933  46.66528067] ; [224.66528067  82.33471933],1
s6,1,0.0,34.350464,[122  49] ; [277  25],[144.24735729  26.75264271] ; [254.75264271  47.24735729],1
n4,1,1e-06,24.019602,[115  60] ; [260  46],[136.43451143  38.56548857] ; [238.56548857  67.43451143],1
s5,1,3e-06,21.671456,[ 46 121] ; [145 146],[69.6441048 97.3558952] ; [121.3558952 169.6441048],1
a5,1,5.7e-05,16.211119,[107  68] ; [241  67],[126.08695652  48.91304348] ; [221.91304348  86.08695652],1
n5,1,6.3e-05,16.012742,[114  59] ; [252  55],[131.9125  41.0875] ; [234.0875  72.9125],1
p5,1,0.000236,13.519591,[  9 164] ; [ 51 252],[ 21.80672269 151.19327731] ; [ 38.19327731 264.80672269],1
p4,1,0.000239,13.496316,[87 86] ; [206 100],[105.82254697  67.17745303] ; [187.17745303 118.82254697],1
n6,1,0.000444,12.335641,[132  41] ; [270  35],[145.49372385  27.50627615] ; [256.50627615  48.49372385],1
a4,1,0.000494,12.138539,[ 59 115] ; [155 153],[77.25311203 96.74688797] ; [136.74688797 171.25311203],1
p3,1,0.000824,11.187055,[ 72 101] ; [176 130],[89.56993737 83.43006263] ; [158.43006263 147.56993737],1
d1,1,0.001045,10.745495,[90 85] ; [205 103],[106.88405797  68.11594203] ; [188.11594203 119.88405797],0
p6,1,0.001408,10.195707,[ 51 120] ; [136 168],[ 67.32 103.68] ; [119.68 184.32],0
p9,1,0.001966,9.580758,[138  35] ; [276  31],[149.2125  23.7875] ; [264.7875  42.2125],0
u1,1,0.002304,9.289987,[ 21 154] ; [ 72 236],[ 33.69565217 141.30434783] ; [ 59.30434783 248.69565217],0
