Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,46.95099,[11 78] ; [40 20],[30.46308725 58.53691275] ; [20.53691275 39.46308725],1
s2,1,2.3e-05,17.904689,[28 61] ; [40 20],[40.61744966 48.38255034] ; [27.38255034 32.61744966],1
s6,1,0.00161,9.947914,[41 46] ; [42 15],[50.14583333 36.85416667] ; [32.85416667 24.14583333],0
s3,1,0.001625,9.931418,[35 52] ; [40 20],[44.3877551 42.6122449] ; [30.6122449 29.3877551],0
p3,1,0.002023,9.528993,[32 57] ; [37 23],[41.2147651 47.7852349] ; [27.7852349 32.2147651],0
s5,1,0.005331,7.763751,[15 70] ; [21 33],[22.01438849 62.98561151] ; [13.98561151 40.01438849],0
p4,1,0.006044,7.537058,[40 48] ; [41 19],[48.16216216 39.83783784] ; [32.83783784 27.16216216],0
p6,1,0.007371,7.180345,[24 64] ; [28 29],[31.55862069 56.44137931] ; [20.44137931 36.55862069],0
r2,1,0.016006,5.802198,[66 22] ; [51  5],[71.5 16.5] ; [45.5 10.5],0
a3,1,0.022858,5.179287,[42 46] ; [40 20],[48.75675676 39.24324324] ; [33.24324324 26.75675676],0
u3,1,0.023019,5.167089,[16 30] ; [13  7],[20.21212121 25.78787879] ; [ 8.78787879 11.21212121],0
a5,1,0.023125,5.159064,[38 51] ; [37 23],[44.79865772 44.20134228] ; [30.20134228 29.79865772],0
s4,1,0.034596,4.464998,[15 74] ; [19 41],[20.30872483 68.69127517] ; [13.69127517 46.30872483],0
v3,1,0.036152,4.389926,[21 67] ; [24 36],[26.75675676 61.24324324] ; [18.24324324 41.75675676],0
n4,1,0.037387,4.332679,[52 37] ; [45 15],[57.93959732 31.06040268] ; [39.06040268 20.93959732],0
n5,1,0.062102,3.480334,[53 35] ; [45 15],[58.27027027 29.72972973] ; [39.72972973 20.27027027],0
p7,1,0.063704,3.438232,[45 42] ; [39 19],[50.4 36.6] ; [33.6 24.4],0
n1,1,0.074187,3.187856,[ 7 21] ; [10 10],[ 9.91666667 18.08333333] ; [ 7.08333333 12.91666667],0
p10,1,0.081713,3.030489,[62 26] ; [49 10],[66.44897959 21.55102041] ; [44.55102041 14.44897959],0
v2,1,0.082309,3.01871,[30 58] ; [29 31],[35.08108108 52.91891892] ; [23.91891892 36.08108108],0
v1,1,0.094129,2.802301,[32 55] ; [29 28],[36.85416667 50.14583333] ; [24.14583333 32.85416667],0
p11,1,0.106719,2.602147,[64 25] ; [50 10],[68.09395973 20.90604027] ; [45.90604027 14.09395973],0
p9,1,0.131547,2.27415,[72 17] ; [54  6],[75.26174497 13.73825503] ; [50.73825503  9.26174497],0
p5,1,0.167702,1.903371,[ 7 82] ; [ 9 51],[ 9.55704698 79.44295302] ; [ 6.44295302 53.55704698],0
