Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,85.463084,[10 38] ; [126  14],[34.72340426 13.27659574] ; [101.27659574  38.72340426],1
s6,1,0.0,25.374047,[28 20] ; [125  13],[39.48387097  8.51612903] ; [113.51612903  24.48387097],1
r2,1,5.3e-05,16.350875,[39  8] ; [134   2],[44.43169399  2.56830601] ; [128.56830601   7.43169399],1
v4,1,0.003276,8.646866,[41  7] ; [133   4],[45.14594595  2.85405405] ; [128.85405405   8.14594595],0
p7,1,0.003526,8.513035,[17 31] ; [78 52],[25.61797753 22.38202247] ; [69.38202247 60.61797753],0
s8,1,0.011744,6.349151,[25 23] ; [100  39],[32.0855615 15.9144385] ; [92.9144385 46.0855615],0
n5,1,0.02197,5.248143,[30 18] ; [110  29],[35.93582888 12.06417112] ; [104.06417112  34.93582888],0
s5,1,0.031873,4.605327,[13 35] ; [60 74],[19.25274725 28.74725275] ; [53.74725275 80.25274725],0
d1,1,0.03281,4.555674,[21 27] ; [86 54],[27.31914894 20.68085106] ; [79.68085106 60.31914894],0
s4,1,0.045055,4.01658,[ 6 42] ; [ 37 102],[11.03743316 36.96256684] ; [ 31.96256684 107.03743316],0
r1,1,0.046689,3.95656,[35 13] ; [119  20],[39.52941176  8.47058824] ; [114.47058824  24.52941176],0
n2,1,0.082686,3.011292,[12  7] ; [35  7],[14.63934426  4.36065574] ; [32.36065574  9.63934426],0
a8,1,0.120629,2.409131,[ 5 37] ; [29 97],[ 8.5 33.5] ; [ 25.5 100.5],0
u2,1,0.161438,1.960706,[10  3] ; [18 15],[7.91304348 5.08695652] ; [20.08695652 12.91304348],0
d5,1,0.176854,1.823867,[35 13] ; [114  25],[38.2459893  9.7540107] ; [110.7540107  28.2459893],0
r4,1,0.180431,1.794073,[38 10] ; [122  18],[40.85106383  7.14893617] ; [119.14893617  20.85106383],0
s1,1,0.188507,1.729244,[ 1 47] ; [ 10 127],[ 2.85405405 45.14594595] ; [  8.14594595 128.85405405],0
p10,1,0.226907,1.460145,[35 13] ; [112  26],[37.93548387 10.06451613] ; [109.06451613  28.93548387],0
d3,1,0.246212,1.344672,[31 17] ; [102  37],[34.13903743 13.86096257] ; [98.86096257 40.13903743],0
p9,1,0.248437,1.332073,[36 11] ; [116  22],[38.61621622  8.38378378] ; [113.38378378  24.61621622],0
p8,1,0.257893,1.280031,[16 32] ; [58 78],[19.30434783 28.69565217] ; [54.69565217 81.30434783],0
r3,1,0.279589,1.169085,[43  5] ; [130   8],[44.64516129  3.35483871] ; [128.35483871   9.64516129],0
v2,1,0.293507,1.103466,[23 24] ; [78 57],[26.08241758 20.91758242] ; [74.91758242 60.08241758],0
n6,1,0.392171,0.7322,[37 10] ; [117  22],[38.91397849  8.08602151] ; [115.08602151  23.91397849],0
a1,1,0.427552,0.629464,[ 3 45] ; [  5 135],[ 2.04255319 45.95744681] ; [  5.95744681 134.04255319],0
n3,1,0.432156,0.617021,[11  8] ; [28 13],[12.35  6.65] ; [26.65 14.35],0
p5,1,0.454398,0.559658,[ 2 46] ; [ 10 128],[ 3.09677419 44.90322581] ; [  8.90322581 129.09677419],0
d4,1,0.455034,0.558082,[37 11] ; [114  25],[38.75935829  9.24064171] ; [112.24064171  26.75935829],0
v1,1,0.468776,0.524859,[21 25] ; [71 66],[23.12568306 22.87431694] ; [68.87431694 68.12568306],0
b3,1,0.472484,0.51616,[14 19] ; [34 62],[12.27906977 20.72093023] ; [35.72093023 60.27906977],0
b2,1,0.472484,0.51616,[14 19] ; [34 62],[12.27906977 20.72093023] ; [35.72093023 60.27906977],0
p4,1,0.510189,0.433679,[23 25] ; [59 80],[21.04812834 26.95187166] ; [60.95187166 78.04812834],0
u1,1,0.51349,0.426949,[11 37] ; [ 26 114],[ 9.44680851 38.55319149] ; [ 27.55319149 112.44680851],0
u3,1,0.533932,0.386902,[10  3] ; [23 11],[9.12765957 3.87234043] ; [23.87234043 10.12765957],0
p11,1,0.585234,0.29785,[33 15] ; [102  38],[34.46808511 13.53191489] ; [100.53191489  39.46808511],0
a2,1,0.630141,0.231869,[11 37] ; [ 37 103],[12.25531915 35.74468085] ; [ 35.74468085 104.25531915],0
