Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.006531,7.397639,[10  5] ; [16 40],[5.49295775 9.50704225] ; [20.50704225 35.49295775],0
a8,1,0.025843,4.96649,[ 2 10] ; [ 1 53],[ 0.54545455 11.45454545] ; [ 2.45454545 51.54545455],0
a3,1,0.031313,4.635741,[11  4] ; [24 33],[7.29166667 7.70833333] ; [27.70833333 29.29166667],0
b5,1,0.037928,4.308253,[ 5 10] ; [36 21],[8.54166667 6.45833333] ; [32.45833333 24.54166667],0
n5,1,0.093756,2.808669,[8 7] ; [43 14],[10.625  4.375] ; [40.375 16.625],0
b4,1,0.094048,2.803681,[11  4] ; [28 29],[8.125 6.875] ; [30.875 26.125],0
u2,1,0.17462,1.842826,[3 1] ; [13 20],[1.72972973 2.27027027] ; [14.27027027 18.72972973],0
b3,1,0.177313,1.82,[2 7] ; [ 2 28],[0.92307692 8.07692308] ; [ 3.07692308 26.92307692],0
b2,1,0.177313,1.82,[2 7] ; [ 2 28],[0.92307692 8.07692308] ; [ 3.07692308 26.92307692],0
s3,1,0.187914,1.733898,[11  3] ; [34 23],[8.87323944 5.12676056] ; [36.12676056 20.87323944],0
b1,1,0.275132,1.190977,[ 4 11] ; [24 33],[5.83333333 9.16666667] ; [22.16666667 34.83333333],0
r1,1,0.275132,1.190977,[11  4] ; [33 24],[9.16666667 5.83333333] ; [34.83333333 22.16666667],0
p6,1,0.278235,1.175691,[ 2 13] ; [15 41],[ 3.5915493 11.4084507] ; [13.4084507 42.5915493],0
a4,1,0.29215,1.109688,[ 2 13] ; [15 42],[ 3.54166667 11.45833333] ; [13.45833333 43.54166667],0
n6,1,0.29215,1.109688,[13  2] ; [42 15],[11.45833333  3.54166667] ; [43.54166667 13.45833333],0
a1,1,0.302975,1.061053,[ 1 14] ; [ 1 56],[ 0.41666667 14.58333333] ; [ 1.58333333 55.41666667],0
p5,1,0.302975,1.061053,[ 1 14] ; [ 1 56],[ 0.41666667 14.58333333] ; [ 1.58333333 55.41666667],0
a2,1,0.302975,1.061053,[ 1 14] ; [ 1 56],[ 0.41666667 14.58333333] ; [ 1.58333333 55.41666667],0
p11,1,0.318546,0.994909,[12  3] ; [38 19],[10.41666667  4.58333333] ; [39.58333333 17.41666667],0
n4,1,0.366255,0.816332,[7 8] ; [34 23],[8.54166667 6.45833333] ; [32.45833333 24.54166667],0
s8,1,0.380021,0.770632,[ 3 12] ; [18 39],[ 4.375 10.625] ; [16.625 40.375],0
a5,1,0.436178,0.606316,[8 7] ; [24 33],[6.66666667 8.33333333] ; [25.33333333 31.66666667],0
p7,1,0.440558,0.594828,[10  5] ; [30 24],[8.69565217 6.30434783] ; [31.30434783 22.69565217],0
p3,1,0.487384,0.482297,[7 8] ; [21 36],[5.83333333 9.16666667] ; [22.16666667 34.83333333],0
d4,1,0.528879,0.396546,[9 6] ; [29 28],[7.91666667 7.08333333] ; [30.08333333 26.91666667],0
p4,1,0.537679,0.379859,[ 5 10] ; [24 33],[6.04166667 8.95833333] ; [22.95833333 34.04166667],0
u3,1,0.575082,0.314253,[3 1] ; [20 13],[2.48648649 1.51351351] ; [20.51351351 12.48648649],0
s6,1,0.577266,0.310676,[10  3] ; [38 17],[9.17647059 3.82352941] ; [38.82352941 16.17647059],0
p12,1,0.586042,0.296568,[ 1 14] ; [ 2 55],[ 0.625 14.375] ; [ 2.375 54.625],0
u1,1,0.586042,0.296568,[ 1 14] ; [ 2 55],[ 0.625 14.375] ; [ 2.375 54.625],0
p2,1,0.615228,0.252632,[12  3] ; [42 15],[11.25  3.75] ; [42.75 14.25],0
s2,1,0.627481,0.235492,[9 5] ; [32 24],[8.2 5.8] ; [32.8 23.2],0
d3,1,0.634488,0.226024,[8 7] ; [26 30],[7.18309859 7.81690141] ; [26.81690141 29.18309859],0
v1,1,0.65888,0.194887,[7 8] ; [23 34],[6.25 8.75] ; [23.75 33.25],0
a6,1,0.680881,0.169136,[7 8] ; [30 27],[7.70833333 7.29166667] ; [29.29166667 27.70833333],0
p10,1,0.683771,0.165911,[11  4] ; [38 18],[10.35211268  4.64788732] ; [38.64788732 17.35211268],0
p8,1,0.696822,0.151799,[7 8] ; [23 33],[6.33802817 8.66197183] ; [23.66197183 32.33802817],0
a7,1,0.766096,0.088497,[10  5] ; [35 21],[9.50704225 5.49295775] ; [35.49295775 20.50704225],0
p9,1,0.780451,0.077691,[11  3] ; [42 14],[10.6  3.4] ; [42.4 13.6],0
d2,1,0.81401,0.055346,[ 2 13] ; [ 9 48],[ 2.29166667 12.70833333] ; [ 8.70833333 48.29166667],0
n3,1,0.860503,0.030882,[3 1] ; [12  5],[2.85714286 1.14285714] ; [12.14285714  4.85714286],0
s7,1,0.915138,0.011355,[8 7] ; [29 27],[7.81690141 7.18309859] ; [29.18309859 26.81690141],0
s5,1,0.927545,0.008269,[6 8] ; [22 31],[5.85074627 8.14925373] ; [22.14925373 30.85074627],0
d5,1,0.986899,0.00027,[8 7] ; [30 26],[8.02816901 6.97183099] ; [29.97183099 26.02816901],0
