Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.2319,[1 7] ; [63 11],[6.24390244 1.75609756] ; [57.75609756 16.24390244],1
r3,1,5e-06,20.950169,[3 5] ; [69  5],[7.02439024 0.97560976] ; [64.97560976  9.02439024],1
r2,1,1.8e-05,18.388777,[3 5] ; [68  6],[6.92682927 1.07317073] ; [64.07317073  9.92682927],1
s1,1,0.000618,11.720034,[3 5] ; [ 3 70],[0.59259259 7.40740741] ; [ 5.40740741 67.59259259],1
p2,1,0.016528,5.745792,[3 5] ; [57 17],[5.85365854 2.14634146] ; [54.14634146 19.85365854],0
d5,1,0.01757,5.638565,[2 6] ; [50 24],[5.07317073 2.92682927] ; [46.92682927 27.07317073],0
r1,1,0.048812,3.881803,[3 5] ; [53 21],[5.46341463 2.53658537] ; [50.53658537 23.46341463],0
v2,1,0.055447,3.668579,[1 7] ; [35 38],[3.55555556 4.44444444] ; [32.44444444 40.55555556],0
n2,1,0.074791,3.174603,[2 3] ; [16  4],[3.6 1.4] ; [14.4  5.6],0
s6,1,0.126863,2.330475,[2 6] ; [39 34],[4.04938272 3.95061728] ; [36.95061728 36.04938272],0
n6,1,0.13757,2.204936,[3 4] ; [52 22],[4.75308642 2.24691358] ; [50.24691358 23.75308642],0
n4,1,0.151895,2.053117,[3 5] ; [47 27],[4.87804878 3.12195122] ; [45.12195122 28.87804878],0
p11,1,0.203604,1.61633,[3 5] ; [45 29],[4.68292683 3.31707317] ; [43.31707317 30.68292683],0
s7,1,0.2278,1.454545,[1 7] ; [24 48],[2.5 5.5] ; [22.5 49.5],0
p5,1,0.232399,1.426121,[1 6] ; [ 3 71],[0.34567901 6.65432099] ; [ 3.65432099 70.34567901],0
n5,1,0.264519,1.244949,[3 5] ; [43 31],[4.48780488 3.51219512] ; [41.51219512 32.48780488],0
n1,1,0.26939,1.21985,[1 4] ; [ 9 10],[2.08333333 2.91666667] ; [ 7.91666667 11.08333333],0
a5,1,0.334649,0.930824,[3 5] ; [41 33],[4.29268293 3.70731707] ; [39.70731707 34.29268293],0
b5,1,0.35469,0.856608,[6 2] ; [43 31],[4.7804878 3.2195122] ; [44.2195122 29.7804878],0
v1,1,0.391998,0.732736,[2 6] ; [30 44],[3.12195122 4.87804878] ; [28.87804878 45.12195122],0
s8,1,0.399602,0.709523,[1 7] ; [19 54],[1.97530864 6.02469136] ; [18.02469136 54.97530864],0
a3,1,0.413808,0.667833,[5 3] ; [35 39],[3.90243902 4.09756098] ; [36.09756098 37.90243902],0
p6,1,0.457693,0.551531,[2 6] ; [28 45],[2.96296296 5.03703704] ; [27.03703704 45.96296296],0
d1,1,0.473905,0.512855,[2 6] ; [28 46],[2.92682927 5.07317073] ; [27.07317073 46.92682927],0
u2,1,0.489434,0.477771,[1 2] ; [20 17],[1.575 1.425] ; [19.425 17.575],0
b1,1,0.553623,0.350867,[4 4] ; [45 29],[4.7804878 3.2195122] ; [44.2195122 29.7804878],0
a6,1,0.597565,0.278684,[5 3] ; [39 35],[4.29268293 3.70731707] ; [39.70731707 34.29268293],0
p10,1,0.598412,0.277397,[2 6] ; [25 48],[2.66666667 5.33333333] ; [24.33333333 48.66666667],0
n3,1,0.618757,0.247619,[3 2] ; [15  6],[3.46153846 1.53846154] ; [14.53846154  6.46153846],0
d2,1,0.700891,0.147547,[3 5] ; [33 41],[3.51219512 4.48780488] ; [32.48780488 41.51219512],0
b4,1,0.714494,0.133829,[4 4] ; [42 32],[4.48780488 3.51219512] ; [41.51219512 32.48780488],0
p3,1,0.755047,0.097338,[3 5] ; [32 42],[3.41463415 4.58536585] ; [31.58536585 42.41463415],0
d3,1,0.770386,0.085188,[4 4] ; [41 33],[4.3902439 3.6097561] ; [40.6097561 33.3902439],0
d4,1,0.772017,0.083948,[5 3] ; [50 24],[5.36585366 2.63414634] ; [49.63414634 24.36585366],0
s2,1,0.810695,0.057374,[3 5] ; [31 43],[3.31707317 4.68292683] ; [30.68292683 43.31707317],0
a7,1,0.810695,0.057374,[5 3] ; [43 31],[4.68292683 3.31707317] ; [43.31707317 30.68292683],0
s3,1,0.827084,0.047718,[4 4] ; [40 34],[4.29268293 3.70731707] ; [39.70731707 34.29268293],0
v3,1,0.839868,0.040829,[2 6] ; [21 53],[2.24390244 5.75609756] ; [20.75609756 53.24390244],0
p8,1,0.875396,0.024589,[4 3] ; [40 34],[3.80246914 3.19753086] ; [40.19753086 33.80246914],0
p4,1,0.884386,0.021145,[4 4] ; [39 35],[4.19512195 3.80487805] ; [38.80487805 35.19512195],0
a4,1,0.913592,0.011774,[2 6] ; [17 56],[1.87654321 6.12345679] ; [17.12345679 55.87654321],0
a8,1,0.951451,0.003707,[1 7] ; [ 8 60],[0.94736842 7.05263158] ; [ 8.05263158 59.94736842],0
