Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,28.24188,[ 6 26] ; [55 19],[18.41509434 13.58490566] ; [42.58490566 31.41509434],1
v4,1,0.624434,0.239684,[30  2] ; [71  3],[30.49056604  1.50943396] ; [70.50943396  3.49056604],0
d1,1,0.672472,0.178724,[20 12] ; [43 31],[19.01886792 12.98113208] ; [43.98113208 30.01886792],0
v3,1,0.710944,0.137336,[16 14] ; [36 37],[15.14563107 14.85436893] ; [36.85436893 36.14563107],0
n3,1,0.733701,0.115741,[5 4] ; [10  6],[5.4 3.6] ; [9.6 6.4],0
s7,1,0.819221,0.052234,[19 13] ; [42 26],[19.52 12.48] ; [41.48 26.52],0
u2,1,0.823218,0.049911,[8 3] ; [13  4],[8.25 2.75] ; [12.75  4.25],0
s2,1,0.827968,0.047223,[ 8 24] ; [20 54],[ 8.45283019 23.54716981] ; [19.54716981 54.45283019],0
p4,1,0.835146,0.043308,[21 11] ; [47 27],[20.52830189 11.47169811] ; [47.47169811 26.52830189],0
a5,1,0.856933,0.032501,[26  6] ; [59 15],[25.66037736  6.33962264] ; [59.33962264 14.66037736],0
b3,1,0.909551,0.012906,[10 11] ; [24 28],[ 9.78082192 11.21917808] ; [24.21917808 27.78082192],0
b2,1,0.909551,0.012906,[10 11] ; [24 28],[ 9.78082192 11.21917808] ; [24.21917808 27.78082192],0
p6,1,0.919493,0.010216,[15 17] ; [35 38],[15.23809524 16.76190476] ; [34.76190476 38.23809524],0
s6,1,0.939919,0.005681,[21 11] ; [48 26],[20.83018868 11.16981132] ; [48.16981132 25.83018868],0
p8,1,0.949919,0.003945,[17 14] ; [39 33],[16.85436893 14.14563107] ; [39.14563107 32.85436893],0
u3,1,0.954001,0.003327,[7 4] ; [11  6],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
n4,1,0.983719,0.000416,[26  6] ; [60 14],[25.96226415  6.03773585] ; [60.03773585 13.96226415],0
