Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.466521,[20 14] ; [ 5 42],[10.49382716 23.50617284] ; [14.50617284 32.49382716],1
n4,1,0.210204,1.570018,[22 13] ; [23 24],[19.20731707 15.79268293] ; [25.79268293 21.20731707],0
p7,1,0.216447,1.527771,[19 14] ; [20 26],[16.29113924 16.70886076] ; [22.70886076 23.29113924],0
p6,1,0.286155,1.137622,[11 23] ; [10 36],[ 8.925 25.075] ; [12.075 33.925],0
a3,1,0.308916,1.035305,[15 20] ; [15 32],[12.80487805 22.19512195] ; [17.19512195 29.80487805],0
v1,1,0.317189,1.0005,[10 25] ; [ 9 38],[ 8.1097561 26.8902439] ; [10.8902439 36.1097561],0
b2,1,0.386152,0.751024,[ 4 19] ; [ 8 21],[ 5.30769231 17.69230769] ; [ 6.69230769 22.30769231],0
b3,1,0.386152,0.751024,[ 4 19] ; [ 8 21],[ 5.30769231 17.69230769] ; [ 6.69230769 22.30769231],0
a1,1,0.392185,0.732156,[ 2 33] ; [ 1 46],[ 1.2804878 33.7195122] ; [ 1.7195122 45.2804878],0
a8,1,0.397714,0.715227,[ 4 28] ; [ 3 41],[ 2.94736842 29.05263158] ; [ 4.05263158 39.94736842],0
p11,1,0.425344,0.635503,[18 17] ; [20 27],[16.2195122 18.7804878] ; [21.7804878 25.2195122],0
v2,1,0.473938,0.512779,[14 20] ; [15 30],[12.48101266 21.51898734] ; [16.51898734 28.48101266],0
r2,1,0.582492,0.302223,[27  8] ; [33 13],[25.92592593  9.07407407] ; [34.07407407 11.92592593],0
p2,1,0.588031,0.29343,[18 17] ; [27 20],[19.20731707 15.79268293] ; [25.79268293 21.20731707],0
a6,1,0.671661,0.179665,[14 21] ; [21 26],[14.93902439 20.06097561] ; [20.06097561 26.93902439],0
s1,1,0.706623,0.141673,[ 3 32] ; [ 3 44],[ 2.56097561 32.43902439] ; [ 3.43902439 43.56097561],0
a4,1,0.755047,0.097338,[ 3 32] ; [ 5 42],[ 3.41463415 31.58536585] ; [ 4.58536585 42.41463415],0
u1,1,0.832256,0.044863,[ 1 34] ; [ 1 46],[ 0.85365854 34.14634146] ; [ 1.14634146 45.85365854],0
d2,1,0.873981,0.025155,[12 23] ; [15 31],[11.66666667 23.33333333] ; [15.33333333 30.66666667],0
n2,1,0.880212,0.022711,[6 4] ; [12  9],[5.80645161 4.19354839] ; [12.19354839  8.80645161],0
n1,1,0.918081,0.010579,[3 7] ; [ 7 15],[3.125 6.875] ; [ 6.875 15.125],0
b4,1,0.981676,0.000527,[23 12] ; [31 16],[23.04878049 11.95121951] ; [30.95121951 16.04878049],0
p1,1,0.992225,9.5e-05,[ 3 32] ; [ 4 43],[ 2.98780488 32.01219512] ; [ 4.01219512 42.98780488],0
