Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,113.394998,[296 122] ; [ 56 157],[233.17908082 184.82091918] ; [118.82091918  94.17908082],1
d1,1,0.015188,5.894477,[277 146] ; [119  95],[262.96389325 160.03610675] ; [133.03610675  80.96389325],0
n5,1,0.040838,4.182713,[371  52] ; [174  39],[362.47641509  60.52358491] ; [182.52358491  30.47641509],0
a1,1,0.044326,4.044119,[ 25 398] ; [  5 209],[ 19.92150706 403.07849294] ; [ 10.07849294 203.92150706],0
v3,1,0.052078,3.773263,[192 220] ; [ 77 124],[180.79608483 231.20391517] ; [ 88.20391517 112.79608483],0
r3,1,0.059925,3.53945,[416   6] ; [206   8],[412.71069182   9.28930818] ; [209.28930818   4.71069182],0
d3,1,0.077869,3.108826,[304 117] ; [140  74],[294.36850394 126.63149606] ; [149.63149606  64.36850394],0
a8,1,0.079422,3.076695,[ 73 308] ; [ 26 169],[ 65.484375 315.515625] ; [ 33.515625 161.484375],0
r1,1,0.097298,2.749289,[372  49] ; [179  35],[365.30866142  55.69133858] ; [185.69133858  28.30866142],0
n1,1,0.121266,2.400892,[25 37] ; [27 22],[29.04504505 32.95495495] ; [22.95495495 26.04504505],0
s3,1,0.14585,2.115131,[252 167] ; [113  96],[243.52707006 175.47292994] ; [121.47292994  87.52707006],0
b4,1,0.155137,2.020996,[236 187] ; [132  82],[244.37048666 178.62951334] ; [123.62951334  90.37048666],0
v4,1,0.156433,2.008371,[415   8] ; [205   8],[412.35849057  10.64150943] ; [207.64150943   5.35849057],0
a2,1,0.156704,2.005749,[119 304] ; [ 49 165],[111.56043956 311.43956044] ; [ 56.43956044 157.56043956],0
s6,1,0.185021,1.756822,[294 118] ; [139  71],[286.81028939 125.18971061] ; [146.18971061  63.81028939],0
a3,1,0.185066,1.756469,[319 102] ; [151  62],[312.0977918 108.9022082] ; [157.9022082  55.0977918],0
d4,1,0.209182,1.577077,[356  64] ; [173  41],[350.44164038  69.55835962] ; [178.55835962  35.44164038],0
s1,1,0.223975,1.478717,[ 12 406] ; [ 10 200],[ 14.6433121 403.3566879] ; [  7.3566879 202.6433121],0
s2,1,0.27254,1.203919,[227 194] ; [103 106],[220.52380952 200.47619048] ; [109.47619048  99.52380952],0
u2,1,0.320959,0.985033,[54 49] ; [38 25],[57.08433735 45.91566265] ; [34.91566265 28.08433735],0
u4,1,0.383744,0.758673,[  9 414] ; [  7 207],[ 10.62480377 412.37519623] ; [  5.37519623 208.62480377],0
b2,1,0.535952,0.383095,[112 165] ; [48 81],[109.16256158 167.83743842] ; [50.83743842 78.16256158],0
b3,1,0.535952,0.383095,[112 165] ; [48 81],[109.16256158 167.83743842] ; [50.83743842 78.16256158],0
d2,1,0.635738,0.22436,[218 203] ; [114  98],[220.80884676 200.19115324] ; [111.19115324 100.80884676],0
u3,1,0.648888,0.207304,[59 45] ; [38 25],[60.40718563 43.59281437] ; [36.59281437 26.40718563],0
p12,1,0.667551,0.18448,[ 39 382] ; [ 22 191],[ 40.50630915 380.49369085] ; [ 20.49369085 192.50630915],0
n2,1,0.683215,0.166529,[49 14] ; [38 13],[48.07894737 14.92105263] ; [38.92105263 12.07894737],0
u1,1,0.727602,0.121324,[ 88 335] ; [ 42 172],[ 86.32653061 336.67346939] ; [ 43.67346939 170.32653061],0
b1,1,0.73278,0.116574,[168 255] ; [ 82 132],[166.01255887 256.98744113] ; [ 83.98744113 130.01255887],0
a4,1,0.754368,0.097897,[202 219] ; [105 108],[203.85962145 217.14037855] ; [103.14037855 109.85962145],0
a7,1,0.869498,0.026993,[309 113] ; [158  56],[309.86477987 112.13522013] ; [157.13522013  56.86477987],0
a6,1,0.878343,0.02343,[291 129] ; [147  67],[290.15772871 129.84227129] ; [147.84227129  66.15772871],0
p1,1,0.895293,0.017321,[ 41 381] ; [ 20 193],[ 40.53858268 381.46141732] ; [ 20.46141732 192.53858268],0
a5,1,0.898531,0.016261,[330  93] ; [166  48],[329.3689168  93.6310832] ; [166.6310832  47.3689168],0
s4,1,0.964407,0.001991,[ 61 356] ; [ 31 179],[ 61.18660287 355.81339713] ; [ 30.81339713 179.18660287],0
r2,1,0.972048,0.001228,[411   8] ; [210   4],[411.05687204   7.94312796] ; [209.94312796   4.05687204],0
n3,1,0.979615,0.000653,[50 13] ; [38 10],[49.94594595 13.05405405] ; [38.05405405  9.94594595],0
