Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,113.394998,[296 122] ; [ 56 157],[233.17908082 184.82091918] ; [118.82091918  94.17908082],1
p6,1,0.0,68.82861,[220 201] ; [ 38 174],[171.59241706 249.40758294] ; [ 86.40758294 125.59241706],1
p3,1,0.0,37.122484,[268 154] ; [ 81 132],[231.93385827 190.06614173] ; [117.06614173  95.93385827],1
p2,1,0.0,35.856831,[387  36] ; [158  56],[361.90737834  61.09262166] ; [183.09262166  30.90737834],1
p4,1,0.0,28.745616,[304 117] ; [108 105],[273.58359621 147.41640379] ; [138.41640379  74.58359621],1
p10,1,3.3e-05,17.233328,[372  49] ; [161  52],[353.93217666  67.06782334] ; [179.06782334  33.93217666],1
s5,1,0.000174,14.088109,[168 246] ; [ 49 147],[147.27540984 266.72459016] ; [ 69.72459016 126.27540984],1
p9,1,0.000337,12.853542,[376  43] ; [169  44],[361.32120253  57.67879747] ; [183.67879747  29.32120253],1
p5,1,0.000879,11.065602,[ 70 351] ; [ 15 197],[ 56.53238547 364.46761453] ; [ 28.46761453 183.53238547],1
d5,1,0.002923,8.85486,[363  57] ; [165  49],[349.77917981  70.22082019] ; [178.22082019  35.77917981],0
s7,1,0.003065,8.768327,[232 173] ; [ 90 112],[214.84349259 190.15650741] ; [107.15650741  94.84349259],0
v1,1,0.004338,8.136526,[254 162] ; [101 105],[237.42765273 178.57234727] ; [117.57234727  88.42765273],0
n6,1,0.00828,6.971847,[389  33] ; [183  31],[379.53459119  42.46540881] ; [192.46540881  21.53459119],0
b5,1,0.008523,6.920108,[241 182] ; [145  69],[256.32339089 166.67660911] ; [129.67660911  84.32339089],0
s8,1,0.009843,6.663096,[218 202] ; [ 87 125],[202.68987342 217.31012658] ; [102.31012658 109.68987342],0
p11,1,0.012198,6.281809,[360  63] ; [165  49],[348.62637363  74.37362637] ; [176.37362637  37.62637363],0
v2,1,0.012217,6.279164,[252 159] ; [104 101],[237.52597403 173.47402597] ; [118.47402597  86.52597403],0
