Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3e-06,22.06379,[10 31] ; [30  9],[20.5 20.5] ; [19.5 19.5],1
n5,1,0.383945,0.758034,[30 15] ; [23 17],[28.05882353 16.94117647] ; [24.94117647 15.05882353],0
u2,1,0.386671,0.749384,[ 4 13] ; [ 7 12],[ 5.19444444 11.80555556] ; [ 5.80555556 13.19444444],0
a8,1,0.409418,0.680489,[ 3 41] ; [ 1 35],[ 2.2 41.8] ; [ 1.8 34.2],0
a6,1,0.427251,0.630285,[23 22] ; [17 23],[21.17647059 23.82352941] ; [18.82352941 21.17647059],0
v2,1,0.432587,0.615867,[13 30] ; [15 24],[14.68292683 28.31707317] ; [13.31707317 25.68292683],0
b1,1,0.443071,0.588317,[24 21] ; [18 22],[22.23529412 22.76470588] ; [19.76470588 20.23529412],0
a4,1,0.443178,0.588041,[19 25] ; [14 26],[17.28571429 26.71428571] ; [15.71428571 24.28571429],0
a5,1,0.472588,0.515917,[26 19] ; [20 20],[24.35294118 20.64705882] ; [21.64705882 18.35294118],0
u1,1,0.484748,0.488162,[ 4 41] ; [ 2 38],[ 3.17647059 41.82352941] ; [ 2.82352941 37.17647059],0
n4,1,0.511998,0.429981,[29 16] ; [23 17],[27.52941176 17.47058824] ; [24.47058824 15.52941176],0
n2,1,0.52511,0.403846,[12 14] ; [9 7],[13. 13.] ; [8. 8.],0
r1,1,0.555769,0.347083,[12 33] ; [13 27],[13.23529412 31.76470588] ; [11.76470588 28.23529412],0
d4,1,0.612126,0.25709,[30 15] ; [28 11],[31.07142857 13.92857143] ; [26.92857143 12.07142857],0
v3,1,0.62348,0.241007,[11 34] ; [ 8 32],[10.05882353 34.94117647] ; [ 8.94117647 31.05882353],0
a7,1,0.672991,0.178123,[21 24] ; [20 19],[21.96428571 23.03571429] ; [19.03571429 19.96428571],0
d1,1,0.758861,0.094235,[21 24] ; [20 20],[21.70588235 23.29411765] ; [19.29411765 20.70588235],0
d5,1,0.766787,0.08796,[29 16] ; [27 13],[29.64705882 15.35294118] ; [26.35294118 13.64705882],0
r2,1,0.874371,0.024998,[25 18] ; [22 17],[24.64634146 18.35365854] ; [22.35365854 16.64634146],0
s4,1,0.90904,0.013053,[ 6 39] ; [ 5 35],[ 5.82352941 39.17647059] ; [ 5.17647059 34.82352941],0
