Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.075765,[20  7] ; [12 59],[ 8.81632653 18.18367347] ; [23.18367347 47.81632653],1
s8,1,1e-06,24.786667,[16 11] ; [ 8 64],[ 6.54545455 20.45454545] ; [17.45454545 54.54545455],1
s6,1,2e-06,22.376179,[23  4] ; [23 49],[12.54545455 14.45454545] ; [33.45454545 38.54545455],1
s5,1,4e-06,21.219106,[12 15] ; [ 4 66],[ 4.45360825 22.54639175] ; [11.54639175 58.45360825],1
s3,1,0.000505,12.096419,[18  8] ; [21 49],[10.5625 15.4375] ; [28.4375 41.5625],1
p10,1,0.001592,9.969136,[23  4] ; [34 34],[16.2 10.8] ; [40.8 27.2],0
s4,1,0.001828,9.714636,[11 16] ; [ 9 63],[ 5.45454545 21.54545455] ; [14.54545455 57.45454545],0
a5,1,0.004292,8.155783,[18  9] ; [25 47],[11.72727273 15.27272727] ; [31.27272727 40.72727273],0
r1,1,0.00447,8.082145,[21  6] ; [32 38],[14.75257732 12.24742268] ; [38.24742268 31.75257732],0
p8,1,0.005048,7.86201,[16 11] ; [20 50],[10.02061856 16.97938144] ; [25.97938144 44.02061856],0
u1,1,0.006591,7.381117,[ 4 23] ; [ 1 71],[ 1.36363636 25.63636364] ; [ 3.63636364 68.36363636],0
r4,1,0.00795,7.044592,[24  3] ; [44 28],[18.54545455  8.45454545] ; [49.45454545 22.54545455],0
v1,1,0.015022,5.913858,[15 12] ; [20 49],[ 9.84375 17.15625] ; [25.15625 43.84375],0
s1,1,0.030111,4.702952,[ 4 23] ; [ 2 67],[ 1.6875 25.3125] ; [ 4.3125 64.6875],0
u3,1,0.035885,4.402552,[9 4] ; [16 28],[5.70175439 7.29824561] ; [19.29824561 24.70175439],0
v2,1,0.037054,4.347933,[12 14] ; [15 48],[ 7.88764045 18.11235955] ; [19.11235955 43.88764045],0
v3,1,0.04331,4.083244,[10 17] ; [12 56],[ 6.25263158 20.74736842] ; [15.74736842 52.25263158],0
n6,1,0.04812,3.905803,[23  4] ; [46 25],[19.01020408  7.98979592] ; [49.98979592 21.01020408],0
p1,1,0.09358,2.811685,[ 5 22] ; [ 5 66],[ 2.75510204 24.24489796] ; [ 7.24489796 63.75510204],0
p2,1,0.107408,2.591952,[20  7] ; [40 31],[16.53061224 10.46938776] ; [43.46938776 27.53061224],0
p9,1,0.109284,2.564546,[22  5] ; [44 24],[18.75789474  8.24210526] ; [47.24210526 20.75789474],0
p5,1,0.1274,2.323901,[ 2 25] ; [ 1 69],[ 0.83505155 26.16494845] ; [ 2.16494845 67.83505155],0
r2,1,0.140711,2.170172,[25  2] ; [57 14],[22.59183673  4.40816327] ; [59.40816327 11.59183673],0
v4,1,0.150449,2.067692,[24  2] ; [56 14],[21.66666667  4.33333333] ; [58.33333333 11.66666667],0
p11,1,0.150962,2.0625,[21  6] ; [45 27],[18.  9.] ; [48. 24.],0
p7,1,0.17757,1.817849,[14 13] ; [25 43],[11.08421053 15.91578947] ; [27.91578947 40.08421053],0
r3,1,0.200731,1.637051,[23  4] ; [51 19],[20.59793814  6.40206186] ; [53.40206186 16.59793814],0
b4,1,0.234068,1.415969,[11 16] ; [39 33],[13.63636364 13.36363636] ; [36.36363636 35.63636364],0
n4,1,0.2608,1.264506,[20  7] ; [44 27],[17.63265306  9.36734694] ; [46.36734694 24.63265306],0
p6,1,0.265442,1.24015,[ 6 21] ; [ 9 60],[ 4.21875 22.78125] ; [10.78125 58.21875],0
n2,1,0.273982,1.196703,[7 1] ; [19  9],[5.77777778 2.22222222] ; [20.22222222  7.77777778],0
a3,1,0.291043,1.114792,[14 13] ; [28 42],[11.69072165 15.30927835] ; [30.30927835 39.69072165],0
p3,1,0.297465,1.085526,[ 7 20] ; [12 60],[ 5.18181818 21.81818182] ; [13.81818182 58.18181818],0
a6,1,0.302997,1.060957,[17 10] ; [37 35],[14.72727273 12.27272727] ; [39.27272727 32.72727273],0
b5,1,0.317514,0.999159,[18  9] ; [40 32],[15.81818182 11.18181818] ; [42.18181818 29.81818182],0
a2,1,0.42352,0.640528,[ 1 26] ; [ 6 66],[ 1.90909091 25.09090909] ; [ 5.09090909 66.90909091],0
a8,1,0.524803,0.404444,[ 2 24] ; [ 8 57],[ 2.85714286 23.14285714] ; [ 7.14285714 57.85714286],0
a7,1,0.537492,0.380207,[15 12] ; [34 36],[13.63917526 13.36082474] ; [35.36082474 34.63917526],0
a4,1,0.543357,0.369353,[ 6 21] ; [12 59],[ 4.95918367 22.04081633] ; [13.04081633 57.95918367],0
d5,1,0.562076,0.336122,[12 15] ; [27 44],[10.74489796 16.25510204] ; [28.25510204 42.74489796],0
n1,1,0.57075,0.321429,[2 6] ; [10 18],[2.66666667 5.33333333] ; [ 9.33333333 18.66666667],0
u2,1,0.627389,0.235618,[6 7] ; [17 27],[5.24561404 7.75438596] ; [17.75438596 26.24561404],0
n5,1,0.72072,0.127804,[20  7] ; [50 21],[19.28571429  7.71428571] ; [50.71428571 20.28571429],0
d3,1,0.750109,0.101439,[ 7 20] ; [16 54],[ 6.40206186 20.59793814] ; [16.59793814 53.40206186],0
b1,1,0.76777,0.087198,[11 16] ; [27 45],[10.36363636 16.63636364] ; [27.63636364 44.36363636],0
n3,1,0.799042,0.064815,[6 2] ; [19  8],[5.71428571 2.28571429] ; [19.28571429  7.71428571],0
d1,1,0.810829,0.057292,[ 1 26] ; [ 2 70],[ 0.81818182 26.18181818] ; [ 2.18181818 69.81818182],0
b2,1,0.881117,0.022366,[ 5 13] ; [11 26],[ 5.23636364 12.76363636] ; [10.76363636 26.23636364],0
b3,1,0.881117,0.022366,[ 5 13] ; [11 26],[ 5.23636364 12.76363636] ; [10.76363636 26.23636364],0
p12,1,0.907175,0.013596,[ 1 26] ; [ 3 68],[ 1.10204082 25.89795918] ; [ 2.89795918 68.10204082],0
d2,1,0.91702,0.010855,[ 5 22] ; [14 58],[ 5.18181818 21.81818182] ; [13.81818182 58.18181818],0
