Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,91.418663,[292  37] ; [14 32],[268.464  60.536] ; [37.536  8.464],1
r2,1,0.0,53.945443,[303  23] ; [25 20],[288.21563342  37.78436658] ; [39.78436658  5.21563342],1
r3,1,0.0,42.636216,[305  23] ; [28 18],[292.04278075  35.95721925] ; [40.95721925  5.04278075],1
p2,1,0.0,34.021159,[253  75] ; [16 29],[236.54691689  91.45308311] ; [32.45308311 12.54691689],1
r1,1,1e-06,23.794304,[249  79] ; [19 27],[235.03743316  92.96256684] ; [32.96256684 13.03743316],1
n6,1,1.4e-05,18.820058,[264  65] ; [23 22],[252.46791444  76.53208556] ; [34.53208556 10.46791444],1
p10,1,3.9e-05,16.919413,[235  89] ; [19 26],[223.02439024 100.97560976] ; [30.97560976 14.02439024],1
p9,1,4.7e-05,16.550697,[243  78] ; [21 24],[231.54098361  89.45901639] ; [32.45901639 12.54098361],1
u3,1,0.000211,13.73155,[54 52] ; [ 2 21],[46.01550388 59.98449612] ; [ 9.98449612 13.01550388],1
p11,1,0.000417,12.455865,[241  88] ; [22 24],[230.73866667  98.26133333] ; [32.26133333 13.73866667],1
s7,1,0.000455,12.292916,[124 189] ; [ 5 37],[113.73802817 199.26197183] ; [15.26197183 26.73802817],1
s6,1,0.000837,11.156923,[173 152] ; [12 33],[162.5 162.5] ; [22.5 22.5],1
p7,1,0.000839,11.152356,[182 139] ; [14 32],[171.43324251 149.56675749] ; [24.56675749 21.43324251],1
p8,1,0.003084,8.757256,[147 176] ; [10 35],[137.80163043 185.19836957] ; [19.19836957 25.80163043],0
a7,1,0.003627,8.461799,[233  94] ; [23 23],[224.42895442 102.57104558] ; [31.57104558 14.42895442],0
s2,1,0.014031,6.034195,[125 203] ; [ 9 37],[117.51871658 210.48128342] ; [16.48128342 29.51871658],0
d3,1,0.014057,6.030934,[210 116] ; [21 25],[202.43548387 123.56451613] ; [28.56451613 17.43548387],0
p4,1,0.015978,5.805277,[160 164] ; [14 32],[152.36756757 171.63243243] ; [21.63243243 24.36756757],0
a2,1,0.017916,5.604349,[ 70 259] ; [ 3 43],[ 64.04533333 264.95466667] ; [ 8.95466667 37.04533333],0
a6,1,0.021297,5.302323,[220 107] ; [23 23],[213.03217158 113.96782842] ; [29.96782842 16.03217158],0
s8,1,0.032905,4.550692,[108 220] ; [ 8 38],[101.73262032 226.26737968] ; [14.26737968 31.73262032],0
n3,1,0.033051,4.543139,[68 32] ; [ 7 10],[64.1025641 35.8974359] ; [10.8974359  6.1025641],0
p3,1,0.034693,4.460237,[131 196] ; [11 35],[124.48793566 202.51206434] ; [17.51206434 28.48793566],0
a3,1,0.035098,4.440414,[220 108] ; [23 22],[213.68364611 114.31635389] ; [29.31635389 15.68364611],0
d5,1,0.037701,4.318466,[253  75] ; [29 17],[247.31550802  80.68449198] ; [34.68449198 11.31550802],0
u2,1,0.046876,3.949849,[57 50] ; [ 7 16],[52.67692308 54.32307692] ; [11.32307692 11.67692308],0
n2,1,0.047346,3.93306,[70 32] ; [ 8 10],[66.3 35.7] ; [11.7  6.3],0
n1,1,0.058745,3.572468,[32 67] ; [10  8],[35.53846154 63.46153846] ; [ 6.46153846 11.53846154],0
