Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.4e-05,16.669145,[22 24] ; [72 16],[32.26865672 13.73134328] ; [61.73134328 26.26865672],1
p7,1,0.41398,0.667341,[40  6] ; [70 16],[38.33333333  7.66666667] ; [71.66666667 14.33333333],0
n6,1,0.425562,0.634905,[38  8] ; [78 11],[39.52592593  6.47407407] ; [76.47407407 12.52592593],0
v1,1,0.426072,0.633506,[16 29] ; [38 51],[18.13432836 26.86567164] ; [35.86567164 53.13432836],0
v4,1,0.495099,0.465427,[44  2] ; [87  2],[44.63703704  1.36296296] ; [86.36296296  2.63703704],0
r1,1,0.513393,0.427146,[35 11] ; [72 17],[36.45925926  9.54074074] ; [70.54074074 18.45925926],0
p9,1,0.544629,0.367027,[38  8] ; [77 12],[39.18518519  6.81481481] ; [75.81481481 13.18518519],0
r4,1,0.560989,0.337995,[41  5] ; [82  7],[41.91111111  4.08888889] ; [81.08888889  7.91111111],0
n2,1,0.561994,0.336264,[10  4] ; [16  4],[10.70588235  3.29411765] ; [15.29411765  4.70588235],0
s4,1,0.605646,0.266564,[13 32] ; [21 64],[11.76923077 33.23076923] ; [22.23076923 62.76923077],0
a1,1,0.614598,0.253533,[ 3 43] ; [ 4 85],[ 2.38518519 43.61481481] ; [ 4.61481481 84.38518519],0
u4,1,0.632107,0.229214,[ 1 45] ; [ 1 88],[ 0.68148148 45.31851852] ; [ 1.31851852 87.68148148],0
d1,1,0.632517,0.228663,[27 19] ; [56 33],[28.28148148 17.71851852] ; [54.71851852 34.28148148],0
p8,1,0.67104,0.180388,[32 14] ; [65 24],[33.05185185 12.94814815] ; [63.94814815 25.05185185],0
a8,1,0.723133,0.12551,[ 5 39] ; [11 70],[ 5.632 38.368] ; [10.368 70.632],0
s2,1,0.742814,0.107669,[25 21] ; [51 38],[25.8962963 20.1037037] ; [50.1037037 38.8962963],0
d2,1,0.756874,0.095845,[23 23] ; [42 47],[22.14814815 23.85185185] ; [42.85185185 46.14814815],0
n5,1,0.781853,0.076676,[36 10] ; [67 21],[35.35820896 10.64179104] ; [67.64179104 20.35820896],0
u2,1,0.782912,0.075914,[11 10] ; [13 10],[11.45454545  9.54545455] ; [12.54545455 10.45454545],0
d5,1,0.788236,0.072147,[35 10] ; [71 18],[35.59701493  9.40298507] ; [70.40298507 18.59701493],0
p12,1,0.803102,0.062167,[ 3 42] ; [ 7 82],[ 3.35820896 41.64179104] ; [ 6.64179104 82.35820896],0
r2,1,0.805324,0.060744,[44  2] ; [83  3],[44.25757576  1.74242424] ; [82.74242424  3.25757576],0
p5,1,0.821916,0.050662,[ 9 37] ; [16 73],[ 8.51851852 37.48148148] ; [16.48148148 72.51851852],0
p3,1,0.882131,0.021983,[28 18] ; [53 36],[27.6 18.4] ; [53.4 35.6],0
a5,1,0.882904,0.021694,[32 14] ; [63 26],[32.37037037 13.62962963] ; [62.62962963 26.37037037],0
n1,1,0.901436,0.015338,[6 8] ; [ 9 11],[6.17647059 7.82352941] ; [ 8.82352941 11.17647059],0
p1,1,0.924584,0.008961,[ 7 39] ; [13 76],[ 6.81481481 39.18518519] ; [13.18518519 75.81481481],0
p10,1,0.925258,0.008801,[36  9] ; [71 17],[36.20300752  8.79699248] ; [70.79699248 17.20300752],0
b4,1,0.957061,0.002899,[22 24] ; [43 46],[22.14814815 23.85185185] ; [42.85185185 46.14814815],0
