Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,124.20162,[ 53 259] ; [228 162],[124.88888889 187.11111111] ; [156.11111111 233.88888889],1
v1,1,0.0,67.189424,[118 192] ; [270 121],[171.58345221 138.41654779] ; [216.41654779 174.58345221],1
r1,1,1.2e-05,19.162466,[229  84] ; [345  55],[251.98036466  61.01963534] ; [322.01963534  77.98036466],1
d1,1,3.5e-05,17.098799,[160 155] ; [265 136],[186.97625698 128.02374302] ; [238.02374302 162.97625698],1
a3,1,4.6e-05,16.594393,[200 113] ; [311  89],[224.32398317  88.67601683] ; [286.67601683 113.32398317],1
a5,1,0.000357,12.744303,[210 105] ; [315  86],[230.97067039  84.02932961] ; [294.02932961 106.97067039],1
s4,1,0.000891,11.041571,[ 69 241] ; [ 51 347],[ 52.54237288 257.45762712] ; [ 67.45762712 330.54237288],1
d4,1,0.001492,10.08834,[244  70] ; [347  53],[259.90756303  54.09243697] ; [331.09243697  68.90756303],0
d5,1,0.001784,9.759652,[241  72] ; [345  56],[256.88795518  56.11204482] ; [329.11204482  71.88795518],0
u1,1,0.003374,8.593236,[ 41 274] ; [ 86 315],[ 55.87290503 259.12709497] ; [ 71.12709497 329.87290503],0
p3,1,0.0039,8.32982,[146 168] ; [230 171],[165.12447552 148.87552448] ; [210.87552448 190.12447552],0
r4,1,0.003963,8.300713,[278  37] ; [378  23],[288.60335196  26.39664804] ; [367.39664804  33.60335196],0
d3,1,0.005043,7.863995,[204 109] ; [300 101],[220.94117647  92.05882353] ; [283.05882353 117.94117647],0
a6,1,0.007462,7.158272,[198 117] ; [289 111],[214.55244755 100.44755245] ; [272.44755245 127.55244755],0
s8,1,0.009368,6.751203,[124 190] ; [196 202],[141.12359551 172.87640449] ; [178.87640449 219.12359551],0
p11,1,0.011783,6.343224,[243  72] ; [339  62],[256.04748603  58.95251397] ; [325.95251397  75.04748603],0
n3,1,0.012866,6.187432,[52 29] ; [63 14],[58.9556962 22.0443038] ; [56.0443038 20.9556962],0
a2,1,0.013458,6.10783,[ 60 255] ; [108 293],[ 73.91061453 241.08938547] ; [ 94.08938547 306.91061453],0
d2,1,0.016563,5.742114,[135 180] ; [207 192],[150.88235294 164.11764706] ; [191.11764706 207.88235294],0
r3,1,0.017372,5.65841,[295  19] ; [389  10],[301.2286115  12.7713885] ; [382.7713885  16.2286115],0
s7,1,0.022587,5.200006,[140 163] ; [210 172],[154.81751825 148.18248175] ; [195.18248175 186.81751825],0
p9,1,0.02478,5.039215,[261  51] ; [354  42],[271.01694915  40.98305085] ; [343.98305085  52.01694915],0
p7,1,0.028077,4.82335,[200 109] ; [284 108],[213.34664765  95.65335235] ; [270.65335235 121.34664765],0
a7,1,0.036636,4.367247,[219  95] ; [306  93],[231.20617111  82.79382889] ; [293.79382889 105.20617111],0
p10,1,0.049835,3.847005,[249  63] ; [339  58],[258.75317348  53.24682652] ; [329.24682652  67.75317348],0
b1,1,0.056851,3.626939,[127 188] ; [134 267],[114.82541899 200.17458101] ; [146.17458101 254.82541899],0
n4,1,0.072696,3.221066,[235  79] ; [321  78],[244.85834502  69.14165498] ; [311.14165498  87.85834502],0
p12,1,0.080583,3.053111,[ 18 295] ; [ 37 362],[ 24.17837079 288.82162921] ; [ 30.82162921 368.17837079],0
n6,1,0.08736,2.922361,[262  53] ; [349  49],[269.9368864  45.0631136] ; [341.0631136  56.9368864],0
n5,1,0.091167,2.853639,[228  86] ; [310  87],[237.59774965  76.40225035] ; [300.40225035  96.59774965],0
p4,1,0.141592,2.160574,[193 122] ; [265 133],[202.34221599 112.65778401] ; [255.65778401 142.34221599],0
r2,1,0.152769,2.044378,[293  19] ; [382  15],[297.03808181  14.96191819] ; [377.96191819  19.03808181],0
a1,1,0.178337,1.811429,[ 10 305] ; [ 21 380],[ 13.63826816 301.36173184] ; [ 17.36173184 383.63826816],0
u4,1,0.181282,1.787082,[  3 312] ; [  9 392],[  5.27932961 309.72067039] ; [  6.72067039 394.27932961],0
p8,1,0.187346,1.738367,[173 140] ; [236 156],[181.58439716 131.41560284] ; [227.41560284 164.58439716],0
s1,1,0.217277,1.522264,[ 11 299] ; [  8 386],[  8.36647727 301.63352273] ; [ 10.63352273 383.36647727],0
a4,1,0.245066,1.351211,[130 184] ; [183 217],[137.64985994 176.35014006] ; [175.35014006 224.64985994],0
b4,1,0.24783,1.335497,[175 140] ; [240 161],[182.57681564 132.42318436] ; [232.42318436 168.57681564],0
n2,1,0.254391,1.299027,[58 24] ; [59 16],[61.10828025 20.89171975] ; [55.89171975 19.10828025],0
b3,1,0.278722,1.173309,[ 62 120] ; [ 96 149],[ 67.3442623 114.6557377] ; [ 90.6557377 154.3442623],0
b2,1,0.278722,1.173309,[ 62 120] ; [ 96 149],[ 67.3442623 114.6557377] ; [ 90.6557377 154.3442623],0
a8,1,0.316,1.00543,[ 36 253] ; [ 54 301],[ 40.38819876 248.61180124] ; [ 49.61180124 305.38819876],0
s2,1,0.36211,0.830562,[154 159] ; [209 188],[160.02676056 152.97323944] ; [202.97323944 194.02676056],0
s5,1,0.383523,0.75938,[103 205] ; [141 244],[108.44444444 199.55555556] ; [135.55555556 249.44444444],0
p5,1,0.429355,0.624568,[ 34 281] ; [ 51 350],[ 37.3952514 277.6047486] ; [ 47.6047486 353.3952514],0
p6,1,0.51578,0.422324,[121 192] ; [161 231],[125.2 187.8] ; [156.8 235.2],0
s3,1,0.561963,0.336317,[180 133] ; [218 176],[176.20084866 136.79915134] ; [221.79915134 172.20084866],0
n1,1,0.640376,0.218251,[31 50] ; [26 49],[29.59615385 51.40384615] ; [27.40384615 47.59615385],0
s6,1,0.842413,0.039524,[208 101] ; [268 126],[209.22332859  99.77667141] ; [266.77667141 127.22332859],0
p1,1,0.927202,0.008348,[ 28 285] ; [ 35 365],[ 27.65638149 285.34361851] ; [ 35.34361851 364.65638149],0
b5,1,0.963739,0.002067,[188 127] ; [240 161],[188.29608939 126.70391061] ; [239.70391061 161.29608939],0
u3,1,0.970788,0.001341,[65 48] ; [52 38],[65.12807882 47.87192118] ; [51.87192118 38.12807882],0
u2,1,0.995518,3.2e-05,[64 50] ; [50 39],[64.01970443 49.98029557] ; [49.98029557 39.01970443],0
