Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.945345,[26 22] ; [55  4],[36.3364486 11.6635514] ; [44.6635514 14.3364486],1
v4,1,1.9e-05,18.321167,[32 15] ; [57  1],[39.83809524  7.16190476] ; [49.16190476  8.83809524],1
p11,1,0.000144,14.443893,[14 34] ; [39 20],[23.77570093 24.22429907] ; [29.22429907 29.77570093],1
r1,1,0.000215,13.69497,[29 18] ; [54  5],[36.80188679 10.19811321] ; [46.19811321 12.80188679],1
r3,1,0.000257,13.358161,[32 15] ; [56  3],[39.01886792  7.98113208] ; [48.98113208 10.01886792],1
p7,1,0.000734,11.400521,[11 36] ; [33 26],[19.50943396 27.49056604] ; [24.49056604 34.50943396],1
p6,1,0.001192,10.503361,[ 1 46] ; [14 43],[ 6.77884615 40.22115385] ; [ 8.22115385 48.77884615],0
p8,1,0.002385,9.22666,[ 9 38] ; [28 31],[16.40566038 30.59433962] ; [20.59433962 38.40566038],0
d3,1,0.00906,6.810983,[26 22] ; [46 13],[32.29906542 15.70093458] ; [39.70093458 19.29906542],0
r2,1,0.00956,6.715059,[39  7] ; [58  1],[42.4952381  3.5047619] ; [54.5047619  4.4952381],0
b5,1,0.010478,6.551735,[19 29] ; [38 21],[25.57009346 22.42990654] ; [31.42990654 27.57009346],0
v1,1,0.014845,5.934748,[14 34] ; [31 28],[20.18691589 27.81308411] ; [24.81308411 34.18691589],0
u3,1,0.030287,4.692954,[4 9] ; [12  5],[6.93333333 6.06666667] ; [9.06666667 7.93333333],0
p4,1,0.033277,4.531469,[15 32] ; [31 28],[20.39622642 26.60377358] ; [25.60377358 33.39622642],0
p10,1,0.034951,4.447551,[ 7 40] ; [19 39],[11.63809524 35.36190476] ; [14.36190476 43.63809524],0
a7,1,0.037545,4.325516,[26 21] ; [44 15],[31.03773585 15.96226415] ; [38.96226415 20.03773585],0
a1,1,0.038008,4.304676,[ 7 41] ; [ 2 57],[ 4.03738318 43.96261682] ; [ 4.96261682 54.03738318],0
n4,1,0.041439,4.157955,[29 18] ; [47 12],[33.69811321 13.30188679] ; [42.30188679 16.69811321],0
s6,1,0.069397,3.297218,[16 31] ; [30 28],[20.59047619 26.40952381] ; [25.40952381 32.59047619],0
n6,1,0.06983,3.287016,[24 22] ; [41 18],[28.47619048 17.52380952] ; [36.52380952 22.47619048],0
s3,1,0.076478,3.138201,[17 31] ; [31 28],[21.53271028 26.46728972] ; [26.46728972 32.53271028],0
a6,1,0.077377,3.119159,[29 19] ; [45 14],[33.19626168 14.80373832] ; [40.80373832 18.19626168],0
d5,1,0.079808,3.068812,[35 13] ; [51  8],[38.57943925  9.42056075] ; [47.42056075 11.57943925],0
n3,1,0.089687,2.879987,[ 9 11] ; [13  5],[11.57894737  8.42105263] ; [10.42105263  7.57894737],0
