Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.945345,[26 22] ; [55  4],[36.3364486 11.6635514] ; [44.6635514 14.3364486],1
a4,1,0.11098,2.540208,[30 17] ; [28 30],[25.96190476 21.03809524] ; [32.03809524 25.96190476],0
s7,1,0.142368,2.152174,[10 34] ; [20 35],[13.33333333 30.66666667] ; [16.66666667 38.33333333],0
n2,1,0.144089,2.133742,[13 11] ; [13  4],[15.2195122  8.7804878] ; [10.7804878  6.2195122],0
s8,1,0.169672,1.885841,[ 7 40] ; [15 43],[ 9.84761905 37.15238095] ; [12.15238095 45.84761905],0
s1,1,0.175612,1.834369,[ 6 41] ; [ 3 54],[ 4.06730769 42.93269231] ; [ 4.93269231 52.06730769],0
b4,1,0.1865,1.74505,[24 24] ; [37 22],[27.36448598 20.63551402] ; [33.63551402 25.36448598],0
s2,1,0.212505,1.554276,[13 35] ; [22 35],[16. 32.] ; [19. 38.],0
b2,1,0.223624,1.480963,[13 18] ; [10 26],[10.64179104 20.35820896] ; [12.35820896 23.64179104],0
b3,1,0.223624,1.480963,[13 18] ; [10 26],[10.64179104 20.35820896] ; [12.35820896 23.64179104],0
s4,1,0.247852,1.335372,[ 4 44] ; [ 9 48],[ 5.94285714 42.05714286] ; [ 7.05714286 49.94285714],0
d1,1,0.268005,1.226929,[25 23] ; [37 22],[27.81308411 20.18691589] ; [34.18691589 24.81308411],0
u2,1,0.295694,1.093514,[4 8] ; [9 8],[5.37931034 6.62068966] ; [7.62068966 9.37931034],0
p3,1,0.351998,0.86624,[13 34] ; [21 37],[15.21904762 31.78095238] ; [18.78095238 39.21904762],0
v2,1,0.395419,0.722212,[18 29] ; [27 31],[20.14285714 26.85714286] ; [24.85714286 33.14285714],0
n5,1,0.418067,0.655742,[25 22] ; [36 23],[27.04716981 19.95283019] ; [33.95283019 25.04716981],0
s5,1,0.458732,0.548988,[11 36] ; [10 47],[ 9.49038462 37.50961538] ; [11.50961538 45.49038462],0
u1,1,0.48691,0.483348,[ 8 40] ; [13 46],[ 9.42056075 38.57943925] ; [11.57943925 47.42056075],0
a2,1,0.528103,0.398041,[12 36] ; [18 41],[13.45794393 34.54205607] ; [16.54205607 42.45794393],0
n1,1,0.623885,0.240444,[10 12] ; [ 6 10],[ 9.26315789 12.73684211] ; [6.73684211 9.26315789],0
a3,1,0.706539,0.141759,[35 12] ; [42 17],[34.14150943 12.85849057] ; [42.85849057 16.14150943],0
p1,1,0.780434,0.077703,[ 4 44] ; [ 4 54],[ 3.62264151 44.37735849] ; [ 4.37735849 53.62264151],0
a8,1,0.780785,0.077449,[ 3 43] ; [ 4 46],[ 3.35416667 42.64583333] ; [ 3.64583333 46.35416667],0
b1,1,0.917667,0.010686,[28 20] ; [35 24],[28.26168224 19.73831776] ; [34.73831776 24.26168224],0
d4,1,0.949823,0.00396,[38 10] ; [47 12],[38.13084112  9.86915888] ; [46.86915888 12.13084112],0
d2,1,0.979022,0.000691,[28 19] ; [35 24],[27.93396226 19.06603774] ; [35.06603774 23.93396226],0
v3,1,0.993349,6.9e-05,[14 31] ; [18 40],[13.98058252 31.01941748] ; [18.01941748 39.98058252],0
