Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,169.676654,[109 281] ; [246  73],[195.27503526 194.72496474] ; [159.72496474 159.27503526],1
s2,1,0.0,111.214403,[137 268] ; [240  89],[208.01771117 196.98228883] ; [168.98228883 160.01771117],1
s3,1,0.0,78.849542,[170 232] ; [246  82],[229.08493151 172.91506849] ; [186.91506849 141.08493151],1
s6,1,0.0,72.001608,[216 181] ; [277  53],[269.2173315 127.7826685] ; [223.7826685 106.2173315],1
s5,1,0.0,28.984982,[103 296] ; [142 173],[136.91176471 262.08823529] ; [108.08823529 206.91176471],1
p3,1,2e-06,22.818372,[179 227] ; [205 127],[211.25203252 194.74796748] ; [172.74796748 159.25203252],1
a3,1,3e-06,21.781822,[261 144] ; [265  66],[289.44293478 115.55706522] ; [236.55706522  94.44293478],1
p6,1,3e-06,21.563332,[126 273] ; [159 169],[156.41678129 242.58321871] ; [128.58321871 199.41678129],1
d1,1,4e-06,21.112291,[209 198] ; [226 106],[239.57374831 167.42625169] ; [195.42625169 136.57374831],1
v3,1,1.9e-05,18.290168,[128 267] ; [154 166],[155.79020979 239.20979021] ; [126.20979021 193.79020979],1
p4,1,4.4e-05,16.685981,[231 174] ; [237  94],[257.52717391 147.47282609] ; [210.47282609 120.52717391],1
d2,1,6.7e-05,15.881095,[166 239] ; [185 147],[192.88331072 212.11668928] ; [158.11668928 173.88331072],1
v1,1,0.000144,14.449584,[194 204] ; [202 119],[219.20445063 178.79554937] ; [176.79554937 144.20445063],1
p10,1,0.000238,13.50667,[317  85] ; [292  36],[335.36712329  66.63287671] ; [273.63287671  54.36712329],1
u1,1,0.000304,13.047112,[ 53 354] ; [ 77 255],[ 71.59675237 335.40324763] ; [ 58.40324763 273.59675237],1
a5,1,0.0004,12.531361,[275 132] ; [263  69],[296.30040595 110.69959405] ; [241.69959405  90.30040595],1
b3,1,0.00041,12.484947,[ 63 154] ; [ 99 119],[ 80.8137931 136.1862069] ; [ 81.1862069 136.8137931],1
b2,1,0.00041,12.484947,[ 63 154] ; [ 99 119],[ 80.8137931 136.1862069] ; [ 81.1862069 136.8137931],1
p7,1,0.00055,11.936907,[253 145] ; [244  79],[274.34951456 123.65048544] ; [222.65048544 100.34951456],1
p5,1,0.000613,11.736678,[ 33 373] ; [ 54 277],[ 47.92672999 358.07327001] ; [ 39.07327001 291.92672999],1
p8,1,0.000719,11.439054,[207 193] ; [210 117],[229.43603851 170.56396149] ; [187.56396149 139.43603851],1
p9,1,0.001291,10.354647,[334  66] ; [302  28],[348.49315068  51.50684932] ; [287.50684932  42.49315068],0
u4,1,0.00195,9.595571,[  2 405] ; [ 12 320],[  7.71041949 399.28958051] ; [  6.28958051 325.71041949],0
r1,1,0.002747,8.968048,[312  93] ; [283  47],[327.85714286  77.14285714] ; [267.14285714  62.85714286],0
n4,1,0.003234,8.670345,[299 107] ; [273  57],[315.5326087  90.4673913] ; [256.4673913  73.5326087],0
p12,1,0.004322,8.143261,[ 21 382] ; [ 36 295],[ 31.29564033 371.70435967] ; [ 25.70435967 305.29564033],0
n5,1,0.004817,7.947051,[288 116] ; [265  65],[304.3760218  99.6239782] ; [248.6239782  81.3760218],0
r4,1,0.008575,6.909282,[363  44] ; [314  18],[372.85385656  34.14614344] ; [304.14614344  27.85385656],0
v2,1,0.009368,6.751203,[202 190] ; [196 124],[219.12359551 172.87640449] ; [178.87640449 141.12359551],0
u3,1,0.011897,6.326124,[74 69] ; [47 20],[82.3952381 60.6047619] ; [38.6047619 28.3952381],0
d4,1,0.014646,5.958611,[323  83] ; [286  45],[335.48710991  70.51289009] ; [273.51289009  57.48710991],0
a8,1,0.027602,4.852773,[ 42 327] ; [ 52 248],[ 51.84753363 317.15246637] ; [ 42.15246637 257.84753363],0
s1,1,0.036245,4.38552,[  6 395] ; [ 13 313],[ 10.48005502 390.51994498] ; [  8.51994498 317.48005502],0
