Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000195,13.87748,[54 11] ; [1 5],[50.35211268 14.64788732] ; [4.64788732 1.35211268],1
a7,1,0.00735,7.185377,[46 19] ; [1 5],[43.02816901 21.97183099] ; [3.97183099 2.02816901],0
b1,1,0.0099,6.652787,[20 45] ; [5 1],[22.88732394 42.11267606] ; [2.11267606 3.88732394],0
a6,1,0.013053,6.161891,[44 21] ; [1 5],[41.1971831 23.8028169] ; [3.8028169 2.1971831],0
n3,1,0.022121,5.236218,[11  2] ; [1 3],[9.17647059 3.82352941] ; [2.82352941 1.17647059],0
v4,1,0.023454,5.134549,[60  4] ; [4 2],[58.51428571  5.48571429] ; [5.48571429 0.51428571],0
s1,1,0.032118,4.592178,[ 1 64] ; [1 5],[ 1.83098592 63.16901408] ; [0.16901408 5.83098592],0
n1,1,0.057398,3.611014,[10  3] ; [1 3],[8.41176471 4.58823529] ; [2.58823529 1.41176471],0
d1,1,0.069295,3.299643,[36 29] ; [1 5],[33.87323944 31.12676056] ; [3.12676056 2.87323944],0
p11,1,0.070177,3.278874,[53 12] ; [3 3],[51.26760563 13.73239437] ; [4.73239437 1.26760563],0
r3,1,0.074014,3.191677,[59  6] ; [4 2],[57.67605634  7.32394366] ; [5.32394366 0.67605634],0
d3,1,0.075311,3.163302,[45 20] ; [2 4],[43.02816901 21.97183099] ; [3.97183099 2.02816901],0
p7,1,0.080536,3.054046,[44 20] ; [2 4],[42.05714286 21.94285714] ; [3.94285714 2.05714286],0
a1,1,0.113358,2.506775,[ 2 63] ; [1 5],[ 2.74647887 62.25352113] ; [0.25352113 5.74647887],0
p12,1,0.117351,2.452322,[ 2 62] ; [1 5],[ 2.74285714 61.25714286] ; [0.25714286 5.74285714],0
d2,1,0.125964,2.341551,[32 33] ; [1 5],[30.21126761 34.78873239] ; [2.78873239 3.21126761],0
a4,1,0.1439,2.135747,[31 34] ; [1 5],[29.29577465 35.70422535] ; [2.70422535 3.29577465],0
d5,1,0.178994,1.805956,[49 16] ; [3 3],[47.6056338 17.3943662] ; [4.3943662 1.6056338],0
s2,1,0.289015,1.124206,[25 40] ; [1 5],[23.8028169 41.1971831] ; [2.1971831 3.8028169],0
a5,1,0.292514,1.108013,[46 19] ; [3 3],[44.85915493 20.14084507] ; [4.14084507 1.85915493],0
v2,1,0.296951,1.087838,[35 28] ; [2 4],[33.7826087 29.2173913] ; [3.2173913 2.7826087],0
p1,1,0.33555,0.927358,[ 4 61] ; [1 5],[ 4.57746479 60.42253521] ; [0.42253521 5.57746479],0
b5,1,0.373737,0.791201,[34 31] ; [2 4],[32.95774648 32.04225352] ; [3.04225352 2.95774648],0
n4,1,0.443958,0.586032,[52 13] ; [4 2],[51.26760563 13.73239437] ; [4.73239437 1.26760563],0
n5,1,0.468936,0.524481,[45 20] ; [5 1],[45.77464789 19.22535211] ; [4.22535211 1.77464789],0
s8,1,0.499841,0.455273,[31 34] ; [2 4],[30.21126761 34.78873239] ; [2.78873239 3.21126761],0
p6,1,0.57218,0.319048,[29 35] ; [2 4],[28.34285714 35.65714286] ; [2.65714286 3.34285714],0
p5,1,0.579764,0.306616,[ 6 57] ; [1 5],[ 6.39130435 56.60869565] ; [0.60869565 5.39130435],0
r1,1,0.609266,0.261245,[48 17] ; [5 1],[48.52112676 16.47887324] ; [4.47887324 1.52112676],0
v3,1,0.659782,0.193789,[26 35] ; [2 4],[25.49253731 35.50746269] ; [2.50746269 3.49253731],0
p9,1,0.662435,0.190579,[49 16] ; [5 1],[49.43661972 15.56338028] ; [4.56338028 1.43661972],0
p4,1,0.695633,0.153055,[38 27] ; [4 2],[38.45070423 26.54929577] ; [3.54929577 2.45070423],0
s4,1,0.758795,0.094288,[ 8 57] ; [1 5],[ 8.23943662 56.76056338] ; [0.76056338 5.23943662],0
a3,1,0.766242,0.088384,[50 14] ; [5 1],[50.28571429 13.71428571] ; [4.71428571 1.28571429],0
p3,1,0.768222,0.086849,[36 28] ; [3 3],[35.65714286 28.34285714] ; [3.34285714 2.65714286],0
n2,1,0.879563,0.022959,[11  3] ; [3 1],[10.88888889  3.11111111] ; [3.11111111 0.88888889],0
v1,1,0.911171,0.012446,[30 33] ; [3 3],[30.13043478 32.86956522] ; [2.86956522 3.13043478],0
a2,1,0.913385,0.011831,[12 53] ; [1 5],[11.90140845 53.09859155] ; [1.09859155 4.90140845],0
p2,1,0.913385,0.011831,[53 12] ; [5 1],[53.09859155 11.90140845] ; [4.90140845 1.09859155],0
u1,1,0.913385,0.011831,[12 53] ; [1 5],[11.90140845 53.09859155] ; [1.09859155 4.90140845],0
b4,1,0.913783,0.011722,[34 31] ; [3 3],[33.87323944 31.12676056] ; [3.12676056 2.87323944],0
n6,1,0.932067,0.007267,[53 12] ; [4 1],[52.92857143 12.07142857] ; [4.07142857 0.92857143],0
s5,1,0.959529,0.002575,[10 53] ; [1 5],[10.04347826 52.95652174] ; [0.95652174 5.04347826],0
p8,1,0.971234,0.0013,[33 32] ; [3 3],[32.95774648 32.04225352] ; [3.04225352 2.95774648],0
p10,1,0.987206,0.000257,[54 11] ; [5 1],[54.01408451 10.98591549] ; [4.98591549 1.01408451],0
