Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7.1e-05,15.772249,[30 21] ; [11 42],[20.10576923 30.89423077] ; [20.89423077 32.10576923],1
p8,1,8.8e-05,15.378462,[26 24] ; [ 8 44],[16.66666667 33.33333333] ; [17.33333333 34.66666667],1
s7,1,0.00017,14.139275,[18 26] ; [ 4 46],[10.29787234 33.70212766] ; [11.70212766 38.29787234],1
p4,1,0.00017,14.132664,[30 21] ; [12 41],[20.59615385 30.40384615] ; [21.40384615 31.59615385],1
p11,1,0.000198,13.854069,[34 17] ; [16 37],[24.51923077 26.48076923] ; [25.48076923 27.51923077],1
p6,1,0.000572,11.865043,[16 34] ; [ 3 50],[ 9.22330097 40.77669903] ; [ 9.77669903 43.22330097],1
p10,1,0.001153,10.564117,[33 18] ; [17 35],[24.75728155 26.24271845] ; [25.24271845 26.75728155],0
s8,1,0.002057,9.498385,[16 35] ; [ 4 49],[ 9.80769231 41.19230769] ; [10.19230769 42.80769231],0
b1,1,0.003157,8.714391,[34 17] ; [20 33],[26.48076923 24.51923077] ; [27.51923077 25.48076923],0
p2,1,0.003357,8.602508,[36 14] ; [23 30],[28.6407767 21.3592233] ; [30.3592233 22.6407767],0
p3,1,0.003554,8.498486,[22 29] ; [ 9 44],[15.20192308 35.79807692] ; [15.79807692 37.20192308],0
s3,1,0.00784,7.069567,[31 20] ; [18 34],[24.26213592 26.73786408] ; [24.73786408 27.26213592],0
u2,1,0.015995,5.803434,[18  5] ; [ 9 12],[14.11363636  8.88636364] ; [12.88636364  8.11363636],0
r3,1,0.021455,5.289437,[45  6] ; [37 16],[40.21153846 10.78846154] ; [41.78846154 11.21153846],0
p9,1,0.022707,5.190781,[33 18] ; [22 30],[27.23300971 23.76699029] ; [27.76699029 24.23300971],0
v4,1,0.035963,4.398871,[42  8] ; [35 18],[37.37864078 12.62135922] ; [39.62135922 13.37864078],0
b3,1,0.043675,4.069068,[ 4 25] ; [11 19],[ 7.37288136 21.62711864] ; [ 7.62711864 22.37288136],0
b2,1,0.043675,4.069068,[ 4 25] ; [11 19],[ 7.37288136 21.62711864] ; [ 7.62711864 22.37288136],0
a1,1,0.056846,3.627092,[ 1 50] ; [ 6 47],[ 3.43269231 47.56730769] ; [ 3.56730769 49.43269231],0
n1,1,0.062616,3.4667,[ 3 13] ; [11 12],[ 5.74358974 10.25641026] ; [ 8.25641026 14.74358974],0
s2,1,0.067137,3.351667,[20 31] ; [12 41],[15.69230769 35.30769231] ; [16.30769231 36.69230769],0
n2,1,0.086932,2.930294,[13  4] ; [12 12],[10.36585366  6.63414634] ; [14.63414634  9.36585366],0
p1,1,0.097254,2.750001,[ 1 50] ; [ 5 47],[ 2.97087379 48.02912621] ; [ 3.02912621 48.97087379],0
v2,1,0.098542,2.728977,[20 26] ; [14 37],[16.12371134 29.87628866] ; [17.87628866 33.12371134],0
n3,1,0.194916,1.680067,[12  5] ; [11 11],[10.02564103  6.97435897] ; [12.97435897  9.02564103],0
d3,1,0.200857,1.63613,[32 17] ; [28 25],[28.82352941 20.17647059] ; [31.17647059 21.82352941],0
b5,1,0.229619,1.443222,[31 20] ; [26 27],[27.95192308 23.04807692] ; [29.04807692 23.95192308],0
s1,1,0.229685,1.442808,[ 5 46] ; [ 2 50],[ 3.46601942 47.53398058] ; [ 3.53398058 48.46601942],0
d5,1,0.280355,1.165371,[37 13] ; [34 19],[34.46601942 15.53398058] ; [36.53398058 16.46601942],0
v3,1,0.291109,1.114484,[12 36] ; [ 8 41],[ 9.89690722 38.10309278] ; [10.10309278 38.89690722],0
r2,1,0.296117,1.091599,[39 12] ; [44  8],[41.09708738  9.90291262] ; [41.90291262 10.09708738],0
d1,1,0.334759,0.930398,[25 26] ; [21 32],[22.55769231 28.44230769] ; [23.44230769 29.55769231],0
r4,1,0.379652,0.771828,[35 16] ; [32 21],[32.85576923 18.14423077] ; [34.14423077 18.85576923],0
s4,1,0.39301,0.72961,[11 40] ; [ 8 45],[ 9.31730769 41.68269231] ; [ 9.68269231 43.31730769],0
a6,1,0.393546,0.727958,[36 14] ; [34 19],[33.98058252 16.01941748] ; [36.01941748 16.98058252],0
a5,1,0.405916,0.69073,[32 19] ; [29 24],[29.91346154 21.08653846] ; [31.08653846 21.91346154],0
