Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,71.008123,[ 42 118] ; [180  83],[83.97163121 76.02836879] ; [138.02836879 124.97163121],1
s2,1,0.0,63.617839,[ 31 128] ; [157 108],[70.5 88.5] ; [117.5 147.5],1
s7,1,0.0,60.7577,[ 28 123] ; [150 108],[65.71638142 85.28361858] ; [112.28361858 145.71638142],1
s8,1,0.0,50.70684,[ 27 135] ; [136 130],[ 61.69626168 100.30373832] ; [101.30373832 164.69626168],1
s5,1,0.0,33.456424,[ 18 141] ; [ 98 165],[ 43.70616114 115.29383886] ; [ 72.29383886 190.70616114],1
v4,1,0.0,27.015852,[133  28] ; [259   8],[147.45794393  13.54205607] ; [244.54205607  22.45794393],1
r4,1,0.0,26.450785,[119  43] ; [246  22],[137.51162791  24.48837209] ; [227.48837209  40.51162791],1
p2,1,8e-06,19.841755,[104  58] ; [222  45],[123.1048951  38.8951049] ; [202.8951049  64.1048951],1
r3,1,3.6e-05,17.060202,[132  28] ; [254  14],[144.29906542  15.70093458] ; [241.70093458  26.29906542],1
r1,1,0.000209,13.750649,[108  53] ; [220  46],[123.67213115  37.32786885] ; [204.32786885  61.67213115],1
p4,1,0.00021,13.736405,[ 61 100] ; [150 116],[79.55737705 81.44262295] ; [131.44262295 134.55737705],1
p9,1,0.000322,12.938485,[112  45] ; [228  38],[126.19385343  30.80614657] ; [213.80614657  52.19385343],1
s4,1,0.000393,12.566166,[ 11 151] ; [ 51 214],[ 23.52224824 138.47775176] ; [ 38.47775176 226.52224824],1
p12,1,0.001677,9.873506,[  2 159] ; [ 23 245],[  9.38228438 151.61771562] ; [ 15.61771562 252.38228438],0
n6,1,0.002598,9.070211,[128  32] ; [242  26],[138.31775701  21.68224299] ; [231.68224299  36.31775701],0
b5,1,0.003919,8.321164,[83 79] ; [175  93],[97.2 64.8] ; [160.8 107.2],0
u1,1,0.005173,7.817859,[ 16 146] ; [ 54 214],[ 26.37209302 135.62790698] ; [ 43.62790698 224.37209302],0
r2,1,0.006697,7.352405,[138  21] ; [251  15],[145.53176471  13.46823529] ; [243.46823529  22.53176471],0
p10,1,0.006818,7.320246,[116  44] ; [222  44],[126.94835681  33.05164319] ; [211.05164319  54.94835681],0
v1,1,0.01492,5.925923,[68 91] ; [142 116],[80.07194245 78.92805755] ; [129.92805755 128.07194245],0
a3,1,0.025496,4.989873,[103  58] ; [198  69],[113.22663551  47.77336449] ; [187.77336449  79.22663551],0
d3,1,0.029338,4.747655,[91 71] ; [178  89],[101.58041958  60.41958042] ; [167.41958042  99.58041958],0
p3,1,0.030396,4.686749,[ 57 104] ; [123 144],[67.71028037 93.28971963] ; [112.28971963 154.71028037],0
p7,1,0.032526,4.570582,[71 90] ; [142 117],[81.65 79.35] ; [131.35 127.65],0
a7,1,0.032809,4.555708,[100  61] ; [193  75],[109.96037296  51.03962704] ; [183.03962704  84.96037296],0
a1,1,0.034849,4.452534,[ 12 150] ; [  8 260],[  7.53488372 154.46511628] ; [ 12.46511628 255.53488372],0
v3,1,0.040143,4.211849,[ 52 107] ; [110 147],[61.91826923 97.08173077] ; [100.08173077 156.91826923],0
d5,1,0.040627,4.191486,[118  44] ; [217  50],[126.5034965  35.4965035] ; [208.4965035  58.5034965],0
p11,1,0.055274,3.673788,[117  45] ; [215  53],[125.07906977  36.92093023] ; [206.92093023  61.07906977],0
n4,1,0.056155,3.647454,[131  31] ; [234  33],[137.83216783  24.16783217] ; [227.16783217  39.83216783],0
d4,1,0.083543,2.994585,[116  44] ; [213  54],[123.27868852  36.72131148] ; [205.72131148  61.27868852],0
v2,1,0.087343,2.922669,[71 84] ; [139 116],[79.3902439 75.6097561] ; [130.6097561 124.3902439],0
d1,1,0.120122,2.41573,[80 82] ; [153 115],[87.78139535 74.21860465] ; [145.21860465 122.78139535],0
p5,1,0.128752,2.307483,[  8 151] ; [ 24 241],[ 12. 147.] ; [ 20. 245.],0
u2,1,0.131932,2.269628,[25 33] ; [39 30],[29.22834646 28.77165354] ; [34.77165354 34.22834646],0
u3,1,0.138864,2.190497,[26 33] ; [40 30],[30.18604651 28.81395349] ; [35.81395349 34.18604651],0
a2,1,0.170545,1.878145,[ 34 128] ; [ 72 196],[ 39.93488372 122.06511628] ; [ 66.06511628 201.93488372],0
b1,1,0.277445,1.179562,[69 93] ; [100 168],[63.66976744 98.33023256] ; [105.33023256 162.66976744],0
n2,1,0.279041,1.171752,[36 15] ; [50 13],[38.47368421 12.52631579] ; [47.52631579 15.47368421],0
p1,1,0.296872,1.088193,[ 14 148] ; [ 16 251],[ 11.32867133 150.67132867] ; [ 18.67132867 248.32867133],0
n3,1,0.380861,0.767922,[31 19] ; [44 19],[33.18584071 16.81415929] ; [41.81415929 21.18584071],0
a8,1,0.386181,0.750932,[ 19 129] ; [ 39 204],[ 21.95396419 126.04603581] ; [ 36.04603581 206.95396419],0
b4,1,0.402571,0.700633,[87 75] ; [155 113],[91.17209302 70.82790698] ; [150.82790698 117.17209302],0
b2,1,0.421811,0.645265,[37 62] ; [ 54 112],[33.99622642 65.00377358] ; [ 57.00377358 108.99622642],0
b3,1,0.421811,0.645265,[37 62] ; [ 54 112],[33.99622642 65.00377358] ; [ 57.00377358 108.99622642],0
a4,1,0.482201,0.493882,[74 87] ; [113 153],[70.50819672 90.49180328] ; [116.49180328 149.50819672],0
a5,1,0.513639,0.426646,[115  47] ; [198  70],[117.92093023  44.07906977] ; [195.07906977  72.92093023],0
p8,1,0.536454,0.382152,[63 97] ; [112 152],[66.03773585 93.96226415] ; [108.96226415 155.03773585],0
n1,1,0.646357,0.210524,[20 29] ; [28 34],[21.18918919 27.81081081] ; [26.81081081 35.18918919],0
d2,1,0.90118,0.015418,[79 80] ; [131 136],[78.38028169 80.61971831] ; [131.61971831 135.38028169],0
a6,1,0.950349,0.003877,[113  49] ; [187  80],[113.28671329  48.71328671] ; [186.71328671  80.28671329],0
s1,1,0.956371,0.002993,[  6 155] ; [ 10 251],[  6.1042654 154.8957346] ; [  9.8957346 251.1042654],0
