Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.882305,[12 51] ; [39 23],[25.704 37.296] ; [25.296 36.704],1
p3,1,1.7e-05,18.514286,[16 47] ; [40 23],[28. 35.] ; [28. 35.],1
p6,1,0.002502,9.13935,[12 51] ; [27 34],[19.81451613 43.18548387] ; [19.18548387 41.81451613],0
p4,1,0.003412,8.572757,[22 42] ; [38 25],[30.23622047 33.76377953] ; [29.76377953 33.23622047],0
p2,1,0.003452,8.551662,[39 25] ; [53 10],[46.36220472 17.63779528] ; [45.63779528 17.36220472],0
s8,1,0.009439,6.737889,[12 52] ; [25 38],[18.64566929 45.35433071] ; [18.35433071 44.64566929],0
s6,1,0.030252,4.694909,[27 36] ; [38 23],[33.02419355 29.97580645] ; [31.97580645 29.02419355],0
s7,1,0.040545,4.194938,[16 45] ; [26 33],[21.35 39.65] ; [20.65 38.35],0
d2,1,0.048264,3.900769,[28 36] ; [17 46],[22.67716535 41.32283465] ; [22.32283465 40.67716535],0
p1,1,0.051068,3.806037,[ 8 56] ; [ 2 61],[ 5.03937008 58.96062992] ; [ 4.96062992 58.03937008],0
v4,1,0.056059,3.650296,[50 14] ; [57  6],[53.92125984 10.07874016] ; [53.07874016  9.92125984],0
u1,1,0.088268,2.905677,[ 7 57] ; [ 2 61],[ 4.53543307 59.46456693] ; [ 4.46456693 58.53543307],0
p11,1,0.088987,2.892606,[41 23] ; [49 14],[45.35433071 18.64566929] ; [44.64566929 18.35433071],0
u3,1,0.105773,2.616271,[14 10] ; [ 8 15],[11.23404255 12.76595745] ; [10.76595745 12.23404255],0
b3,1,0.105938,2.613799,[16 14] ; [14 27],[12.67605634 17.32394366] ; [17.32394366 23.67605634],0
b2,1,0.105938,2.613799,[16 14] ; [14 27],[12.67605634 17.32394366] ; [17.32394366 23.67605634],0
r4,1,0.112719,2.515686,[36 28] ; [44 19],[40.31496063 23.68503937] ; [39.68503937 23.31496063],0
r2,1,0.125218,2.350805,[47 15] ; [52  8],[50.31147541 11.68852459] ; [48.68852459 11.31147541],0
b4,1,0.175562,1.834793,[44 20] ; [36 27],[40.31496063 23.68503937] ; [39.68503937 23.31496063],0
