Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,53.094268,[41 43] ; [293  50],[65.70491803 18.29508197] ; [268.29508197  74.70491803],1
p7,1,0.0,46.49969,[19 62] ; [221 118],[46.28571429 34.71428571] ; [193.71428571 145.28571429],1
r3,1,0.0,45.636815,[63 20] ; [332  10],[77.14117647  5.85882353] ; [317.85882353  24.14117647],1
r4,1,0.0,42.105268,[54 30] ; [314  29],[72.39344262 11.60655738] ; [295.60655738  47.39344262],1
p10,1,0.0,40.342905,[42 42] ; [281  58],[64.14184397 19.85815603] ; [258.85815603  80.14184397],1
p9,1,0.0,38.751415,[45 36] ; [293  47],[65.03087886 15.96912114] ; [272.96912114  67.03087886],1
p4,1,0.0,31.777846,[25 59] ; [218 124],[47.91549296 36.08450704] ; [195.08450704 146.91549296],1
p8,1,0.0,30.986672,[18 65] ; [188 149],[40.70952381 42.29047619] ; [165.29047619 171.70952381],1
v4,1,0.0,29.691988,[65 18] ; [328  14],[76.75058824  6.24941176] ; [316.24941176  25.75058824],1
r1,1,1e-06,23.990266,[52 31] ; [294  48],[67.57176471 15.42823529] ; [278.42823529  63.57176471],1
p6,1,1e-06,23.502371,[ 6 77] ; [116 224],[23.93853428 59.06146572] ; [ 98.06146572 241.93853428],1
n6,1,3.1e-05,17.347742,[52 30] ; [287  55],[65.56132075 16.43867925] ; [273.43867925  68.56132075],1
v1,1,7.1e-05,15.780639,[25 55] ; [188 148],[40.96153846 39.03846154] ; [172.03846154 163.96153846],1
r2,1,0.000222,13.635438,[66 14] ; [321  18],[73.8902148  6.1097852] ; [313.1097852  25.8902148],1
s6,1,0.001939,9.606756,[34 50] ; [202 139],[46.64470588 37.35529412] ; [189.35529412 151.64470588],0
p3,1,0.002581,9.082415,[26 57] ; [170 172],[38.27764706 44.72235294] ; [157.72235294 184.27764706],0
d3,1,0.00351,8.521511,[48 35] ; [254  89],[58.84037559 24.15962441] ; [243.15962441  99.84037559],0
a1,1,0.015803,5.824607,[ 9 75] ; [ 14 329],[ 4.52459016 79.47540984] ; [ 18.47540984 324.52459016],0
n4,1,0.02118,5.311921,[58 25] ; [279  64],[65.65962441 17.34037559] ; [271.34037559  71.65962441],0
d5,1,0.029491,4.73873,[63 20] ; [294  49],[69.55633803 13.44366197] ; [287.44366197  55.55633803],0
v2,1,0.038235,4.29453,[36 44] ; [192 140],[44.27184466 35.72815534] ; [183.72815534 148.27184466],0
n1,1,0.046845,3.950957,[17 17] ; [22 51],[12.39252336 21.60747664] ; [26.60747664 46.39252336],0
d4,1,0.047864,3.914762,[62 21] ; [288  55],[68.19248826 14.80751174] ; [281.80751174  61.19248826],0
b5,1,0.059383,3.55452,[44 40] ; [218 125],[51.54098361 32.45901639] ; [210.45901639 132.54098361],0
b1,1,0.060824,3.514762,[42 42] ; [133 210],[34.42622951 49.57377049] ; [140.57377049 202.42622951],0
s1,1,0.067332,3.346891,[ 6 77] ; [ 10 329],[ 3.14691943 79.85308057] ; [ 12.85308057 326.14691943],0
a7,1,0.082671,3.011598,[56 27] ; [263  80],[62.15258216 20.84741784] ; [256.84741784  86.15258216],0
