Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.014507,5.975434,[19  6] ; [12 16],[14.62264151 10.37735849] ; [16.37735849 11.62264151],0
v2,1,0.017164,5.679485,[ 5 20] ; [14 13],[ 9.13461538 15.86538462] ; [ 9.86538462 17.13461538],0
n5,1,0.021258,5.305521,[11 14] ; [21  7],[15.09433962  9.90566038] ; [16.90566038 11.09433962],0
s6,1,0.028004,4.8278,[ 6 19] ; [15 13],[ 9.90566038 15.09433962] ; [11.09433962 16.90566038],0
v3,1,0.099874,2.707551,[ 2 23] ; [ 7 21],[ 4.24528302 20.75471698] ; [ 4.75471698 23.24528302],0
n6,1,0.100116,2.703688,[11 14] ; [18  9],[13.94230769 11.05769231] ; [15.05769231 11.94230769],0
v4,1,0.12375,2.369208,[16  9] ; [12 16],[13.20754717 11.79245283] ; [14.79245283 13.20754717],0
d3,1,0.1321,2.267654,[15 10] ; [11 17],[12.26415094 12.73584906] ; [13.73584906 14.26415094],0
s8,1,0.172715,1.859223,[ 4 21] ; [ 9 19],[ 6.13207547 18.86792453] ; [ 6.86792453 21.13207547],0
a1,1,0.200954,1.635429,[ 1 24] ; [ 4 24],[ 2.35849057 22.64150943] ; [ 2.64150943 25.35849057],0
s2,1,0.202992,1.620713,[ 3 22] ; [ 7 20],[ 4.80769231 20.19230769] ; [ 5.19230769 21.80769231],0
a6,1,0.238708,1.388208,[12 13] ; [ 9 19],[ 9.90566038 15.09433962] ; [11.09433962 16.90566038],0
b4,1,0.242851,1.363971,[15 10] ; [21  7],[16.98113208  8.01886792] ; [19.01886792  8.98113208],0
d5,1,0.323145,0.976173,[10 15] ; [15 13],[11.79245283 13.20754717] ; [13.20754717 14.79245283],0
n1,1,0.35188,0.866667,[ 2 11] ; [4 9],[ 3. 10.] ; [ 3. 10.],0
b3,1,0.355363,0.854214,[ 2 10] ; [ 6 13],[3.09677419 8.90322581] ; [ 4.90322581 14.09677419],0
b2,1,0.355363,0.854214,[ 2 10] ; [ 6 13],[3.09677419 8.90322581] ; [ 4.90322581 14.09677419],0
s1,1,0.355612,0.853331,[ 1 24] ; [ 3 25],[ 1.88679245 23.11320755] ; [ 2.11320755 25.88679245],0
a8,1,0.382733,0.761905,[ 2 22] ; [ 4 20],[ 3. 21.] ; [ 3. 21.],0
a3,1,0.405033,0.693333,[14 11] ; [12 15],[12.5 12.5] ; [13.5 13.5],0
r3,1,0.432239,0.6168,[15 10] ; [19  8],[16.34615385  8.65384615] ; [17.65384615  9.34615385],0
b5,1,0.441795,0.591615,[16  9] ; [15 13],[14.62264151 10.37735849] ; [16.37735849 11.62264151],0
p6,1,0.442181,0.590617,[ 2 23] ; [ 4 23],[ 2.88461538 22.11538462] ; [ 3.11538462 23.88461538],0
s4,1,0.470928,0.519797,[ 2 23] ; [ 4 24],[ 2.83018868 22.16981132] ; [ 3.16981132 24.83018868],0
s5,1,0.470928,0.519797,[ 2 23] ; [ 4 24],[ 2.83018868 22.16981132] ; [ 3.16981132 24.83018868],0
p11,1,0.538127,0.379022,[14 11] ; [18 10],[15.09433962  9.90566038] ; [16.90566038 11.09433962],0
p7,1,0.551552,0.354544,[10 15] ; [ 9 19],[ 8.96226415 16.03773585] ; [10.03773585 17.96226415],0
a4,1,0.578849,0.308099,[ 7 18] ; [ 6 22],[ 6.13207547 18.86792453] ; [ 6.86792453 21.13207547],0
p9,1,0.597746,0.278409,[13 11] ; [16 10],[13.92 10.08] ; [15.08 10.92],0
u3,1,0.600698,0.273945,[3 8] ; [ 3 13],[2.44444444 8.55555556] ; [ 3.55555556 12.44444444],0
p1,1,0.621114,0.244305,[ 1 24] ; [ 2 26],[ 1.41509434 23.58490566] ; [ 1.58490566 26.41509434],0
p5,1,0.646329,0.21056,[ 1 23] ; [ 2 26],[ 1.38461538 22.61538462] ; [ 1.61538462 26.38461538],0
a7,1,0.662252,0.1908,[14 11] ; [14 14],[13.20754717 11.79245283] ; [14.79245283 13.20754717],0
s7,1,0.677343,0.173132,[ 4 18] ; [ 6 20],[ 4.58333333 17.41666667] ; [ 5.41666667 20.58333333],0
u2,1,0.679365,0.170842,[6 5] ; [10  6],[6.51851852 4.48148148] ; [9.48148148 6.51851852],0
n3,1,0.691398,0.157576,[8 5] ; [7 6],[7.5 5.5] ; [7.5 5.5],0
n2,1,0.694887,0.153846,[6 7] ; [7 6],[6.5 6.5] ; [6.5 6.5],0
p2,1,0.728062,0.120899,[14 11] ; [17 11],[14.62264151 10.37735849] ; [16.37735849 11.62264151],0
p8,1,0.735596,0.114035,[ 7 17] ; [ 7 21],[ 6.46153846 17.53846154] ; [ 7.53846154 20.46153846],0
d2,1,0.742939,0.10756,[ 7 18] ; [ 9 19],[ 7.54716981 17.45283019] ; [ 8.45283019 19.54716981],0
s3,1,0.789412,0.071329,[ 5 20] ; [ 6 20],[ 5.39215686 19.60784314] ; [ 5.60784314 20.39215686],0
r4,1,0.823306,0.049861,[ 6 19] ; [ 6 22],[ 5.66037736 19.33962264] ; [ 6.33962264 21.66037736],0
