Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,72.090868,[22 37] ; [163  17],[45.66945607 13.33054393] ; [139.33054393  40.66945607],1
p11,1,5e-06,20.787285,[29 32] ; [141  39],[43.02904564 17.97095436] ; [126.97095436  53.02904564],1
p2,1,5.7e-05,16.184632,[34 27] ; [146  33],[45.75 15.25] ; [134.25  44.75],1
p7,1,0.002626,9.050895,[23 37] ; [108  70],[33.02521008 26.97478992] ; [97.97478992 80.02521008],0
r3,1,0.00411,8.234768,[50 10] ; [169   9],[55.21008403  4.78991597] ; [163.78991597  14.21008403],0
s3,1,0.004246,8.175417,[23 36] ; [108  71],[32.47478992 26.52521008] ; [98.52521008 80.47478992],0
n6,1,0.004505,8.068131,[41 19] ; [153  27],[48.5 11.5] ; [145.5  34.5],0
s2,1,0.005124,7.835249,[19 41] ; [94 85],[28.36820084 31.63179916] ; [84.63179916 94.36820084],0
s7,1,0.005837,7.6,[18 39] ; [90 81],[27. 30.] ; [81. 90.],0
p3,1,0.00721,7.21987,[16 45] ; [82 97],[24.90833333 36.09166667] ; [ 73.09166667 105.90833333],0
s6,1,0.007484,7.152977,[28 33] ; [115  61],[36.80590717 24.19409283] ; [106.19409283  69.80590717],0
n4,1,0.009994,6.636042,[38 23] ; [142  38],[45.56016598 15.43983402] ; [134.43983402  45.56016598],0
s8,1,0.017063,5.689923,[17 44] ; [81 98],[24.90833333 36.09166667] ; [ 73.09166667 105.90833333],0
v4,1,0.02088,5.336773,[50 10] ; [167  12],[54.47698745  5.52301255] ; [162.52301255  16.47698745],0
r4,1,0.02169,5.270504,[47 14] ; [160  20],[52.39419087  8.60580913] ; [154.60580913  25.39419087],0
n3,1,0.031865,4.605741,[17 15] ; [33 10],[21.33333333 10.66666667] ; [28.66666667 14.33333333],0
d3,1,0.046854,3.950617,[50 10] ; [166  14],[54.  6.] ; [162.  18.],0
b1,1,0.046914,3.948483,[29 32] ; [ 60 120],[22.52697095 38.47302905] ; [ 66.47302905 113.52697095],0
v3,1,0.060393,3.526563,[11 47] ; [ 56 120],[16.60683761 41.39316239] ; [ 50.39316239 125.60683761],0
r1,1,0.075227,3.165125,[44 17] ; [148  31],[48.8 12.2] ; [143.2  35.8],0
a1,1,0.075572,3.157642,[ 6 55] ; [  7 173],[ 3.29045643 57.70954357] ; [  9.70954357 170.29045643],0
v2,1,0.077198,3.122923,[21 38] ; [85 89],[26.84120172 32.15879828] ; [79.15879828 94.84120172],0
