Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,25.308309,[21  9] ; [16 66],[ 9.91071429 20.08928571] ; [27.08928571 54.91071429],1
v4,1,0.195081,1.678825,[25  5] ; [57 23],[22.36363636  7.63636364] ; [59.63636364 20.36363636],0
p2,1,0.198518,1.653242,[16 14] ; [33 50],[13.00884956 16.99115044] ; [35.99115044 47.00884956],0
d4,1,0.211397,1.561832,[24  6] ; [55 26],[21.35135135  8.64864865] ; [57.64864865 23.35135135],0
v3,1,0.218904,1.511542,[10 19] ; [18 61],[ 7.51851852 21.48148148] ; [20.48148148 58.51851852],0
a3,1,0.223578,1.481257,[21  9] ; [47 35],[18.21428571 11.78571429] ; [49.78571429 32.21428571],0
p6,1,0.233663,1.418421,[ 6 24] ; [ 9 71],[ 4.09090909 25.90909091] ; [10.90909091 69.09090909],0
v2,1,0.23544,1.407693,[13 16] ; [26 54],[10.37614679 18.62385321] ; [28.62385321 51.37614679],0
a4,1,0.269303,1.220291,[ 9 21] ; [34 48],[11.51785714 18.48214286] ; [31.48214286 50.51785714],0
n1,1,0.269879,1.21736,[2 7] ; [16 22],[3.44680851 5.55319149] ; [14.55319149 23.44680851],0
n3,1,0.337904,0.918367,[4 6] ; [20 15],[5.33333333 4.66666667] ; [18.66666667 16.33333333],0
a1,1,0.350574,0.871379,[ 1 29] ; [ 7 76],[ 2.12389381 27.87610619] ; [ 5.87610619 77.12389381],0
b5,1,0.387846,0.745684,[19 11] ; [45 38],[16.99115044 13.00884956] ; [47.00884956 35.99115044],0
b4,1,0.414885,0.664759,[17 13] ; [54 29],[18.84955752 11.15044248] ; [52.15044248 30.84955752],0
a7,1,0.523118,0.407741,[15 15] ; [46 35],[16.48648649 13.51351351] ; [44.51351351 36.48648649],0
a2,1,0.551968,0.353803,[ 4 26] ; [15 68],[ 5.04424779 24.95575221] ; [13.95575221 69.04424779],0
p1,1,0.565064,0.331012,[ 1 29] ; [ 5 77],[ 1.60714286 28.39285714] ; [ 4.39285714 77.60714286],0
d2,1,0.685364,0.16415,[15 15] ; [37 44],[14.05405405 15.94594595] ; [37.94594595 43.05405405],0
b2,1,0.688123,0.161125,[ 5 12] ; [16 30],[ 5.66666667 11.33333333] ; [15.33333333 30.66666667],0
b3,1,0.688123,0.161125,[ 5 12] ; [16 30],[ 5.66666667 11.33333333] ; [15.33333333 30.66666667],0
b1,1,0.730694,0.118476,[17 13] ; [44 39],[16.19469027 13.80530973] ; [44.80530973 38.19469027],0
u3,1,0.765538,0.088933,[5 4] ; [18 18],[4.6 4.4] ; [18.4 17.6],0
d3,1,0.777131,0.080123,[15 15] ; [39 44],[14.33628319 15.66371681] ; [39.66371681 43.33628319],0
u1,1,0.795734,0.067015,[ 3 27] ; [ 7 76],[ 2.65486726 27.34513274] ; [ 7.34513274 75.65486726],0
s4,1,0.806772,0.059826,[ 4 25] ; [10 73],[ 3.625 25.375] ; [10.375 72.625],0
n2,1,0.817062,0.053512,[5 4] ; [20 19],[4.6875 4.3125] ; [20.3125 18.6875],0
a5,1,0.885961,0.020568,[16 14] ; [43 40],[15.66371681 14.33628319] ; [43.33628319 39.66371681],0
d1,1,0.926623,0.008481,[12 18] ; [34 49],[12.21238938 17.78761062] ; [33.78761062 49.21238938],0
d5,1,0.959348,0.002598,[19 11] ; [53 30],[19.11504425 10.88495575] ; [52.88495575 30.11504425],0
