Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,25.308309,[21  9] ; [16 66],[ 9.91071429 20.08928571] ; [27.08928571 54.91071429],1
s3,1,1e-06,25.257164,[22  8] ; [18 64],[10.71428571 19.28571429] ; [29.28571429 52.71428571],1
s8,1,0.002624,9.051875,[10 20] ; [ 8 74],[ 4.82142857 25.17857143] ; [13.17857143 68.82142857],0
s7,1,0.004424,8.10123,[12 15] ; [13 63],[ 6.55339806 20.44660194] ; [18.44660194 57.55339806],0
s1,1,0.005216,7.80305,[ 6 24] ; [ 3 78],[ 2.43243243 27.56756757] ; [ 6.56756757 74.43243243],0
p7,1,0.012513,6.236691,[16 13] ; [24 58],[10.45045045 18.54954955] ; [29.54954955 52.45045045],0
r1,1,0.013348,6.122336,[26  4] ; [51 31],[20.625  9.375] ; [56.375 25.625],0
r3,1,0.018594,5.539281,[27  3] ; [55 26],[22.16216216  7.83783784] ; [59.83783784 21.16216216],0
p10,1,0.025149,5.013607,[11 19] ; [14 69],[ 6.63716814 23.36283186] ; [18.36283186 64.63716814],0
r4,1,0.031339,4.634269,[23  7] ; [45 38],[18.05309735 11.94690265] ; [49.94690265 33.05309735],0
a8,1,0.049954,3.843013,[ 5 24] ; [ 4 72],[ 2.48571429 26.51428571] ; [ 6.51428571 69.48571429],0
p11,1,0.086227,2.943446,[17 13] ; [32 51],[13.00884956 16.99115044] ; [35.99115044 47.00884956],0
n6,1,0.096295,2.765854,[21  9] ; [43 39],[17.14285714 12.85714286] ; [46.85714286 35.14285714],0
p8,1,0.133198,2.254827,[ 8 22] ; [12 71],[ 5.30973451 24.69026549] ; [14.69026549 68.30973451],0
n5,1,0.145316,2.120745,[20 10] ; [42 40],[16.60714286 13.39285714] ; [45.39285714 36.60714286],0
v1,1,0.149245,2.079949,[13 17] ; [24 59],[ 9.82300885 20.17699115] ; [27.17699115 55.82300885],0
n4,1,0.152011,2.051954,[23  7] ; [51 31],[19.82142857 10.17857143] ; [54.17857143 27.82142857],0
s5,1,0.153431,2.037804,[ 7 23] ; [10 71],[ 4.59459459 25.40540541] ; [12.40540541 68.59459459],0
u2,1,0.154644,2.025838,[7 2] ; [18 17],[5.11363636 3.88636364] ; [19.88636364 15.11363636],0
a6,1,0.16047,1.969791,[14 16] ; [51 32],[17.25663717 12.74336283] ; [47.74336283 35.25663717],0
r2,1,0.181019,1.789237,[27  3] ; [64 17],[24.59459459  5.40540541] ; [66.40540541 14.59459459],0
p3,1,0.194166,1.68572,[ 8 22] ; [13 69],[ 5.625 24.375] ; [15.375 66.625],0
