Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,23.412609,[ 4 59] ; [23 28],[14.92105263 48.07894737] ; [12.07894737 38.92105263],1
a3,1,0.000636,11.667857,[33 33] ; [44 11],[42. 24.] ; [35. 20.],1
r3,1,0.000811,11.21592,[52 15] ; [54  1],[58.21311475  8.78688525] ; [47.78688525  7.21311475],1
r4,1,0.001753,9.791911,[40 27] ; [47  8],[47.77868852 19.22131148] ; [39.22131148 15.77868852],0
v1,1,0.002727,8.981681,[13 53] ; [24 29],[20.5210084 45.4789916] ; [16.4789916 36.5210084],0
d1,1,0.005039,7.865266,[22 45] ; [32 23],[29.6557377 37.3442623] ; [24.3442623 30.6557377],0
r2,1,0.01441,5.987228,[52 14] ; [51  3],[56.65  9.35] ; [46.35  7.65],0
d4,1,0.014974,5.919495,[46 21] ; [48  7],[51.62295082 15.37704918] ; [42.37704918 12.62295082],0
p11,1,0.017747,5.620951,[36 31] ; [41 14],[42.28688525 24.71311475] ; [34.71311475 20.28688525],0
d5,1,0.021137,5.315487,[40 26] ; [44 11],[45.81818182 20.18181818] ; [38.18181818 16.81818182],0
p8,1,0.022392,5.21505,[17 50] ; [24 29],[22.89166667 44.10833333] ; [18.10833333 34.89166667],0
d3,1,0.022773,5.185714,[36 30] ; [41 14],[42. 24.] ; [35. 20.],0
r1,1,0.023048,5.164879,[38 29] ; [42 13],[43.93442623 23.06557377] ; [36.06557377 18.93442623],0
a6,1,0.050259,3.832789,[32 35] ; [36 19],[37.3442623 29.6557377] ; [30.6557377 24.3442623],0
n6,1,0.050259,3.832789,[32 35] ; [36 19],[37.3442623 29.6557377] ; [30.6557377 24.3442623],0
s8,1,0.064127,3.427284,[ 4 63] ; [ 9 46],[ 7.13934426 59.86065574] ; [ 5.86065574 49.13934426],0
n4,1,0.064672,3.413314,[23 44] ; [28 27],[28.00819672 38.99180328] ; [22.99180328 32.00819672],0
a5,1,0.066109,3.377076,[29 38] ; [33 22],[34.04918033 32.95081967] ; [27.95081967 27.04918033],0
a8,1,0.079319,3.078799,[ 2 61] ; [ 6 46],[ 4.3826087 58.6173913] ; [ 3.6173913 48.3826087],0
u3,1,0.137997,2.200153,[18 16] ; [3 8],[15.86666667 18.13333333] ; [5.13333333 5.86666667],0
p2,1,0.179019,1.805746,[44 22] ; [42 12],[47.3 18.7] ; [38.7 15.3],0
