Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.587324,[ 6 38] ; [25 13],[16.63414634 27.36585366] ; [14.36585366 23.63414634],1
p6,1,8.4e-05,15.468331,[ 3 40] ; [17 21],[10.61728395 32.38271605] ; [ 9.38271605 28.61728395],1
p7,1,0.000918,10.985419,[ 8 35] ; [20 17],[15.05 27.95] ; [12.95 24.05],1
p2,1,0.00425,8.173778,[25 18] ; [33  5],[30.79012346 12.20987654] ; [27.20987654 10.79012346],0
p8,1,0.008182,6.993224,[10 35] ; [19 19],[15.72289157 29.27710843] ; [13.27710843 24.72289157],0
s8,1,0.021427,5.291738,[ 7 38] ; [14 23],[11.52439024 33.47560976] ; [ 9.47560976 27.52439024],0
a5,1,0.024999,5.023944,[21 24] ; [27 11],[26.02409639 18.97590361] ; [21.97590361 16.02409639],0
p9,1,0.027219,4.876869,[23 19] ; [29  8],[27.64556962 14.35443038] ; [24.35443038 12.64556962],0
b4,1,0.028565,4.79361,[33 12] ; [19 19],[28.19277108 16.80722892] ; [23.80722892 14.19277108],0
b1,1,0.041831,4.142024,[16 29] ; [22 16],[20.60240964 24.39759036] ; [17.39759036 20.60240964],0
s2,1,0.045949,3.98345,[11 34] ; [16 19],[15.1875 29.8125] ; [11.8125 23.1875],0
n2,1,0.064008,3.43036,[13 11] ; [11  2],[15.56756757  8.43243243] ; [8.43243243 4.56756757],0
s7,1,0.082774,3.009576,[12 31] ; [16 18],[15.63636364 27.36363636] ; [12.36363636 21.63636364],0
a4,1,0.099059,2.72063,[12 32] ; [17 21],[15.56097561 28.43902439] ; [13.43902439 24.56097561],0
p10,1,0.148032,2.092412,[23 20] ; [25 11],[26.12658228 16.87341772] ; [21.87341772 14.12658228],0
p11,1,0.188947,1.72581,[27 18] ; [28 10],[29.81927711 15.18072289] ; [25.18072289 12.81927711],0
d3,1,0.192568,1.697861,[22 23] ; [24 14],[24.93975904 20.06024096] ; [21.06024096 16.93975904],0
p5,1,0.207857,1.586291,[ 3 40] ; [ 6 32],[ 4.77777778 38.22222222] ; [ 4.22222222 33.77777778],0
a1,1,0.232598,1.424902,[ 4 41] ; [ 1 37],[ 2.71084337 42.28915663] ; [ 2.28915663 35.71084337],0
r2,1,0.254327,1.299375,[27 15] ; [18 17],[24.54545455 17.45454545] ; [20.45454545 14.54545455],0
d5,1,0.266781,1.233225,[28 17] ; [28 10],[30.36144578 14.63855422] ; [25.63855422 12.36144578],0
n1,1,0.301468,1.067688,[ 7 17] ; [6 7],[ 8.43243243 15.56756757] ; [4.56756757 8.43243243],0
b5,1,0.378039,0.77707,[28 17] ; [20 18],[26.02409639 18.97590361] ; [21.97590361 16.02409639],0
d1,1,0.378039,0.77707,[17 28] ; [18 20],[18.97590361 26.02409639] ; [16.02409639 21.97590361],0
s1,1,0.392463,0.731296,[ 3 42] ; [ 1 37],[ 2.1686747 42.8313253] ; [ 1.8313253 36.1686747],0
v3,1,0.417581,0.657112,[13 31] ; [ 8 29],[11.40740741 32.59259259] ; [ 9.59259259 27.40740741],0
v1,1,0.422729,0.642716,[12 29] ; [14 23],[13.66666667 27.33333333] ; [12.33333333 24.66666667],0
p12,1,0.471982,0.517332,[ 1 43] ; [ 2 36],[ 1.6097561 42.3902439] ; [ 1.3902439 36.6097561],0
s4,1,0.479548,0.499892,[ 7 38] ; [ 8 29],[ 8.23170732 36.76829268] ; [ 6.76829268 30.23170732],0
u2,1,0.528871,0.396561,[ 7 12] ; [ 4 11],[ 6.14705882 12.85294118] ; [ 4.85294118 10.14705882],0
a2,1,0.531131,0.392226,[ 5 40] ; [ 6 32],[ 5.96385542 39.03614458] ; [ 5.03614458 32.96385542],0
u1,1,0.531131,0.392226,[ 5 40] ; [ 6 32],[ 5.96385542 39.03614458] ; [ 5.03614458 32.96385542],0
n5,1,0.537051,0.381034,[30 15] ; [27 10],[31.2804878 13.7195122] ; [25.7195122 11.2804878],0
s3,1,0.566206,0.329072,[17 27] ; [11 23],[15.79487179 28.20512821] ; [12.20512821 21.79487179],0
r3,1,0.579723,0.306683,[30 13] ; [23 13],[28.84810127 14.15189873] ; [24.15189873 11.84810127],0
v2,1,0.659458,0.194183,[17 26] ; [16 20],[17.96202532 25.03797468] ; [15.03797468 20.96202532],0
s6,1,0.687137,0.162203,[18 27] ; [16 20],[18.88888889 26.11111111] ; [15.11111111 20.88888889],0
u3,1,0.725944,0.122868,[ 6 14] ; [5 9],[ 6.47058824 13.52941176] ; [4.52941176 9.47058824],0
a3,1,0.73395,0.115516,[25 19] ; [23 15],[25.75609756 18.24390244] ; [22.24390244 15.75609756],0
a6,1,0.734018,0.115454,[22 23] ; [20 18],[22.77108434 22.22891566] ; [19.22891566 18.77108434],0
d4,1,0.745459,0.105387,[31 13] ; [28 10],[31.65853659 12.34146341] ; [27.34146341 10.65853659],0
v4,1,0.810954,0.057215,[30 13] ; [26 10],[30.48101266 12.51898734] ; [25.51898734 10.48101266],0
a7,1,0.837327,0.042154,[21 23] ; [19 19],[21.46341463 22.53658537] ; [18.53658537 19.46341463],0
s5,1,0.838171,0.041711,[ 7 37] ; [ 6 28],[ 7.33333333 36.66666667] ; [ 5.66666667 28.33333333],0
b3,1,0.846032,0.037707,[ 8 16] ; [ 8 18],[ 7.68 16.32] ; [ 8.32 17.68],0
b2,1,0.846032,0.037707,[ 8 16] ; [ 8 18],[ 7.68 16.32] ; [ 8.32 17.68],0
r1,1,0.851853,0.034877,[13 32] ; [10 27],[12.62195122 32.37804878] ; [10.37804878 26.62195122],0
n4,1,0.898111,0.016396,[29 16] ; [25 13],[29.27710843 15.72289157] ; [24.72289157 13.27710843],0
p1,1,0.903724,0.014631,[ 5 39] ; [ 4 34],[ 4.82926829 39.17073171] ; [ 4.17073171 33.82926829],0
n3,1,0.968457,0.001564,[14  9] ; [8 5],[14.05555556  8.94444444] ; [7.94444444 5.05555556],0
d2,1,0.995514,3.2e-05,[17 26] ; [15 23],[16.98765432 26.01234568] ; [15.01234568 22.98765432],0
