Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,133.994175,[452  59] ; [56 76],[403.71384137 107.28615863] ; [104.28615863  27.71384137],1
n6,1,0.0,30.310041,[467  45] ; [97 35],[448.39751553  63.60248447] ; [115.60248447  16.39751553],1
p4,1,2e-06,22.912412,[348 164] ; [60 72],[324.37267081 187.62732919] ; [83.62732919 48.37267081],1
d2,1,2e-06,22.6018,[265 248] ; [38 95],[240.61764706 272.38235294] ; [62.38235294 70.61764706],1
s7,1,4e-06,21.208748,[270 225] ; [41 88],[246.70673077 248.29326923] ; [64.29326923 64.70673077],1
d1,1,6.1e-05,16.068224,[327 188] ; [59 74],[306.77469136 208.22530864] ; [79.22530864 53.77469136],1
a4,1,7.7e-05,15.632613,[253 261] ; [40 93],[232.76970634 281.23029366] ; [60.23029366 72.76970634],1
a3,1,0.000156,14.293907,[393 121] ; [80 53],[375.76816074 138.23183926] ; [97.23183926 35.76816074],1
a5,1,0.000216,13.684581,[405 110] ; [84 49],[388.63425926 126.36574074] ; [100.36574074  32.63425926],1
p3,1,0.000273,13.248104,[295 218] ; [53 80],[276.35294118 236.64705882] ; [71.64705882 61.35294118],1
d5,1,0.000442,12.34517,[431  82] ; [94 39],[416.91176471  96.08823529] ; [108.08823529  24.91176471],1
a2,1,0.000562,11.897848,[135 380] ; [ 16 117],[120.00771605 394.99228395] ; [ 30.99228395 102.00771605],1
p6,1,0.000579,11.841163,[215 292] ; [34 97],[197.87304075 309.12695925] ; [51.12695925 79.87304075],1
s8,1,0.001066,10.709064,[258 253] ; [46 87],[241.2173913 269.7826087] ; [62.7826087 70.2173913],0
v3,1,0.002237,9.343781,[217 278] ; [36 89],[201.99193548 293.00806452] ; [51.00806452 73.99193548],0
a8,1,0.002363,9.243415,[ 78 393] ; [  7 115],[ 67.51264755 403.48735245] ; [ 17.48735245 104.51264755],0
v1,1,0.002545,9.107694,[300 196] ; [59 70],[284.9024 211.0976] ; [74.0976 54.9024],0
u1,1,0.007902,7.055569,[101 414] ; [ 13 120],[ 90.60185185 424.39814815] ; [ 23.39814815 109.60185185],0
r1,1,0.013849,6.057277,[418  94] ; [95 37],[407.85093168 104.14906832] ; [105.14906832  26.85093168],0
p10,1,0.020655,5.35563,[483  29] ; [117  15],[477.01863354  34.98136646] ; [122.98136646   9.01863354],0
