Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-05,18.14668,[19 33] ; [29  6],[28.68965517 23.31034483] ; [19.31034483 15.68965517],1
s8,1,0.004608,8.027221,[13 38] ; [19 15],[19.2 31.8] ; [12.8 21.2],0
d2,1,0.015887,5.815368,[19 33] ; [22 13],[24.50574713 27.49425287] ; [16.49425287 18.50574713],0
n5,1,0.022774,5.185685,[33 19] ; [30  5],[37.65517241 14.34482759] ; [25.34482759  9.65517241],0
n2,1,0.038214,4.295455,[10  1] ; [5 5],[7.85714286 3.14285714] ; [7.14285714 2.85714286],0
a4,1,0.039145,4.254569,[15 36] ; [18 17],[19.56976744 31.43023256] ; [13.43023256 21.56976744],0
n4,1,0.049955,3.842957,[33 19] ; [29  6],[37.05747126 14.94252874] ; [24.94252874 10.05747126],0
p6,1,0.063675,3.438985,[ 8 44] ; [11 23],[11.48837209 40.51162791] ; [ 7.51162791 26.48837209],0
r1,1,0.078098,3.104039,[36 16] ; [30  5],[39.44827586 12.55172414] ; [26.55172414  8.44827586],0
p12,1,0.084206,2.9818,[ 2 49] ; [ 5 30],[ 4.15116279 46.84883721] ; [ 2.84883721 32.15116279],0
d1,1,0.104783,2.631189,[25 27] ; [23 12],[28.68965517 23.31034483] ; [19.31034483 15.68965517],0
a5,1,0.106807,2.600836,[35 17] ; [29  6],[38.25287356 13.74712644] ; [25.74712644  9.25287356],0
n1,1,0.123217,2.37595,[4 7] ; [7 3],[5.76190476 5.23809524] ; [5.23809524 4.76190476],0
s3,1,0.139649,2.181818,[20 29] ; [20 15],[23.33333333 25.66666667] ; [16.66666667 18.33333333],0
a3,1,0.147201,2.101021,[27 24] ; [24 11],[30.24418605 20.75581395] ; [20.75581395 14.24418605],0
a2,1,0.148017,2.092566,[ 7 45] ; [ 9 26],[ 9.56321839 42.43678161] ; [ 6.43678161 28.56321839],0
p1,1,0.168384,1.897269,[ 5 47] ; [ 7 28],[ 7.17241379 44.82758621] ; [ 4.82758621 30.17241379],0
v2,1,0.183279,1.770833,[24 27] ; [21 13],[27. 24.] ; [18. 16.],0
v4,1,0.222517,1.488065,[47  5] ; [34  1],[48.4137931  3.5862069] ; [32.5862069  2.4137931],0
a8,1,0.227371,1.457235,[ 7 38] ; [ 2 29],[ 5.32894737 39.67105263] ; [ 3.67105263 27.32894737],0
