Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.121681,2.395556,[4 2] ; [1 4],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
r1,1,0.136844,2.213095,[5 1] ; [2 3],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
a3,1,0.136844,2.213095,[5 1] ; [2 3],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
s2,1,0.136844,2.213095,[1 5] ; [3 2],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
n4,1,0.136844,2.213095,[1 5] ; [3 2],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
s3,1,0.303052,1.060714,[3 3] ; [1 4],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
v3,1,0.376462,0.782222,[4 2] ; [2 3],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
b5,1,0.376462,0.782222,[2 4] ; [3 2],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
p4,1,0.376462,0.782222,[4 2] ; [2 3],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
p6,1,0.490153,0.47619,[1 4] ; [2 3],[1.5 3.5] ; [1.5 3.5],0
s5,1,0.490153,0.47619,[3 2] ; [4 1],[3.5 1.5] ; [3.5 1.5],0
p8,1,0.621014,0.244444,[4 2] ; [4 1],[4.36363636 1.63636364] ; [3.63636364 1.36363636],0
s6,1,0.621014,0.244444,[4 2] ; [4 1],[4.36363636 1.63636364] ; [3.63636364 1.36363636],0
b1,1,0.621014,0.244444,[2 4] ; [1 4],[1.63636364 4.36363636] ; [1.36363636 3.63636364],0
d2,1,0.621014,0.244444,[2 4] ; [1 4],[1.63636364 4.36363636] ; [1.36363636 3.63636364],0
p12,1,0.621014,0.244444,[2 4] ; [1 4],[1.63636364 4.36363636] ; [1.36363636 3.63636364],0
v1,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
d1,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
a6,1,0.740144,0.11,[3 3] ; [3 2],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
s7,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
b4,1,0.740144,0.11,[3 3] ; [3 2],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
d3,1,0.818971,0.052381,[4 2] ; [3 2],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
p3,1,0.818971,0.052381,[4 2] ; [3 2],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
p7,1,0.818971,0.052381,[4 2] ; [3 2],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
r4,1,0.886508,0.02037,[5 1] ; [4 1],[4.90909091 1.09090909] ; [4.09090909 0.90909091],0
d5,1,0.886508,0.02037,[5 1] ; [4 1],[4.90909091 1.09090909] ; [4.09090909 0.90909091],0
a5,1,0.886508,0.02037,[5 1] ; [4 1],[4.90909091 1.09090909] ; [4.09090909 0.90909091],0
a4,1,0.886508,0.02037,[1 5] ; [1 4],[1.09090909 4.90909091] ; [0.90909091 4.09090909],0
b2,1,1.0,0.0,[3 3] ; [1 1],[3. 3.] ; [1. 1.],0
b3,1,1.0,0.0,[3 3] ; [1 1],[3. 3.] ; [1. 1.],0
