Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000286,13.160315,[22 92] ; [16 15],[29.87586207 84.12413793] ; [ 8.12413793 22.87586207],1
u3,1,0.485176,0.487206,[22 19] ; [6 8],[20.87272727 20.12727273] ; [7.12727273 6.87272727],0
s8,1,0.497408,0.460463,[29 86] ; [ 6 25],[27.56849315 87.43150685] ; [ 7.43150685 23.56849315],0
d1,1,0.503429,0.447701,[56 59] ; [13 18],[54.34931507 60.65068493] ; [14.65068493 16.34931507],0
n3,1,0.599729,0.275405,[26 18] ; [5 5],[25.25925926 18.74074074] ; [5.74074074 4.25925926],0
p12,1,0.604571,0.268156,[  2 113] ; [ 1 30],[  2.3630137 112.6369863] ; [ 0.6369863 30.3630137],0
a8,1,0.653162,0.201937,[ 11 100] ; [ 2 26],[ 10.38129496 100.61870504] ; [ 2.61870504 25.38129496],0
r4,1,0.659958,0.193575,[73 42] ; [21 10],[74.04109589 40.95890411] ; [19.95890411 11.04109589],0
p11,1,0.663274,0.189571,[58 57] ; [17 14],[59.07534247 55.92465753] ; [15.92465753 15.07534247],0
u2,1,0.701511,0.146905,[21 20] ; [8 6],[21.61818182 19.38181818] ; [7.38181818 6.61818182],0
v1,1,0.719037,0.129417,[36 75] ; [ 9 22],[35.17605634 75.82394366] ; [ 9.82394366 21.17605634],0
s2,1,0.738241,0.111679,[37 78] ; [ 9 22],[36.23287671 78.76712329] ; [ 9.76712329 21.23287671],0
r3,1,0.743975,0.106663,[85 29] ; [24  7],[85.69655172 28.30344828] ; [23.30344828  7.69655172],0
v3,1,0.748308,0.102959,[35 73] ; [11 20],[35.74100719 72.25899281] ; [10.25899281 20.74100719],0
s6,1,0.776974,0.080238,[45 70] ; [13 18],[45.68493151 69.31506849] ; [12.31506849 18.68493151],0
d4,1,0.793851,0.068285,[80 34] ; [21 10],[79.40689655 34.59310345] ; [21.59310345  9.40689655],0
n1,1,0.802695,0.06243,[21 25] ; [5 5],[21.35714286 24.64285714] ; [4.64285714 5.35714286],0
r2,1,0.863477,0.029567,[91 20] ; [25  5],[91.31914894 19.68085106] ; [24.68085106  5.31914894],0
a7,1,0.868638,0.027353,[68 46] ; [19 12],[68.4 45.6] ; [18.6 12.4],0
a5,1,0.877671,0.023692,[65 50] ; [18 13],[65.37671233 49.62328767] ; [17.62328767 13.37671233],0
p1,1,0.940277,0.005613,[  7 108] ; [ 2 29],[  7.0890411 107.9109589] ; [ 1.9109589 29.0890411],0
u4,1,0.945312,0.004705,[  4 111] ; [ 1 30],[  3.93835616 111.06164384] ; [ 1.06164384 29.93835616],0
b5,1,0.984304,0.000387,[67 48] ; [18 13],[66.95205479 48.04794521] ; [18.04794521 12.95205479],0
d3,1,0.988848,0.000195,[59 55] ; [16 15],[58.96551724 55.03448276] ; [16.03448276 14.96551724],0
r1,1,0.990843,0.000132,[70 44] ; [19 12],[69.97241379 44.02758621] ; [19.02758621 11.97241379],0
