Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.045681,3.99333,[31  6] ; [37 20],[26.76595745 10.23404255] ; [41.23404255 15.76595745],0
v2,1,0.051054,3.806513,[27 10] ; [29 26],[22.52173913 14.47826087] ; [33.47826087 21.52173913],0
n2,1,0.1354,2.229478,[6 5] ; [13  3],[7.74074074 3.25925926] ; [11.25925926  4.74074074],0
s4,1,0.139862,2.179479,[ 4 33] ; [13 44],[ 6.69148936 30.30851064] ; [10.30851064 46.69148936],0
p12,1,0.160032,1.97392,[ 4 32] ; [ 2 53],[ 2.37362637 33.62637363] ; [ 3.62637363 51.37362637],0
r3,1,0.161366,1.961378,[32  5] ; [54  3],[33.85106383  3.14893617] ; [52.14893617  4.85106383],0
s8,1,0.203646,1.616034,[16 21] ; [17 39],[13.12903226 23.87096774] ; [19.87096774 36.12903226],0
a8,1,0.214039,1.543896,[ 5 31] ; [ 3 47],[ 3.34883721 32.65116279] ; [ 4.65116279 45.34883721],0
d3,1,0.220185,1.503165,[29  8] ; [38 19],[26.37234043 10.62765957] ; [40.62765957 16.37234043],0
p5,1,0.315013,1.009539,[ 3 33] ; [ 2 55],[ 1.93548387 34.06451613] ; [ 3.06451613 53.93548387],0
u3,1,0.319137,0.992481,[8 6] ; [14  5],[9.33333333 4.66666667] ; [12.66666667  6.33333333],0
s3,1,0.329529,0.950747,[16 21] ; [30 26],[18.30107527 18.69892473] ; [27.69892473 28.30107527],0
d1,1,0.33373,0.934372,[20 17] ; [25 32],[17.71276596 19.28723404] ; [27.28723404 29.71276596],0
p7,1,0.362535,0.829094,[15 20] ; [30 27],[17.11956522 17.88043478] ; [27.88043478 29.11956522],0
s6,1,0.37738,0.779221,[20 16] ; [35 19],[22. 14.] ; [33. 21.],0
b4,1,0.399739,0.709113,[24 13] ; [32 25],[22.04255319 14.95744681] ; [33.95744681 23.04255319],0
b5,1,0.412743,0.670885,[27 10] ; [37 20],[25.19148936 11.80851064] ; [38.80851064 18.19148936],0
p1,1,0.437811,0.602013,[ 5 31] ; [ 5 52],[ 3.87096774 32.12903226] ; [ 6.12903226 50.87096774],0
r2,1,0.4852,0.487153,[34  3] ; [48  7],[32.97826087  4.02173913] ; [49.02173913  5.97826087],0
p10,1,0.492308,0.471477,[21 15] ; [36 19],[22.54945055 13.45054945] ; [34.45054945 20.54945055],0
a6,1,0.499181,0.456677,[24 13] ; [33 24],[22.43617021 14.56382979] ; [34.56382979 22.43617021],0
p8,1,0.514443,0.425019,[17 19] ; [23 34],[15.48387097 20.51612903] ; [24.51612903 32.48387097],0
s5,1,0.517317,0.419238,[11 25] ; [19 32],[12.4137931 23.5862069] ; [17.5862069 33.4137931],0
n6,1,0.523432,0.407125,[22 14] ; [31 26],[20.51612903 15.48387097] ; [32.48387097 24.51612903],0
v4,1,0.554819,0.348754,[33  4] ; [51  4],[33.7826087  3.2173913] ; [50.2173913  4.7826087],0
a4,1,0.576755,0.31151,[16 21] ; [28 29],[17.31914894 19.68085106] ; [26.68085106 30.31914894],0
n1,1,0.579639,0.306818,[3 8] ; [ 6 10],[3.66666667 7.33333333] ; [ 5.33333333 10.66666667],0
a1,1,0.581452,0.303892,[ 3 34] ; [ 3 54],[ 2.36170213 34.63829787] ; [ 3.63829787 53.36170213],0
p3,1,0.585719,0.29708,[14 22] ; [25 31],[15.26086957 20.73913043] ; [23.73913043 32.26086957],0
d2,1,0.593152,0.285448,[15 22] ; [20 37],[13.77659574 23.22340426] ; [21.22340426 35.77659574],0
p6,1,0.595147,0.282377,[10 25] ; [18 35],[11.13636364 23.86363636] ; [16.86363636 36.13636364],0
b2,1,0.60293,0.270599,[8 9] ; [13 20],[7.14 9.86] ; [13.86 19.14],0
b3,1,0.60293,0.270599,[8 9] ; [13 20],[7.14 9.86] ; [13.86 19.14],0
u2,1,0.618402,0.24812,[10  4] ; [12  7],[9.33333333 4.66666667] ; [12.66666667  6.33333333],0
a2,1,0.623507,0.24097,[ 8 29] ; [10 47],[ 7.08510638 29.91489362] ; [10.91489362 46.08510638],0
r4,1,0.652713,0.202496,[30  7] ; [44 13],[29.12765957  7.87234043] ; [44.87234043 12.12765957],0
a3,1,0.65486,0.199827,[23 14] ; [38 19],[24.0106383 12.9893617] ; [36.9893617 20.0106383],0
p9,1,0.695113,0.153606,[25 11] ; [41 15],[25.82608696 10.17391304] ; [40.17391304 15.82608696],0
