Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,104.370762,[238   5] ; [35 32],[213.99677419  29.00322581] ; [59.00322581  7.99677419],1
r2,1,0.0,77.218724,[232   9] ; [37 29],[211.16938111  29.83061889] ; [57.83061889  8.16938111],1
v4,1,0.0,73.262132,[233  10] ; [38 29],[212.42903226  30.57096774] ; [58.57096774  8.42903226],1
r1,1,0.0,67.461848,[193  49] ; [19 50],[164.96463023  77.03536977] ; [47.03536977 21.96463023],1
p11,1,0.0,33.967096,[189  54] ; [29 41],[169.24600639  73.75399361] ; [48.75399361 21.24600639],1
p9,1,0.0,26.958784,[185  52] ; [31 37],[167.84262295  69.15737705] ; [48.15737705 19.84262295],1
p2,1,0.0,26.597518,[189  54] ; [31 37],[171.89710611  71.10289389] ; [48.10289389 19.89710611],1
d4,1,0.0,26.478923,[200  43] ; [36 33],[183.80769231  59.19230769] ; [52.19230769 16.80769231],1
n6,1,0.0,26.184583,[194  48] ; [34 35],[177.414791  64.585209] ; [50.585209 18.414791],1
p10,1,6e-06,20.589522,[172  66] ; [29 39],[156.33333333  81.66666667] ; [44.66666667 23.33333333],1
a6,1,2.3e-05,17.902664,[171  72] ; [30 40],[156.04792332  86.95207668] ; [44.95207668 25.04792332],1
a1,1,2.4e-05,17.809805,[  5 238] ; [10 60],[ 11.64536741 231.35463259] ; [ 3.35463259 66.64536741],1
d3,1,3.1e-05,17.372808,[165  77] ; [28 41],[150.18006431  91.81993569] ; [42.81993569 26.18006431],1
d1,1,6.8e-05,15.872261,[128 115] ; [18 52],[113.34824281 129.65175719] ; [32.65175719 37.34824281],1
a5,1,0.000373,12.661855,[155  88] ; [28 42],[142.07348243 100.92651757] ; [40.92651757 29.07348243],1
a7,1,0.000397,12.547619,[176  66] ; [34 34],[163.93548387  78.06451613] ; [46.06451613 21.93548387],1
d5,1,0.000405,12.510796,[184  58] ; [38 32],[172.19230769  69.80769231] ; [49.80769231 20.19230769],1
s6,1,0.001529,10.043,[115 122] ; [19 51],[103.44625407 133.55374593] ; [30.55374593 39.44625407],0
s8,1,0.004638,8.01549,[ 38 204] ; [ 2 68],[ 31.02564103 210.97435897] ; [ 8.97435897 61.02564103],0
u3,1,0.004663,8.005568,[48 45] ; [ 9 28],[40.77692308 52.22307692] ; [16.22307692 20.77692308],0
b1,1,0.006249,7.477017,[ 72 171] ; [33 37],[ 81.51757188 161.48242812] ; [23.48242812 46.51757188],0
p7,1,0.006414,7.430076,[111 125] ; [19 48],[101.25412541 134.74587459] ; [28.74587459 38.25412541],0
p8,1,0.007572,7.132019,[ 89 148] ; [14 55],[ 79.7745098 157.2254902] ; [23.2254902 45.7745098],0
n2,1,0.008726,6.877971,[54 16] ; [17 16],[48.25242718 21.74757282] ; [22.74757282 10.25242718],0
s2,1,0.01118,6.436533,[ 70 168] ; [10 60],[ 61.81818182 176.18181818] ; [18.18181818 51.81818182],0
s3,1,0.012632,6.219928,[ 91 146] ; [15 53],[ 82.36721311 154.63278689] ; [23.63278689 44.36721311],0
v1,1,0.013188,6.143665,[101 136] ; [18 51],[ 92.16666667 144.83333333] ; [26.83333333 42.16666667],0
p4,1,0.019695,5.438723,[ 80 159] ; [13 56],[ 72.16558442 166.83441558] ; [20.83441558 48.16558442],0
b5,1,0.024431,5.063791,[164  79] ; [37 33],[156.04792332  86.95207668] ; [44.95207668 25.04792332],0
n3,1,0.024775,5.039526,[51 18] ; [17 16],[46. 23.] ; [22. 11.],0
p6,1,0.025863,4.965158,[ 49 189] ; [ 6 62],[ 42.77777778 195.22222222] ; [12.22222222 55.77777778],0
n4,1,0.038647,4.2763,[156  86] ; [35 34],[148.62379421  93.37620579] ; [42.37620579 26.62379421],0
v3,1,0.057084,3.62014,[ 67 162] ; [12 56],[ 60.91245791 168.08754209] ; [18.08754209 49.91245791],0
a3,1,0.06197,3.483856,[148  94] ; [33 35],[141.29677419 100.70322581] ; [39.70322581 28.29677419],0
a8,1,0.086153,2.944827,[ 28 203] ; [ 3 61],[ 24.27457627 206.72542373] ; [ 6.72542373 57.27457627],0
v2,1,0.097681,2.743,[103 124] ; [22 43],[ 97.17465753 129.82534247] ; [27.82534247 37.17465753],0
s1,1,0.115507,2.47721,[  5 229] ; [ 4 65],[  6.95049505 227.04950495] ; [ 2.04950495 66.95049505],0
s5,1,0.124525,2.359469,[ 45 187] ; [ 8 62],[ 40.71523179 191.28476821] ; [12.28476821 57.71523179],0
a2,1,0.133945,2.246177,[ 38 205] ; [ 6 64],[ 34.15974441 208.84025559] ; [ 9.84025559 60.15974441],0
n5,1,0.315758,1.006438,[155  85] ; [40 29],[151.45631068  88.54368932] ; [43.54368932 25.45631068],0
p1,1,0.370313,0.802615,[ 11 231] ; [ 5 64],[ 12.45016077 229.54983923] ; [ 3.54983923 65.45016077],0
