Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000115,14.87281,[40 86] ; [13  3],[47.02816901 78.97183099] ; [ 5.97183099 10.02816901],1
s3,1,0.00033,12.893681,[37 88] ; [12  4],[43.43971631 81.56028369] ; [ 5.56028369 10.43971631],1
p4,1,0.005796,7.612519,[42 84] ; [11  5],[47.02816901 78.97183099] ; [ 5.97183099 10.02816901],0
s2,1,0.006998,7.273558,[31 97] ; [9 7],[35.55555556 92.44444444] ; [ 4.44444444 11.55555556],0
r4,1,0.011252,6.425097,[61 67] ; [13  3],[65.77777778 62.22222222] ; [8.22222222 7.77777778],0
p6,1,0.016617,5.736336,[ 22 101] ; [7 9],[25.6618705 97.3381295] ; [ 3.3381295 12.6618705],0
d1,1,0.064585,3.41556,[42 86] ; [9 7],[45.33333333 82.66666667] ; [ 5.66666667 10.33333333],0
p3,1,0.068406,3.320857,[35 91] ; [8 8],[38.15492958 87.84507042] ; [ 4.84507042 11.15492958],0
b3,1,0.073708,3.198462,[24 42] ; [ 1 10],[21.42857143 44.57142857] ; [3.57142857 7.42857143],0
b2,1,0.073708,3.198462,[24 42] ; [ 1 10],[21.42857143 44.57142857] ; [3.57142857 7.42857143],0
p11,1,0.07966,3.071834,[75 53] ; [13  3],[78.22222222 49.77777778] ; [9.77777778 6.22222222],0
n1,1,0.126506,2.334869,[11 32] ; [2 1],[12.15217391 30.84782609] ; [0.84782609 2.15217391],0
d2,1,0.126759,2.33175,[46 80] ; [9 7],[48.8028169 77.1971831] ; [6.1971831 9.8028169],0
v1,1,0.127216,2.326156,[39 87] ; [8 8],[41.70422535 84.29577465] ; [ 5.29577465 10.70422535],0
s5,1,0.137986,2.20028,[ 17 108] ; [ 4 10],[ 18.88489209 106.11510791] ; [ 2.11510791 11.88489209],0
u3,1,0.139865,2.179439,[19 43] ; [5 4],[20.95774648 41.04225352] ; [3.04225352 5.95774648],0
v2,1,0.150009,2.072155,[39 87] ; [7 7],[41.4 84.6] ; [4.6 9.4],0
p8,1,0.196666,1.666961,[42 83] ; [8 8],[44.32624113 80.67375887] ; [ 5.67375887 10.32624113],0
s4,1,0.210506,1.567944,[ 17 111] ; [ 4 12],[ 18.66666667 109.33333333] ; [ 2.33333333 13.66666667],0
p10,1,0.22697,1.45975,[73 50] ; [12  4],[75.21582734 47.78417266] ; [9.78417266 6.21582734],0
a2,1,0.437485,0.602871,[  9 119] ; [ 2 14],[  9.77777778 118.22222222] ; [ 1.22222222 14.77777778],0
s1,1,0.479888,0.499118,[  4 124] ; [ 1 14],[  4.47552448 123.52447552] ; [ 0.52447552 14.47552448],0
a4,1,0.49162,0.472979,[37 90] ; [ 6 10],[38.18881119 88.81118881] ; [ 4.81118881 11.18881119],0
a8,1,0.513849,0.426221,[ 10 111] ; [ 2 13],[ 10.67647059 110.32352941] ; [ 1.32352941 13.67647059],0
n3,1,0.567328,0.327174,[26 17] ; [3 1],[26.53191489 16.46808511] ; [2.46808511 1.53191489],0
a3,1,0.575304,0.313888,[65 62] ; [7 9],[63.94405594 63.05594406] ; [8.05594406 7.94405594],0
p7,1,0.605876,0.266225,[54 71] ; [8 8],[54.96453901 70.03546099] ; [7.03546099 8.96453901],0
d5,1,0.609452,0.260974,[79 48] ; [11  5],[79.93006993 47.06993007] ; [10.06993007  5.93006993],0
p2,1,0.62012,0.245699,[78 47] ; [11  5],[78.90070922 46.09929078] ; [10.09929078  5.90070922],0
b5,1,0.625034,0.238855,[80 48] ; [11  5],[80.88888889 47.11111111] ; [10.11111111  5.88888889],0
n2,1,0.626902,0.236286,[27 16] ; [3 1],[27.44680851 15.55319149] ; [2.55319149 1.44680851],0
p9,1,0.65653,0.197766,[87 38] ; [12  4],[87.76595745 37.23404255] ; [11.23404255  4.76595745],0
v4,1,0.662908,0.19001,[97 30] ; [13  3],[97.69230769 29.30769231] ; [12.30769231  3.69230769],0
p12,1,0.66365,0.189119,[  5 122] ; [ 1 15],[  5.32867133 121.67132867] ; [ 0.67132867 15.32867133],0
p1,1,0.67489,0.175935,[ 12 115] ; [ 1 15],[ 11.54545455 115.45454545] ; [ 1.45454545 14.54545455],0
b1,1,0.67855,0.171762,[57 71] ; [8 8],[57.77777778 70.22222222] ; [7.22222222 8.77777778],0
a6,1,0.723443,0.125217,[66 62] ; [9 7],[66.66666667 61.33333333] ; [8.33333333 7.66666667],0
n6,1,0.730408,0.118737,[90 37] ; [12  4],[90.58741259 36.41258741] ; [11.41258741  4.58741259],0
u2,1,0.742183,0.108218,[24 38] ; [4 5],[24.45070423 37.54929577] ; [3.54929577 5.45070423],0
n4,1,0.76452,0.089731,[75 53] ; [10  6],[75.55555556 52.44444444] ; [9.44444444 6.55555556],0
a5,1,0.767734,0.087226,[59 69] ; [8 8],[59.55555556 68.44444444] ; [7.44444444 8.55555556],0
