Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,199.687316,[ 35 232] ; [226  90],[119.53173242 147.46826758] ; [141.46826758 174.53173242],1
d4,1,0.0,158.878621,[150 117] ; [311   4],[211.48969072  55.51030928] ; [249.51030928  65.48969072],1
d5,1,0.0,153.948896,[147 119] ; [309   7],[208.41237113  57.58762887] ; [247.58762887  68.41237113],1
d3,1,0.0,151.147002,[108 157] ; [281  35],[177.42685026  87.57314974] ; [211.57314974 104.42685026],1
a2,1,0.0,64.94313,[ 16 251] ; [105 212],[ 55.32020548 211.67979452] ; [ 65.67979452 251.32020548],1
a4,1,0.0,60.412721,[ 62 204] ; [174 142],[107.86254296 158.13745704] ; [128.13745704 187.86254296],1
u1,1,0.0,57.39082,[  7 260] ; [ 79 238],[ 39.31849315 227.68150685] ; [ 46.68150685 270.31849315],1
a5,1,0.0,47.057329,[144 123] ; [255  62],[182.41952055  84.58047945] ; [216.58047945 100.41952055],1
a3,1,0.0,36.299866,[144 123] ; [245  71],[178.15265866  88.84734134] ; [210.84734134 105.15265866],1
r1,1,1.6e-05,18.594738,[185  81] ; [267  49],[206.58419244  59.41580756] ; [245.41580756  70.58419244],1
a6,1,4.9e-05,16.484446,[162 105] ; [241  75],[184.56432247  82.43567753] ; [218.43567753  97.56432247],1
a7,1,0.000177,14.062416,[176  89] ; [254  63],[195.79037801  69.20962199] ; [234.20962199  82.79037801],1
n4,1,0.000415,12.464742,[179  87] ; [254  63],[197.56089194  68.43910806] ; [235.43910806  81.56089194],1
v2,1,0.000675,11.556911,[117 135] ; [185 119],[136.87769784 115.12230216] ; [165.12230216 138.87769784],1
s8,1,0.001091,10.666265,[ 76 191] ; [131 185],[ 94.80102916 172.19897084] ; [112.19897084 203.80102916],0
r2,1,0.001111,10.633473,[235  30] ; [299  13],[245.25129983  19.74870017] ; [288.74870017  23.25129983],0
p4,1,0.003481,8.536487,[126 139] ; [188 127],[143.46551724 121.53448276] ; [170.53448276 144.46551724],0
u4,1,0.005379,7.747408,[  1 266] ; [ 12 305],[  5.94349315 261.05650685] ; [  7.05650685 309.94349315],0
s2,1,0.005452,7.72295,[ 87 178] ; [139 176],[103.25862069 161.74137931] ; [122.74137931 192.25862069],0
v3,1,0.005979,7.556575,[ 80 182] ; [124 173],[ 95.61359571 166.38640429] ; [108.38640429 188.61359571],0
s7,1,0.010058,6.624637,[ 84 169] ; [133 170],[ 98.74280576 154.25719424] ; [118.25719424 184.74280576],0
n6,1,0.026444,4.926765,[203  62] ; [266  51],[213.54810997  51.45189003] ; [255.45189003  61.54810997],0
p6,1,0.032926,4.549649,[ 67 197] ; [104 206],[ 78.64808362 185.35191638] ; [ 92.35191638 217.64808362],0
p9,1,0.032938,4.548991,[201  64] ; [259  53],[211.26516464  53.73483536] ; [248.73483536  63.26516464],0
n2,1,0.037699,4.318552,[48 13] ; [46 28],[42.47407407 18.52592593] ; [51.52592593 22.47407407],0
r4,1,0.039023,4.259859,[231  36] ; [291  26],[238.65410959  28.34589041] ; [283.34589041  33.65410959],0
n3,1,0.044812,4.025701,[49 11] ; [49 25],[43.88059701 16.11940299] ; [54.11940299 19.88059701],0
v4,1,0.051294,3.798661,[244  21] ; [303  13],[249.49225473  15.50774527] ; [297.50774527  18.49225473],0
u2,1,0.065314,3.397016,[62 58] ; [47 25],[68.125 51.875] ; [40.875 31.125],0
p8,1,0.068116,3.327845,[114 150] ; [158 153],[124.88347826 139.11652174] ; [147.11652174 163.88347826],0
p12,1,0.089832,2.877386,[  8 255] ; [ 19 296],[ 12.28546713 250.71453287] ; [ 14.71453287 300.28546713],0
s6,1,0.157719,1.995963,[141 124] ; [186 129],[149.40517241 115.59482759] ; [177.59482759 137.40517241],0
u3,1,0.16605,1.918248,[61 59] ; [44 28],[65.625 54.375] ; [39.375 32.625],0
b4,1,0.196012,1.67184,[145 122] ; [189 128],[152.70205479 114.29794521] ; [181.29794521 135.70205479],0
p3,1,0.216901,1.524754,[108 159] ; [143 171],[115.34767642 151.65232358] ; [135.65232358 178.34767642],0
p10,1,0.236014,1.404248,[193  70] ; [243  70],[199.07638889  63.92361111] ; [236.92361111  76.07638889],0
a1,1,0.245878,1.346574,[  7 260] ; [ 14 303],[  9.6010274 257.3989726] ; [ 11.3989726 305.6010274],0
b2,1,0.267905,1.227442,[ 46 106] ; [ 69 123],[ 50.81395349 101.18604651] ; [ 64.18604651 127.81395349],0
b3,1,0.267905,1.227442,[ 46 106] ; [ 69 123],[ 50.81395349 101.18604651] ; [ 64.18604651 127.81395349],0
v1,1,0.281309,1.160754,[119 140] ; [155 152],[125.38162544 133.61837456] ; [148.61837456 158.38162544],0
p2,1,0.285178,1.142248,[211  55] ; [260  54],[216.01034483  49.98965517] ; [254.98965517  59.01034483],0
p11,1,0.28591,1.138781,[206  61] ; [256  61],[211.22260274  55.77739726] ; [250.77739726  66.22260274],0
n5,1,0.295412,1.094793,[181  82] ; [230  86],[186.68911917  76.31088083] ; [224.31088083  91.68911917],0
b1,1,0.353022,0.862564,[106 161] ; [114 203],[100.58219178 166.41780822] ; [119.41780822 197.58219178],0
a8,1,0.362238,0.83012,[ 30 222] ; [ 41 240],[ 33.5684803 218.4315197] ; [ 37.4315197 243.5684803],0
