Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,34.650227,[ 9 32] ; [102  38],[25.14364641 15.85635359] ; [85.85635359 54.14364641],1
p6,1,2.9e-05,17.509683,[11 31] ; [88 52],[22.84615385 19.15384615] ; [76.15384615 63.84615385],1
p4,1,6.9e-05,15.83203,[20 22] ; [110  29],[30.16574586 11.83425414] ; [99.83425414 39.16574586],1
p2,1,0.000219,13.657342,[29 13] ; [128  12],[36.23076923  5.76923077] ; [120.76923077  19.23076923],1
p3,1,0.000419,12.444426,[16 26] ; [95 44],[25.75690608 16.24309392] ; [85.24309392 53.75690608],1
p9,1,0.001328,10.302557,[33  8] ; [134   6],[37.82872928  3.17127072] ; [129.17127072  10.82872928],0
p11,1,0.004028,8.271174,[26 16] ; [116  24],[32.76923077  9.23076923] ; [109.23076923  30.76923077],0
v1,1,0.011285,6.419902,[19 23] ; [93 46],[25.98895028 16.01104972] ; [86.01104972 52.98895028],0
b5,1,0.011505,6.385615,[30 12] ; [69 71],[22.84615385 19.15384615] ; [76.15384615 63.84615385],0
s1,1,0.016763,5.720976,[ 5 36] ; [  4 134],[ 2.06145251 38.93854749] ; [  6.93854749 131.06145251],0
p5,1,0.026261,4.938779,[ 4 38] ; [ 36 104],[ 9.23076923 32.76923077] ; [ 30.76923077 109.23076923],0
b4,1,0.035859,4.403804,[31 11] ; [78 62],[25.15384615 16.84615385] ; [83.84615385 56.15384615],0
a5,1,0.045267,4.008664,[30 12] ; [119  21],[34.38461538  7.61538462] ; [114.61538462  25.38461538],0
n6,1,0.046276,3.971517,[34  8] ; [124  11],[37.49152542  4.50847458] ; [120.50847458  14.49152542],0
r1,1,0.048635,3.887913,[32 10] ; [122  16],[35.93333333  6.06666667] ; [118.06666667  19.93333333],0
n5,1,0.052836,3.749094,[30 12] ; [116  21],[34.25698324  7.74301676] ; [111.74301676  25.25698324],0
p10,1,0.059212,3.55931,[34  8] ; [127  12],[37.35911602  4.64088398] ; [123.64088398  15.35911602],0
n4,1,0.091872,2.841265,[32 10] ; [120  18],[35.46666667  6.53333333] ; [116.53333333  21.46666667],0
d2,1,0.124089,2.364936,[28 14] ; [74 65],[23.66850829 18.33149171] ; [78.33149171 60.66850829],0
d3,1,0.150313,2.06907,[27 15] ; [105  34],[30.62983425 11.37016575] ; [101.37016575  37.62983425],0
b1,1,0.159982,1.974399,[21 21] ; [53 87],[17.07692308 24.92307692] ; [56.92307692 83.07692308],0
a8,1,0.162002,1.955442,[ 3 33] ; [ 23 105],[ 5.70731707 30.29268293] ; [ 20.29268293 107.70731707],0
n2,1,0.193348,1.691918,[11  4] ; [30  4],[12.55102041  2.44897959] ; [28.44897959  5.55102041],0
a1,1,0.256031,1.290094,[ 1 41] ; [ 10 130],[ 2.53846154 39.46153846] ; [  8.46153846 131.53846154],0
v3,1,0.264132,1.24697,[17 23] ; [73 66],[20.11173184 19.88826816] ; [69.88826816 69.11173184],0
v2,1,0.273915,1.197037,[23 18] ; [91 48],[25.96666667 15.03333333] ; [88.03333333 50.96666667],0
s8,1,0.304096,1.056143,[28 13] ; [106  33],[30.52222222 10.47777778] ; [103.47777778  35.52222222],0
a6,1,0.335056,0.929257,[23 19] ; [87 51],[25.66666667 16.33333333] ; [84.33333333 53.66666667],0
p1,1,0.35801,0.844861,[ 4 38] ; [ 21 118],[ 5.80110497 36.19889503] ; [ 19.19889503 119.80110497],0
n1,1,0.370898,0.800654,[10  5] ; [18 16],[8.57142857 6.42857143] ; [19.42857143 14.57142857],0
r4,1,0.38292,0.761307,[38  4] ; [132   8],[39.23076923  2.76923077] ; [130.76923077   9.23076923],0
a7,1,0.413908,0.667546,[31 11] ; [94 46],[28.84615385 13.15384615] ; [96.15384615 43.84615385],0
p12,1,0.529326,0.395686,[ 7 35] ; [ 18 122],[ 5.76923077 36.23076923] ; [ 19.23076923 120.76923077],0
u3,1,0.55081,0.355867,[6 1] ; [18  6],[5.41935484 1.58064516] ; [18.58064516  5.41935484],0
v4,1,0.555834,0.346969,[40  2] ; [134   4],[40.6  1.4] ; [133.4   4.6],0
d1,1,0.650199,0.20565,[26 16] ; [92 48],[27.23076923 14.76923077] ; [90.76923077 49.23076923],0
s3,1,0.659247,0.19444,[32  9] ; [112  26],[32.98324022  8.01675978] ; [111.01675978  26.98324022],0
b2,1,0.679362,0.170845,[12 17] ; [43 51],[12.96747967 16.03252033] ; [42.03252033 51.96747967],0
b3,1,0.679362,0.170845,[12 17] ; [43 51],[12.96747967 16.03252033] ; [42.03252033 51.96747967],0
r2,1,0.694545,0.154209,[41  1] ; [133   5],[40.6  1.4] ; [133.4   4.6],0
s4,1,0.717536,0.130866,[13 28] ; [40 99],[12.07222222 28.92777778] ; [40.92777778 98.07222222],0
s6,1,0.749873,0.101637,[39  3] ; [130   8],[39.43333333  2.56666667] ; [129.56666667   8.43333333],0
s2,1,0.806606,0.05993,[35  7] ; [118  21],[35.50276243  6.49723757] ; [117.49723757  21.50276243],0
a2,1,0.858915,0.031597,[12 30] ; [42 98],[12.46153846 29.53846154] ; [41.53846154 98.46153846],0
u4,1,0.86848,0.02742,[ 1 41] ; [  4 136],[ 1.15384615 40.84615385] ; [  3.84615385 136.15384615],0
a4,1,0.87096,0.026386,[21 21] ; [72 68],[21.46153846 20.53846154] ; [71.53846154 68.46153846],0
d5,1,0.882295,0.021922,[36  6] ; [117  21],[35.7  6.3] ; [117.3  20.7],0
u2,1,0.924953,0.008873,[5 2] ; [16  7],[4.9 2.1] ; [16.1  6.9],0
u1,1,0.950688,0.003825,[11 31] ; [ 36 104],[10.84615385 31.15384615] ; [ 36.15384615 103.84615385],0
n3,1,0.953573,0.00339,[10  4] ; [24 10],[9.91666667 4.08333333] ; [24.08333333  9.91666667],0
d4,1,0.97334,0.001117,[36  6] ; [118  20],[35.93333333  6.06666667] ; [118.06666667  19.93333333],0
a3,1,0.985389,0.000335,[35  7] ; [116  23],[35.03867403  6.96132597] ; [115.96132597  23.03867403],0
