Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000133,14.597647,[2 6] ; [105  23],[6.29411765 1.70588235] ; [100.70588235  27.29411765],1
s6,1,0.000291,13.124981,[1 7] ; [93 34],[5.57037037 2.42962963] ; [88.42962963 38.57037037],1
r1,1,0.000949,10.923737,[2 6] ; [100  29],[5.95620438 2.04379562] ; [96.04379562 32.95620438],1
v4,1,0.001487,10.094494,[5 3] ; [122   8],[7.36231884 0.63768116] ; [119.63768116  10.36231884],0
a5,1,0.005807,7.609295,[2 6] ; [93 37],[5.50724638 2.49275362] ; [89.49275362 40.50724638],0
a1,1,0.008135,7.003607,[2 6] ; [  5 125],[0.4057971 7.5942029] ; [  6.5942029 123.4057971],0
r3,1,0.019107,5.49172,[5 3] ; [116  13],[7.06569343 0.93430657] ; [113.93430657  15.06569343],0
a7,1,0.019802,5.429231,[3 5] ; [97 32],[5.83941606 2.16058394] ; [94.16058394 34.83941606],0
a6,1,0.026079,4.950746,[2 6] ; [83 46],[4.96350365 3.03649635] ; [80.03649635 48.96350365],0
n2,1,0.031962,4.600556,[1 3] ; [34 11],[2.85714286 1.14285714] ; [32.14285714 12.85714286],0
a4,1,0.037423,4.331039,[1 7] ; [65 64],[3.8540146 4.1459854] ; [62.1459854 66.8540146],0
s2,1,0.046122,3.977148,[2 6] ; [79 51],[4.69565217 3.30434783] ; [76.30434783 53.69565217],0
d3,1,0.048017,3.909374,[3 5] ; [90 37],[5.51111111 2.48888889] ; [87.48888889 39.51111111],0
s3,1,0.05057,3.822452,[2 6] ; [77 51],[4.64705882 3.35294118] ; [74.35294118 53.64705882],0
n6,1,0.061129,3.506494,[3 4] ; [96 32],[5.13333333 1.86666667] ; [93.86666667 34.13333333],0
n4,1,0.077203,3.122826,[3 5] ; [87 41],[5.29411765 2.70588235] ; [84.70588235 43.29411765],0
p3,1,0.085216,2.962493,[1 7] ; [56 73],[3.32846715 4.67153285] ; [53.67153285 75.32846715],0
p7,1,0.102666,2.663628,[2 6] ; [70 58],[4.23529412 3.76470588] ; [67.76470588 60.23529412],0
s5,1,0.106346,2.607702,[1 7] ; [50 71],[3.1627907 4.8372093] ; [47.8372093 73.1627907],0
v3,1,0.188328,1.730646,[1 7] ; [44 81],[2.70676692 5.29323308] ; [42.29323308 82.70676692],0
a8,1,0.212106,1.556991,[2 5] ; [ 14 101],[0.91803279 6.08196721] ; [15.08196721 99.91803279],0
u3,1,0.252069,1.311801,[1 3] ; [22 18],[2.09090909 1.90909091] ; [20.90909091 19.09090909],0
a3,1,0.25599,1.290316,[4 4] ; [88 39],[5.45185185 2.54814815] ; [86.54814815 40.45185185],0
s8,1,0.259825,1.269688,[2 6] ; [59 71],[3.53623188 4.46376812] ; [57.46376812 72.53623188],0
s7,1,0.293507,1.103466,[3 5] ; [69 53],[4.43076923 3.56923077] ; [67.56923077 54.43076923],0
p10,1,0.300186,1.073368,[5 3] ; [101  28],[6.18978102 1.81021898] ; [99.81021898 29.18978102],0
n5,1,0.318835,0.99372,[4 4] ; [86 42],[5.29411765 2.70588235] ; [84.70588235 43.29411765],0
p2,1,0.329919,0.949216,[5 3] ; [100  29],[6.13138686 1.86861314] ; [98.86861314 30.13138686],0
p4,1,0.403358,0.698293,[3 5] ; [68 61],[4.1459854 3.8540146] ; [66.8540146 62.1459854],0
u2,1,0.441322,0.592842,[1 3] ; [18 22],[1.72727273 2.27272727] ; [17.27272727 22.72727273],0
s1,1,0.490267,0.475941,[1 7] ; [  8 120],[0.52941176 7.47058824] ; [  8.47058824 119.52941176],0
v1,1,0.506029,0.442271,[3 5] ; [64 65],[3.91240876 4.08759124] ; [63.08759124 65.91240876],0
b3,1,0.522086,0.409771,[2 3] ; [16 44],[1.38461538 3.61538462] ; [16.61538462 43.38461538],0
b2,1,0.522086,0.409771,[2 3] ; [16 44],[1.38461538 3.61538462] ; [16.61538462 43.38461538],0
p8,1,0.567719,0.326513,[2 6] ; [45 84],[2.74452555 5.25547445] ; [44.25547445 84.74452555],0
b5,1,0.698344,0.150201,[6 2] ; [89 41],[5.50724638 2.49275362] ; [89.49275362 40.50724638],0
b4,1,0.756968,0.095768,[5 3] ; [74 56],[4.57971014 3.42028986] ; [74.42028986 55.57971014],0
d4,1,0.784517,0.074768,[6 2] ; [102  27],[6.30656934 1.69343066] ; [101.69343066  27.30656934],0
