Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,74.809593,[ 41 102] ; [220  86],[83.1247216 59.8752784] ; [177.8752784 128.1247216],1
p6,1,0.0,51.359529,[ 26 115] ; [166 138],[60.83595506 80.16404494] ; [131.16404494 172.83595506],1
p3,1,0.0,31.265932,[54 89] ; [202 105],[81.35111111 61.64888889] ; [174.64888889 132.35111111],1
p4,1,0.0,25.918807,[72 72] ; [228  79],[95.78713969 48.21286031] ; [204.21286031 102.78713969],1
p2,1,8e-06,20.019788,[109  35] ; [281  27],[124.24778761  19.75221239] ; [265.75221239  42.24778761],1
n5,1,1e-05,19.433975,[99 45] ; [265  42],[116.22172949  27.77827051] ; [247.77827051  59.22172949],1
p10,1,4.6e-05,16.60932,[106  37] ; [271  33],[120.60626398  22.39373602] ; [256.39373602  47.60626398],1
p11,1,0.000795,11.252918,[104  40] ; [264  45],[116.98013245  27.01986755] ; [251.01986755  57.98013245],1
s8,1,0.000921,10.980336,[55 87] ; [170 136],[71.31696429 70.68303571] ; [153.68303571 152.31696429],1
n4,1,0.005458,7.721235,[105  39] ; [258  49],[115.90243902  28.09756098] ; [247.09756098  59.90243902],0
s7,1,0.006997,7.273657,[58 78] ; [167 128],[70.99767981 65.00232019] ; [154.00232019 140.99767981],0
n6,1,0.007237,7.213087,[115  29] ; [273  33],[124.16  19.84] ; [263.84  42.16],0
s5,1,0.007376,7.179155,[40 93] ; [132 170],[52.58850575 80.41149425] ; [119.41149425 182.58850575],0
a3,1,0.007836,7.070543,[95 48] ; [240  67],[106.45555556  36.54444444] ; [228.54444444  78.45555556],0
r4,1,0.0106,6.531186,[129  15] ; [296  13],[135.09933775   8.90066225] ; [289.90066225  19.09933775],0
d4,1,0.025356,4.999417,[114  30] ; [268  39],[121.96895787  22.03104213] ; [260.03104213  46.96895787],0
r1,1,0.03492,4.449074,[113  31] ; [265  42],[120.69179601  23.30820399] ; [257.30820399  49.69179601],0
a1,1,0.037049,4.34816,[  3 141] ; [ 21 288],[  7.62913907 136.37086093] ; [ 16.37086093 292.62913907],0
v3,1,0.041925,4.138245,[58 78] ; [160 141],[67.84439359 68.15560641] ; [150.15560641 150.84439359],0
p5,1,0.050305,3.831252,[ 14 128] ; [ 52 256],[ 20.82666667 121.17333333] ; [ 45.17333333 262.82666667],0
d1,1,0.052546,3.75829,[80 64] ; [201 108],[89.32450331 54.67549669] ; [191.67549669 117.32450331],0
a8,1,0.06397,3.431335,[ 14 114] ; [ 50 225],[ 20.32754342 107.67245658] ; [ 43.67245658 231.32754342],0
r3,1,0.068392,3.321192,[136   8] ; [302   7],[139.23178808   4.76821192] ; [298.76821192  10.23178808],0
