Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,24.923077,[34  5] ; [15 30],[22.75 16.25] ; [26.25 18.75],1
s5,1,3.3e-05,17.244579,[17 23] ; [ 2 42],[ 9.04761905 30.95238095] ; [ 9.95238095 34.04761905],1
s7,1,0.000132,14.611961,[27 12] ; [12 32],[18.3253012 20.6746988] ; [20.6746988 23.3253012],1
s6,1,0.003122,8.735024,[30 10] ; [20 26],[23.25581395 16.74418605] ; [26.74418605 19.25581395],0
d4,1,0.008606,6.9028,[27 13] ; [18 28],[20.93023256 19.06976744] ; [24.06976744 21.93023256],0
d3,1,0.010927,6.47708,[24 16] ; [15 31],[18.13953488 21.86046512] ; [20.86046512 25.13953488],0
s8,1,0.022118,5.236514,[20 20] ; [12 34],[14.88372093 25.11627907] ; [17.11627907 28.88372093],0
n5,1,0.023813,5.108173,[35  5] ; [30 15],[30.58823529  9.41176471] ; [34.41176471 10.58823529],0
p5,1,0.028944,4.770955,[ 9 30] ; [ 3 43],[ 5.50588235 33.49411765] ; [ 6.49411765 39.50588235],0
p4,1,0.053462,3.729418,[24 16] ; [18 28],[19.53488372 20.46511628] ; [22.46511628 23.53488372],0
a4,1,0.07069,3.266932,[ 6 34] ; [14 30],[ 9.52380952 30.47619048] ; [10.47619048 33.52380952],0
d1,1,0.089828,2.877453,[ 6 34] ; [ 2 44],[ 3.72093023 36.27906977] ; [ 4.27906977 41.72093023],0
a8,1,0.149289,2.079497,[ 7 31] ; [ 3 37],[ 4.87179487 33.12820513] ; [ 5.12820513 34.87179487],0
r4,1,0.17491,1.840353,[35  5] ; [35 11],[32.55813953  7.44186047] ; [37.44186047  8.55813953],0
p10,1,0.243047,1.362835,[32  8] ; [31 14],[29.64705882 10.35294118] ; [33.35294118 11.64705882],0
n3,1,0.317311,1.0,[5 4] ; [7 2],[6. 3.] ; [6. 3.],0
a3,1,0.335573,0.927273,[28 12] ; [27 18],[25.88235294 14.11764706] ; [29.11764706 15.88235294],0
s4,1,0.341093,0.90632,[ 5 35] ; [ 3 43],[ 3.72093023 36.27906977] ; [ 4.27906977 41.72093023],0
a5,1,0.352821,0.863284,[24 16] ; [23 23],[21.86046512 18.13953488] ; [25.13953488 20.86046512],0
v3,1,0.374998,0.787037,[18 22] ; [16 29],[16. 24.] ; [18. 27.],0
u1,1,0.377045,0.780315,[ 1 39] ; [ 3 43],[ 1.86046512 38.13953488] ; [ 2.13953488 43.86046512],0
b2,1,0.384987,0.754717,[14 19] ; [15 13],[15.68852459 17.31147541] ; [13.31147541 14.68852459],0
b3,1,0.384987,0.754717,[14 19] ; [15 13],[15.68852459 17.31147541] ; [13.31147541 14.68852459],0
a2,1,0.402215,0.701694,[ 3 37] ; [ 6 40],[ 4.18604651 35.81395349] ; [ 4.81395349 41.18604651],0
v4,1,0.404478,0.694974,[36  3] ; [39  6],[34.82142857  4.17857143] ; [40.17857143  4.82142857],0
u3,1,0.440495,0.594992,[8 4] ; [10  9],[6.96774194 5.03225806] ; [11.03225806  7.96774194],0
