Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,64.566127,[70 37] ; [ 16 103],[40.71681416 66.28318584] ; [45.28318584 73.71681416],1
s6,1,1e-06,25.240268,[75 31] ; [43 73],[56.34234234 49.65765766] ; [61.65765766 54.34234234],1
p7,1,7.2e-05,15.764215,[67 34] ; [47 72],[52.33636364 48.66363636] ; [61.66363636 57.33636364],1
s7,1,0.000433,12.384042,[47 53] ; [28 88],[34.72222222 65.27777778] ; [40.27777778 75.72222222],1
s8,1,0.00382,8.367259,[36 71] ; [20 98],[26.63111111 80.36888889] ; [29.36888889 88.63111111],0
v4,1,0.007987,7.036454,[97  8] ; [96 24],[90.06666667 14.93333333] ; [102.93333333  17.06666667],0
s5,1,0.008257,6.976836,[33 71] ; [19 96],[24.69406393 79.30593607] ; [27.30593607 87.69406393],0
s4,1,0.009205,6.782642,[29 77] ; [ 16 103],[21.2 84.8] ; [23.8 95.2],0
b3,1,0.011438,6.396042,[12 50] ; [27 41],[18.6 43.4] ; [20.4 47.6],0
b2,1,0.011438,6.396042,[12 50] ; [27 41],[18.6 43.4] ; [20.4 47.6],0
p2,1,0.012296,6.267632,[87 19] ; [81 39],[78.79646018 27.20353982] ; [89.20353982 30.79646018],0
r4,1,0.014114,6.023846,[86 21] ; [79 41],[77.7753304 29.2246696] ; [87.2246696 32.7753304],0
r3,1,0.032826,4.554845,[95 12] ; [93 26],[89.00884956 17.99115044] ; [98.99115044 20.00884956],0
p4,1,0.033976,4.495897,[55 51] ; [45 74],[47.11111111 58.88888889] ; [52.88888889 66.11111111],0
r1,1,0.043532,4.074616,[68 38] ; [61 59],[60.50442478 45.49557522] ; [68.49557522 51.50442478],0
p11,1,0.054532,3.69635,[78 29] ; [73 47],[71.17621145 35.82378855] ; [79.82378855 40.17621145],0
n2,1,0.092268,2.834351,[23  5] ; [24 14],[19.93939394  8.06060606] ; [27.06060606 10.93939394],0
r2,1,0.115469,2.477729,[93 14] ; [94 25],[88.53539823 18.46460177] ; [98.46460177 20.53539823],0
d3,1,0.129937,2.293256,[42 65] ; [35 83],[36.61777778 70.38222222] ; [40.38222222 77.61777778],0
p9,1,0.169688,1.885701,[78 27] ; [77 40],[73.31081081 31.68918919] ; [81.68918919 35.31081081],0
p10,1,0.306429,1.046006,[70 34] ; [71 46],[66.35294118 37.64705882] ; [74.64705882 42.35294118],0
n6,1,0.345867,0.888562,[74 33] ; [89 30],[77.17256637 29.82743363] ; [85.82743363 33.17256637],0
u3,1,0.380911,0.767761,[27 22] ; [28 32],[24.72477064 24.27522936] ; [30.27522936 29.72477064],0
b5,1,0.406405,0.689293,[62 45] ; [76 44],[65.04845815 41.95154185] ; [72.95154185 47.04845815],0
n4,1,0.417965,0.656029,[70 36] ; [73 47],[67.07079646 38.92920354] ; [75.92920354 44.07079646],0
s1,1,0.426538,0.632232,[ 8 97] ; [  6 113],[ 6.5625 98.4375] ; [  7.4375 111.5625],0
v1,1,0.438714,0.599643,[39 66] ; [38 80],[36.25560538 68.74439462] ; [40.74439462 77.25560538],0
p3,1,0.44747,0.577053,[39 68] ; [38 82],[36.29515419 70.70484581] ; [40.70484581 79.29515419],0
a1,1,0.463089,0.538417,[  4 103] ; [  7 113],[  5.18502203 101.81497797] ; [  5.81497797 114.18502203],0
b1,1,0.485327,0.486869,[45 62] ; [56 64],[47.60792952 59.39207048] ; [53.39207048 66.60792952],0
u1,1,0.495127,0.465366,[  2 105] ; [  1 119],[  1.41409692 105.58590308] ; [  1.58590308 118.41409692],0
a3,1,0.529797,0.394781,[57 49] ; [59 60],[54.64888889 51.35111111] ; [61.35111111 57.64888889],0
a7,1,0.585226,0.297862,[60 47] ; [71 48],[62.02212389 44.97787611] ; [68.97787611 50.02212389],0
n1,1,0.591292,0.288331,[11 17] ; [17 20],[12.06153846 15.93846154] ; [15.93846154 21.06153846],0
a8,1,0.626725,0.236528,[16 83] ; [ 16 100],[14.73488372 84.26511628] ; [17.26511628 98.73488372],0
v3,1,0.630198,0.231792,[17 88] ; [22 96],[18.3632287 86.6367713] ; [20.6367713 97.3632287],0
a5,1,0.633481,0.22737,[51 56] ; [61 59],[52.79295154 54.20704846] ; [59.20704846 60.79295154],0
p6,1,0.65886,0.194912,[26 80] ; [26 92],[24.60714286 81.39285714] ; [27.39285714 90.60714286],0
d4,1,0.690446,0.158603,[59 48] ; [63 57],[57.50660793 49.49339207] ; [64.49339207 55.50660793],0
n3,1,0.710708,0.137571,[18  9] ; [23 14],[17.296875  9.703125] ; [23.703125 13.296875],0
p8,1,0.819651,0.051981,[42 64] ; [45 73],[41.16964286 64.83035714] ; [45.83035714 72.16964286],0
d2,1,0.827609,0.047424,[21 86] ; [22 97],[20.35840708 86.64159292] ; [22.64159292 96.35840708],0
n5,1,0.834026,0.043907,[70 36] ; [77 42],[69.25333333 36.74666667] ; [77.74666667 41.25333333],0
p5,1,0.860286,0.030979,[ 8 96] ; [ 10 110],[ 8.35714286 95.64285714] ; [  9.64285714 110.35714286],0
p12,1,0.870068,0.026756,[  4 102] ; [  5 114],[  4.24 101.76] ; [  4.76 114.24],0
a6,1,0.904479,0.014401,[58 49] ; [66 54],[58.44933921 48.55066079] ; [65.55066079 54.44933921],0
u2,1,0.913668,0.011754,[23 26] ; [28 33],[22.71818182 26.28181818] ; [28.28181818 32.71818182],0
p1,1,0.964065,0.00203,[ 9 96] ; [ 10 109],[ 8.90625 96.09375] ; [ 10.09375 108.90625],0
a4,1,0.965909,0.001827,[28 78] ; [32 88],[28.14159292 77.85840708] ; [31.85840708 88.14159292],0
a2,1,0.969906,0.001423,[  7 100] ; [  8 112],[ 7.07048458 99.92951542] ; [  7.92951542 112.07048458],0
b4,1,0.98035,0.000607,[56 51] ; [63 57],[56.09251101 50.90748899] ; [62.90748899 57.09251101],0
d5,1,0.994356,5e-05,[53 54] ; [59 60],[53.02654867 53.97345133] ; [58.97345133 60.02654867],0
