Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,46.186749,[22 53] ; [107  32],[45.21028037 29.78971963] ; [83.78971963 55.21028037],1
s6,1,0.00034,12.834349,[23 51] ; [79 60],[35.43661972 38.56338028] ; [66.56338028 72.43661972],1
p10,1,0.000479,12.195079,[35 38] ; [99 38],[46.58095238 26.41904762] ; [87.41904762 49.58095238],1
v1,1,0.00189,9.652941,[17 55] ; [62 74],[27.34615385 44.65384615] ; [51.65384615 84.34615385],0
p9,1,0.003742,8.405153,[40 33] ; [102  35],[49.36190476 23.63809524] ; [92.63809524 44.36190476],0
n6,1,0.003809,8.372609,[46 29] ; [110  28],[54.92957746 20.07042254] ; [101.07042254  36.92957746],0
p4,1,0.015461,5.863194,[22 53] ; [64 74],[30.28169014 44.71830986] ; [55.71830986 82.28169014],0
b3,1,0.016915,5.705123,[ 5 33] ; [27 52],[10.39316239 27.60683761] ; [21.60683761 57.39316239],0
b2,1,0.016915,5.705123,[ 5 33] ; [27 52],[10.39316239 27.60683761] ; [21.60683761 57.39316239],0
v3,1,0.022015,5.2446,[14 57] ; [48 89],[21.16346154 49.83653846] ; [40.83653846 96.16346154],0
p6,1,0.024394,5.066411,[13 60] ; [44 92],[19.90909091 53.09090909] ; [37.09090909 98.90909091],0
s7,1,0.026362,4.932103,[13 59] ; [43 89],[19.76470588 52.23529412] ; [36.23529412 95.76470588],0
s3,1,0.031376,4.632281,[27 46] ; [72 65],[34.41428571 38.58571429] ; [64.58571429 72.41428571],0
s2,1,0.084684,2.97263,[20 55] ; [53 85],[25.70422535 49.29577465] ; [47.29577465 90.70422535],0
n3,1,0.088716,2.897517,[21  6] ; [20 15],[17.85483871  9.14516129] ; [23.14516129 11.85483871],0
p11,1,0.101684,2.678938,[44 31] ; [97 42],[49.41588785 25.58411215] ; [91.58411215 47.41588785],0
s8,1,0.106747,2.601731,[15 60] ; [42 97],[19.97663551 55.02336449] ; [ 37.02336449 101.97663551],0
p3,1,0.112169,2.523386,[19 56] ; [50 89],[24.18224299 50.81775701] ; [44.81775701 94.18224299],0
a8,1,0.130163,2.290555,[ 4 70] ; [ 15 111],[ 7.03 66.97] ; [ 11.97 114.03],0
a3,1,0.131777,2.271443,[27 48] ; [64 73],[32.19339623 42.80660377] ; [58.80660377 78.19339623],0
u2,1,0.147746,2.095368,[28 18] ; [35 39],[24.15 21.85] ; [38.85 35.15],0
r4,1,0.153961,2.032564,[51 24] ; [107  32],[55.37383178 19.62616822] ; [102.62616822  36.37383178],0
v2,1,0.154305,2.029173,[25 45] ; [60 70],[29.75 40.25] ; [55.25 74.75],0
p2,1,0.177351,1.819679,[49 26] ; [103  36],[53.27102804 21.72897196] ; [98.72897196 40.27102804],0
p7,1,0.184727,1.759182,[36 38] ; [78 56],[40.55769231 33.44230769] ; [73.44230769 60.55769231],0
a6,1,0.202223,1.626244,[32 43] ; [72 67],[36.44859813 38.55140187] ; [67.55140187 71.44859813],0
n1,1,0.206396,1.596526,[ 6 21] ; [13 22],[ 8.27419355 18.72580645] ; [10.72580645 24.27419355],0
p12,1,0.241774,1.370219,[ 1 74] ; [  6 133],[ 2.45327103 72.54672897] ; [  4.54672897 134.45327103],0
d3,1,0.259622,1.270772,[43 31] ; [69 69],[39.09433962 34.90566038] ; [72.90566038 65.09433962],0
d4,1,0.260114,1.268149,[52 23] ; [85 53],[48.23943662 26.76056338] ; [88.76056338 49.23943662],0
d5,1,0.307955,1.039425,[41 33] ; [87 52],[44.46948357 29.53051643] ; [83.53051643 55.46948357],0
a7,1,0.338045,0.917832,[51 23] ; [86 52],[47.82075472 26.17924528] ; [89.17924528 48.82075472],0
a4,1,0.368299,0.809397,[10 65] ; [ 25 113],[12.32394366 62.67605634] ; [ 22.67605634 115.32394366],0
u3,1,0.397973,0.714443,[25 22] ; [34 41],[22.7295082 24.2704918] ; [36.2704918 38.7295082],0
d1,1,0.436482,0.605512,[26 49] ; [41 98],[23.48130841 51.51869159] ; [43.51869159 95.48130841],0
b4,1,0.460639,0.544341,[46 29] ; [78 61],[43.45794393 31.54205607] ; [80.54205607 58.45794393],0
a1,1,0.475493,0.509182,[ 1 74] ; [  4 135],[ 1.75233645 73.24766355] ; [  3.24766355 135.75233645],0
p8,1,0.486758,0.483684,[27 48] ; [56 81],[29.36320755 45.63679245] ; [53.63679245 83.36320755],0
r2,1,0.500454,0.453975,[62 13] ; [118  19],[63.67924528 11.32075472] ; [116.32075472  20.67924528],0
b1,1,0.546286,0.364012,[26 49] ; [54 85],[28.03738318 46.96261682] ; [51.96261682 87.03738318],0
r3,1,0.553546,0.351002,[63 12] ; [120  18],[64.43661972 10.56338028] ; [118.56338028  19.43661972],0
d2,1,0.610461,0.259504,[15 60] ; [ 32 107],[16.47196262 58.52803738] ; [ 30.52803738 108.47196262],0
r1,1,0.615386,0.252406,[43 32] ; [84 54],[44.71830986 30.28169014] ; [82.28169014 55.71830986],0
b5,1,0.838399,0.041592,[48 27] ; [87 52],[47.31308411 27.68691589] ; [87.68691589 51.31308411],0
s4,1,0.857106,0.032421,[11 64] ; [ 19 119],[10.56338028 64.43661972] ; [ 19.43661972 118.56338028],0
p1,1,0.885318,0.020803,[ 5 70] ; [ 10 129],[ 5.25700935 69.74299065] ; [  9.74299065 129.25700935],0
s1,1,0.898147,0.016385,[ 3 72] ; [  5 132],[ 2.83018868 72.16981132] ; [  5.16981132 131.83018868],0
n2,1,0.916303,0.011044,[16 10] ; [22 13],[16.19672131  9.80327869] ; [21.80327869 13.19672131],0
v4,1,0.968074,0.001602,[65 10] ; [119  18],[65.09433962  9.90566038] ; [118.90566038  18.09433962],0
