Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000379,12.63369,[13 19] ; [21  3],[19.42857143 12.57142857] ; [14.57142857  9.42857143],1
s7,1,0.000639,11.657634,[ 8 24] ; [17  7],[14.28571429 17.71428571] ; [10.71428571 13.28571429],1
s3,1,0.001194,10.5,[10 22] ; [18  6],[16. 16.] ; [12. 12.],0
s6,1,0.002484,9.152076,[15 16] ; [21  3],[20.29090909 10.70909091] ; [15.70909091  8.29090909],0
d1,1,0.008542,6.916239,[10 22] ; [16  8],[14.85714286 17.14285714] ; [11.14285714 12.85714286],0
p1,1,0.011724,6.352125,[ 1 31] ; [ 6 17],[ 4.07272727 27.92727273] ; [ 2.92727273 20.07272727],0
b5,1,0.011839,6.334842,[18 14] ; [21  3],[22.28571429  9.71428571] ; [16.71428571  7.28571429],0
s5,1,0.022054,5.241544,[ 8 23] ; [13 10],[12.05555556 18.94444444] ; [ 8.94444444 14.05555556],0
d4,1,0.022359,5.217651,[21 11] ; [22  2],[24.57142857  7.42857143] ; [18.42857143  5.57142857],0
v1,1,0.028903,4.773368,[ 9 22] ; [14 10],[12.96363636 18.03636364] ; [10.03636364 13.96363636],0
p9,1,0.038614,4.277778,[22 10] ; [22  2],[25.14285714  6.85714286] ; [18.85714286  5.14285714],0
p3,1,0.053604,3.724989,[13 19] ; [16  8],[16.57142857 15.42857143] ; [12.42857143 11.57142857],0
a5,1,0.088815,2.895726,[14 18] ; [16  8],[17.14285714 14.85714286] ; [12.85714286 11.14285714],0
u1,1,0.10247,2.666667,[ 2 30] ; [ 5 19],[ 4. 28.] ; [ 3. 21.],0
v3,1,0.141645,2.16,[ 3 27] ; [ 6 18],[ 5. 25.] ; [ 4. 20.],0
s4,1,0.155097,2.02139,[10 22] ; [12 12],[12.57142857 19.42857143] ; [ 9.42857143 14.57142857],0
r2,1,0.170082,1.882222,[27  5] ; [23  1],[28.57142857  3.42857143] ; [21.42857143  2.57142857],0
d3,1,0.205461,1.603125,[19 11] ; [19  5],[21.11111111  8.88888889] ; [16.88888889  7.11111111],0
p10,1,0.212317,1.555556,[22 10] ; [20  4],[24.  8.] ; [18.  6.],0
a2,1,0.225269,1.470486,[ 3 29] ; [ 5 19],[ 4.57142857 27.42857143] ; [ 3.42857143 20.57142857],0
