Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,4.4e-05,16.6778,[32 76] ; [47 32],[45.62566845 62.37433155] ; [33.37433155 45.62566845],1
r3,1,9.5e-05,15.227547,[75 34] ; [73  6],[85.80851064 23.19148936] ; [62.19148936 16.80851064],1
s6,1,0.000123,14.747158,[44 64] ; [54 24],[56.90322581 51.09677419] ; [41.09677419 36.90322581],1
s2,1,0.000318,12.962473,[31 78] ; [43 36],[42.90425532 66.09574468] ; [31.09574468 47.90425532],1
v3,1,0.000546,11.952996,[24 81] ; [36 40],[34.80662983 70.19337017] ; [25.19337017 50.80662983],1
r4,1,0.000906,11.010376,[65 44] ; [65 14],[75.37234043 33.62765957] ; [54.62765957 24.37234043],1
p6,1,0.000946,10.931086,[19 89] ; [30 46],[28.76086957 79.23913043] ; [20.23913043 55.76086957],1
a5,1,0.001456,10.133269,[58 51] ; [60 19],[68.41489362 40.58510638] ; [49.58510638 29.41489362],0
r2,1,0.00174,9.805259,[87 21] ; [75  3],[94.06451613 13.93548387] ; [67.93548387 10.06451613],0
r1,1,0.002035,9.517878,[64 43] ; [64 15],[73.6344086 33.3655914] ; [54.3655914 24.6344086],0
s8,1,0.004122,8.229333,[24 84] ; [33 46],[32.9197861 75.0802139] ; [24.0802139 54.9197861],0
d5,1,0.005846,7.597242,[69 39] ; [65 14],[77.39037433 30.60962567] ; [56.60962567 22.39037433],0
p4,1,0.018377,5.559888,[38 70] ; [40 36],[45.7826087 62.2173913] ; [32.2173913 43.7826087],0
v4,1,0.022679,5.192896,[84 25] ; [71  8],[89.86702128 19.13297872] ; [65.13297872 13.86702128],0
p3,1,0.029997,4.709436,[31 77] ; [34 43],[37.94594595 70.05405405] ; [27.05405405 49.94594595],0
d1,1,0.030029,4.707641,[46 63] ; [46 33],[53.34042553 55.65957447] ; [38.65957447 40.34042553],0
a2,1,0.034942,4.448019,[20 89] ; [25 54],[26.09042553 82.90957447] ; [18.90957447 60.09042553],0
p10,1,0.040994,4.176265,[45 61] ; [45 33],[51.84782609 54.15217391] ; [38.15217391 39.84782609],0
n6,1,0.050208,3.834489,[65 43] ; [57 20],[71.22162162 36.77837838] ; [50.77837838 26.22162162],0
s7,1,0.057678,3.602939,[34 69] ; [34 38],[40.02285714 62.97714286] ; [27.97714286 44.02285714],0
b1,1,0.062184,3.478147,[66 43] ; [37 42],[59.71808511 49.28191489] ; [43.28191489 35.71808511],0
s5,1,0.064267,3.423692,[21 86] ; [24 52],[26.31147541 80.68852459] ; [18.68852459 57.31147541],0
p2,1,0.067052,3.353749,[59 49] ; [53 25],[65.03225806 42.96774194] ; [46.96774194 31.03225806],0
a1,1,0.071663,3.244517,[12 97] ; [ 3 76],[  8.69680851 100.30319149] ; [ 6.30319149 72.69680851],0
d4,1,0.073632,3.20014,[75 33] ; [64 15],[80.27807487 27.72192513] ; [58.72192513 20.27807487],0
p7,1,0.122237,2.388419,[43 65] ; [39 37],[48.13043478 59.86956522] ; [33.86956522 42.13043478],0
a4,1,0.143121,2.144076,[40 67] ; [38 41],[44.87096774 62.12903226] ; [33.12903226 45.87096774],0
