Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,55.799654,[ 31 106] ; [148  88],[65.74530831 71.25469169] ; [113.25469169 122.74530831],1
p1,1,0.641389,0.21693,[ 20 120] ; [ 30 208],[ 18.51851852 121.48148148] ; [ 31.48148148 206.51851852],0
s6,1,0.653575,0.201422,[100  35] ; [169  66],[98.14864865 36.85135135] ; [170.85135135  64.14864865],0
s2,1,0.766075,0.088514,[79 61] ; [130 107],[77.6127321 62.3872679] ; [131.3872679 105.6127321],0
a4,1,0.770346,0.085219,[71 69] ; [117 121],[69.62962963 70.37037037] ; [118.37037037 119.62962963],0
p4,1,0.779967,0.078043,[115  25] ; [199  40],[115.98944591  24.01055409] ; [198.01055409  40.98944591],0
u3,1,0.800269,0.064009,[25 16] ; [28 16],[25.56470588 15.43529412] ; [27.43529412 16.56470588],0
b5,1,0.820676,0.051382,[79 61] ; [132 107],[77.94195251 62.05804749] ; [133.05804749 105.94195251],0
s1,1,0.823853,0.049548,[  3 136] ; [  6 232],[  3.31830239 135.68169761] ; [  5.68169761 232.31830239],0
p2,1,0.835265,0.043245,[125  15] ; [215  24],[125.59366755  14.40633245] ; [214.40633245  24.59366755],0
s7,1,0.860811,0.030745,[77 53] ; [136  90],[77.78089888 52.21910112] ; [135.21910112  90.78089888],0
d3,1,0.862583,0.029959,[99 41] ; [171  68],[99.73614776 40.26385224] ; [170.26385224  68.73614776],0
p6,1,0.875176,0.024676,[69 69] ; [121 117],[69.73404255 68.26595745] ; [120.26595745 117.73404255],0
