Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,55.799654,[ 31 106] ; [148  88],[65.74530831 71.25469169] ; [113.25469169 122.74530831],1
v1,1,1e-06,24.238502,[63 72] ; [170  65],[85.01351351 49.98648649] ; [147.98648649  87.01351351],1
s4,1,0.009005,6.821918,[ 34 104] ; [ 33 204],[ 24.656 113.344] ; [ 42.344 194.656],0
a5,1,0.010733,6.509053,[104  36] ; [203  36],[113.40369393  26.59630607] ; [193.59630607  45.40369393],0
r1,1,0.011753,6.347742,[107  33] ; [206  32],[115.92592593  24.07407407] ; [197.07407407  40.92592593],0
a3,1,0.015469,5.862279,[99 40] ; [195  43],[108.39787798  30.60212202] ; [185.60212202  52.39787798],0
p7,1,0.021082,5.319974,[101  38] ; [196  41],[109.79521277  29.20478723] ; [187.20478723  49.79521277],0
r4,1,0.024847,5.034535,[126  14] ; [229  10],[131.13456464   8.86543536] ; [223.86543536  15.13456464],0
a8,1,0.034592,4.465188,[ 10 118] ; [ 34 183],[ 16.32463768 111.67536232] ; [ 27.67536232 189.32463768],0
n2,1,0.056491,3.637508,[14  9] ; [26  5],[17.03703704  5.96296296] ; [22.96296296  8.03703704],0
p12,1,0.070241,3.277377,[ 12 127] ; [ 36 203],[ 17.65079365 121.34920635] ; [ 30.34920635 208.65079365],0
n4,1,0.085923,2.949151,[114  26] ; [210  29],[119.68337731  20.31662269] ; [204.31662269  34.68337731],0
n5,1,0.105335,2.622857,[111  29] ; [204  34],[116.66666667  23.33333333] ; [198.33333333  39.66666667],0
r3,1,0.109091,2.567335,[131   8] ; [232   6],[133.83819629   5.16180371] ; [229.16180371   8.83819629],0
u1,1,0.118285,2.439885,[ 27 113] ; [ 63 176],[ 33.24538259 106.75461741] ; [ 56.75461741 182.24538259],0
a7,1,0.124967,2.353942,[97 43] ; [182  56],[103.33333333  36.66666667] ; [175.66666667  62.33333333],0
d2,1,0.133228,2.254482,[68 71] ; [136 103],[75.01587302 63.98412698] ; [128.98412698 110.01587302],0
a2,1,0.191436,1.70653,[ 34 106] ; [ 73 166],[ 39.52506596 100.47493404] ; [ 67.47493404 171.52506596],0
b1,1,0.245098,1.351033,[63 77] ; [ 93 146],[57.62532982 82.37467018] ; [ 98.37467018 140.62532982],0
u2,1,0.2876,1.13082,[27 14] ; [24 20],[24.6 16.4] ; [26.4 17.6],0
a6,1,0.301463,1.067711,[96 44] ; [175  63],[100.37037037  39.62962963] ; [170.62962963  67.37037037],0
b2,1,0.301702,1.066655,[32 57] ; [67 90],[35.81707317 53.18292683] ; [63.18292683 93.81707317],0
b3,1,0.301702,1.066655,[32 57] ; [67 90],[35.81707317 53.18292683] ; [63.18292683 93.81707317],0
v4,1,0.306055,1.047624,[133   7] ; [231   7],[134.81481481   5.18518519] ; [229.18518519   8.81481481],0
s3,1,0.321235,0.983913,[87 52] ; [136 101],[82.43882979 56.56117021] ; [140.56117021  96.43882979],0
n3,1,0.368961,0.80716,[17  6] ; [26  5],[18.31481481  4.68518519] ; [24.68518519  6.31481481],0
p11,1,0.394215,0.725901,[120  20] ; [212  27],[122.63852243  17.36147757] ; [209.36147757  29.63852243],0
s8,1,0.405095,0.693149,[70 70] ; [129 108],[73.89920424 66.10079576] ; [125.10079576 111.89920424],0
n6,1,0.41047,0.677439,[124  16] ; [217  21],[126.2962963  13.7037037] ; [214.7037037  23.2962963],0
a1,1,0.414966,0.664527,[  7 133] ; [ 17 222],[  8.86543536 131.13456464] ; [ 15.13456464 223.86543536],0
d4,1,0.469761,0.522538,[116  23] ; [206  33],[118.40740741  20.59259259] ; [203.59259259  35.40740741],0
u4,1,0.479451,0.500111,[  2 138] ; [  6 233],[  2.95514512 137.04485488] ; [  5.04485488 233.95514512],0
b4,1,0.532446,0.389721,[78 62] ; [141  98],[80.89709763 59.10290237] ; [138.10290237 100.89709763],0
d1,1,0.540817,0.374028,[90 50] ; [161  78],[92.7176781 47.2823219] ; [158.2823219  80.7176781],0
s5,1,0.554775,0.348832,[56 78] ; [103 126],[58.69421488 75.30578512] ; [100.30578512 128.69421488],0
d5,1,0.560779,0.338357,[118  21] ; [208  31],[119.87830688  19.12169312] ; [206.12169312  32.87830688],0
p5,1,0.586437,0.295942,[ 24 114] ; [ 47 192],[ 25.98938992 112.01061008] ; [ 45.01061008 193.98938992],0
n1,1,0.593924,0.284257,[ 8 15] ; [13 18],[ 8.94444444 14.05555556] ; [12.05555556 18.94444444],0
r2,1,0.636071,0.223918,[133   6] ; [230   8],[133.83819629   5.16180371] ; [229.16180371   8.83819629],0
p8,1,0.638041,0.221314,[95 45] ; [167  71],[97.03703704 42.96296296] ; [164.96296296  73.03703704],0
p9,1,0.639035,0.220007,[136   4] ; [230   9],[135.19788918   4.80211082] ; [230.80211082   8.19788918],0
