Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2.3e-05,17.909536,[45 19] ; [30 55],[32.2147651 31.7852349] ; [42.7852349 42.2147651],1
a8,1,0.001529,10.043526,[11 49] ; [ 2 77],[ 5.61151079 54.38848921] ; [ 7.38848921 71.61151079],0
p1,1,0.027986,4.82896,[ 1 63] ; [ 9 75],[ 4.32432432 59.67567568] ; [ 5.67567568 78.32432432],0
p3,1,0.02918,4.756947,[17 46] ; [37 46],[23.30136986 39.69863014] ; [30.69863014 52.30136986],0
p7,1,0.033764,4.506602,[38 21] ; [38 44],[31.80141844 27.19858156] ; [44.19858156 37.80141844],0
p9,1,0.033779,4.505877,[49 13] ; [52 31],[43.1862069 18.8137931] ; [57.8137931 25.1862069],0
u3,1,0.056159,3.647339,[11  7] ; [28  5],[13.76470588  4.23529412] ; [25.23529412  7.76470588],0
n2,1,0.064523,3.417142,[20  3] ; [18 10],[17.1372549  5.8627451] ; [20.8627451  7.1372549],0
v2,1,0.068238,3.324903,[34 26] ; [32 46],[28.69565217 31.30434783] ; [37.30434783 40.69565217],0
p6,1,0.111373,2.534624,[18 42] ; [15 66],[14.04255319 45.95744681] ; [18.95744681 62.04255319],0
d4,1,0.114404,2.492311,[45 18] ; [70 15],[48.9527027 14.0472973] ; [66.0472973 18.9527027],0
a3,1,0.132233,2.266091,[46 18] ; [51 34],[41.66442953 22.33557047] ; [55.33557047 29.66442953],0
p11,1,0.166008,1.918626,[44 20] ; [49 36],[39.94630872 24.05369128] ; [53.05369128 31.94630872],0
a1,1,0.184259,1.762933,[ 1 63] ; [ 5 80],[ 2.57718121 61.42281879] ; [ 3.42281879 81.57718121],0
d3,1,0.220773,1.49934,[37 25] ; [59 26],[40.48979592 21.51020408] ; [55.51020408 29.48979592],0
p10,1,0.227467,1.456633,[42 19] ; [49 34],[38.54861111 22.45138889] ; [52.45138889 30.54861111],0
s6,1,0.256883,1.285478,[38 26] ; [42 42],[34.59459459 29.40540541] ; [45.40540541 38.59459459],0
d1,1,0.309124,1.034415,[27 37] ; [43 42],[30.06711409 33.93288591] ; [39.93288591 45.06711409],0
r1,1,0.329458,0.951028,[45 19] ; [65 19],[47.56756757 16.43243243] ; [62.43243243 21.56756757],0
b1,1,0.332495,0.939155,[36 28] ; [41 44],[33.0738255 30.9261745] ; [43.9261745 41.0738255],0
v1,1,0.369117,0.806635,[30 31] ; [35 49],[27.34482759 33.65517241] ; [37.65517241 46.34482759],0
r4,1,0.382931,0.761273,[49 15] ; [70 15],[51.11409396 12.88590604] ; [67.88590604 17.11409396],0
b4,1,0.401357,0.704258,[34 30] ; [51 34],[36.51006711 27.48993289] ; [48.48993289 36.51006711],0
n3,1,0.413686,0.668182,[17  5] ; [18  9],[15.71428571  6.28571429] ; [19.28571429  7.71428571],0
n1,1,0.441361,0.592742,[ 9 12] ; [ 9 19],[ 7.71428571 13.28571429] ; [10.28571429 17.71428571],0
p5,1,0.443657,0.586805,[ 4 59] ; [ 3 80],[ 3.02054795 59.97945205] ; [ 3.97945205 79.02054795],0
s1,1,0.480644,0.497402,[ 2 58] ; [ 5 80],[ 2.89655172 57.10344828] ; [ 4.10344828 80.89655172],0
s3,1,0.481769,0.494857,[35 27] ; [43 42],[32.89795918 29.10204082] ; [45.10204082 39.89795918],0
a4,1,0.563327,0.333976,[24 40] ; [28 57],[22.33557047 41.66442953] ; [29.66442953 55.33557047],0
a7,1,0.566757,0.32814,[45 19] ; [56 29],[43.38255034 20.61744966] ; [57.61744966 27.38255034],0
b3,1,0.582492,0.302223,[ 8 27] ; [13 33],[ 9.07407407 25.92592593] ; [11.92592593 34.07407407],0
b2,1,0.582492,0.302223,[ 8 27] ; [13 33],[ 9.07407407 25.92592593] ; [11.92592593 34.07407407],0
s5,1,0.593941,0.284232,[12 50] ; [18 60],[13.28571429 48.71428571] ; [16.71428571 61.28571429],0
a2,1,0.607667,0.263586,[11 53] ; [12 73],[ 9.87919463 54.12080537] ; [13.12080537 71.87919463],0
a6,1,0.610959,0.258781,[44 19] ; [56 29],[42.56756757 20.43243243] ; [57.43243243 27.56756757],0
s7,1,0.657808,0.196197,[22 39] ; [25 52],[20.77536232 40.22463768] ; [26.22463768 50.77536232],0
d2,1,0.690354,0.158702,[25 38] ; [31 54],[23.83783784 39.16216216] ; [32.16216216 52.83783784],0
s2,1,0.69095,0.158059,[28 35] ; [35 50],[26.81756757 36.18243243] ; [36.18243243 48.81756757],0
u1,1,0.732027,0.117258,[ 5 59] ; [ 8 77],[ 5.58389262 58.41610738] ; [ 7.41610738 77.58389262],0
r3,1,0.734832,0.114721,[56  7] ; [77  8],[56.61486486  6.38513514] ; [76.38513514  8.61486486],0
s4,1,0.743692,0.106908,[10 54] ; [15 70],[10.73825503 53.26174497] ; [14.26174497 70.73825503],0
p12,1,0.776046,0.080926,[ 2 60] ; [ 2 80],[ 1.72222222 60.27777778] ; [ 2.27777778 79.72222222],0
p2,1,0.787433,0.072709,[47 16] ; [61 23],[46.28571429 16.71428571] ; [61.71428571 22.28571429],0
d5,1,0.835008,0.043382,[48 15] ; [66 19],[48.52702703 14.47297297] ; [65.47297297 19.52702703],0
p4,1,0.847674,0.036898,[28 35] ; [36 48],[27.42857143 35.57142857] ; [36.57142857 47.42857143],0
v3,1,0.85135,0.035118,[17 41] ; [22 57],[16.51094891 41.48905109] ; [22.48905109 56.51094891],0
b5,1,0.860313,0.030967,[39 25] ; [53 32],[39.51677852 24.48322148] ; [52.48322148 32.51677852],0
s8,1,0.86736,0.027893,[21 43] ; [29 56],[21.47651007 42.52348993] ; [28.52348993 56.47651007],0
u2,1,0.870884,0.026418,[14  4] ; [25  8],[13.76470588  4.23529412] ; [25.23529412  7.76470588],0
p8,1,0.890753,0.018865,[24 37] ; [34 50],[24.4 36.6] ; [33.6 50.4],0
