Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,46.542937,[515  65] ; [82 45],[489.75954738  90.24045262] ; [107.24045262  19.75954738],1
p9,1,0.0,32.736392,[522  55] ; [91 36],[502.41619318  74.58380682] ; [110.58380682  16.41619318],1
p8,1,5e-06,20.688344,[337 235] ; [48 82],[313.7037037 258.2962963] ; [71.2962963 58.7037037],1
p2,1,1.8e-05,18.408321,[505  76] ; [94 37],[488.79073034  92.20926966] ; [110.20926966  20.79073034],1
b1,1,0.000623,11.705579,[193 392] ; [64 67],[209.97905028 375.02094972] ; [47.02094972 83.97905028],1
n4,1,0.00371,8.420542,[490  94] ; [95 35],[478.48739496 105.51260504] ; [106.51260504  23.48739496],0
n5,1,0.004992,7.882359,[481 102] ; [94 37],[469.50280112 113.49719888] ; [105.49719888  25.50280112],0
p7,1,0.005487,7.711363,[392 177] ; [73 57],[378.5193133 190.4806867] ; [86.4806867 43.5193133],0
a6,1,0.009166,6.7901,[411 172] ; [77 54],[398.46498599 184.53501401] ; [89.53501401 41.46498599],0
p12,1,0.009487,6.728832,[ 59 520] ; [  4 127],[ 51.37605634 527.62394366] ; [ 11.62394366 119.37605634],0
n1,1,0.011299,6.417646,[33 70] ; [22 18],[39.61538462 63.38461538] ; [15.38461538 24.61538462],0
p3,1,0.013267,6.133113,[314 268] ; [55 76],[301.20336606 280.79663394] ; [67.79663394 63.20336606],0
r3,1,0.026812,4.902857,[576   9] ; [124   6],[572.72727273  12.27272727] ; [127.27272727   2.72727273],0
b5,1,0.027768,4.8424,[341 244] ; [90 41],[352.14385475 232.85614525] ; [78.85614525 52.14385475],0
v2,1,0.041854,4.141115,[334 228] ; [64 65],[323.69898698 238.30101302] ; [74.30101302 54.69898698],0
v4,1,0.0445,4.037506,[575  10] ; [125   6],[571.9273743  13.0726257] ; [128.0726257   2.9273743],0
v1,1,0.045116,4.014285,[327 243] ; [62 68],[316.75714286 253.24285714] ; [72.24285714 57.75714286],0
u2,1,0.062671,3.465249,[88 67] ; [18 26],[82.56281407 72.43718593] ; [23.43718593 20.56281407],0
p4,1,0.072952,3.215315,[369 212] ; [71 58],[360.05633803 220.94366197] ; [79.94366197 49.05633803],0
b2,1,0.07631,3.141796,[152 220] ; [19 46],[145.56521739 226.43478261] ; [25.43478261 39.56521739],0
b3,1,0.07631,3.141796,[152 220] ; [19 46],[145.56521739 226.43478261] ; [25.43478261 39.56521739],0
s4,1,0.07722,3.122456,[ 91 483] ; [ 29 101],[ 97.84090909 476.15909091] ; [ 22.15909091 107.84090909],0
d4,1,0.080884,3.047059,[487  96] ; [101  30],[480.11764706 102.88235294] ; [107.88235294  23.11764706],0
s1,1,0.095645,2.776709,[ 15 561] ; [  7 122],[ 17.97446809 558.02553191] ; [  4.02553191 124.97446809],0
a3,1,0.111974,2.526131,[429 154] ; [86 43],[421.69241573 161.30758427] ; [93.30758427 35.69241573],0
v3,1,0.115761,2.473757,[246 319] ; [46 82],[238.06637807 326.93362193] ; [53.93362193 74.06637807],0
a5,1,0.117847,2.445699,[444 140] ; [91 40],[436.97902098 147.02097902] ; [98.02097902 32.97902098],0
r1,1,0.16973,1.885323,[499  85] ; [104  25],[493.90182328  90.09817672] ; [109.09817672  19.90182328],0
s6,1,0.203526,1.616892,[398 173] ; [95 31],[403.87804878 167.12195122] ; [89.12195122 36.87804878],0
d3,1,0.215867,1.531636,[414 170] ; [85 45],[408.14565826 175.85434174] ; [90.85434174 39.14565826],0
d1,1,0.218646,1.513237,[360 225] ; [73 58],[353.77793296 231.22206704] ; [79.22206704 51.77793296],0
r2,1,0.276898,1.182251,[569  13] ; [129   1],[570.55617978  11.44382022] ; [127.44382022   2.55617978],0
b4,1,0.282767,1.153741,[347 238] ; [71 60],[341.52234637 243.47765363] ; [76.47765363 54.52234637],0
p5,1,0.294399,1.099396,[ 77 502] ; [ 13 118],[ 73.3943662 505.6056338] ; [ 16.6056338 114.3943662],0
n2,1,0.345209,0.89099,[75 27] ; [34  8],[77.20833333 24.79166667] ; [31.79166667 10.20833333],0
a8,1,0.383242,0.760278,[ 83 453] ; [ 14 100],[ 79.98769231 456.01230769] ; [17.01230769 96.98769231],0
d2,1,0.444991,0.583379,[290 293] ; [70 61],[293.94957983 289.05042017] ; [66.05042017 64.94957983],0
s2,1,0.494821,0.466027,[301 277] ; [72 58],[304.51129944 273.48870056] ; [68.48870056 61.51129944],0
p6,1,0.507438,0.439347,[228 348] ; [47 82],[224.68085106 351.31914894] ; [50.31914894 78.68085106],0
a7,1,0.599305,0.276046,[431 152] ; [99 31],[433.36605891 149.63394109] ; [96.63394109 33.36605891],0
a1,1,0.632387,0.228838,[ 28 557] ; [  5 126],[ 26.9622905 558.0377095] ; [  6.0377095 124.9622905],0
p1,1,0.635512,0.22466,[ 50 530] ; [ 13 118],[ 51.39240506 528.60759494] ; [ 11.60759494 119.39240506],0
d5,1,0.642713,0.215211,[475 109] ; [108  22],[476.85154062 107.14845938] ; [106.14845938  23.85154062],0
u1,1,0.667794,0.184193,[111 474] ; [ 27 104],[112.75139665 472.24860335] ; [ 25.24860335 105.75139665],0
s7,1,0.702101,0.146296,[287 276] ; [64 57],[288.90789474 274.09210526] ; [62.09210526 58.90789474],0
u3,1,0.709615,0.138662,[90 66] ; [24 20],[88.92 67.08] ; [25.08 18.92],0
s5,1,0.714677,0.13365,[206 356] ; [48 77],[207.7845706 354.2154294] ; [46.2154294 78.7845706],0
n3,1,0.74909,0.102297,[78 25] ; [30 11],[77.25 25.75] ; [30.75 10.25],0
u4,1,0.752778,0.099212,[ 15 570] ; [  4 127],[ 15.52374302 569.47625698] ; [  3.47625698 127.52374302],0
a2,1,0.899087,0.016082,[146 439] ; [32 99],[145.43296089 439.56703911] ; [32.56703911 98.43296089],0
