Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,115.855517,[56 69] ; [330  35],[98.46938776 26.53061224] ; [287.53061224  77.46938776],1
p10,1,0.0,44.722689,[78 44] ; [324  36],[101.75103734  20.24896266] ; [300.24896266  59.75103734],1
n6,1,0.0,38.028754,[85 39] ; [331  32],[105.92197125  18.07802875] ; [310.07802875  52.92197125],1
p9,1,0.0,30.930328,[87 35] ; [328  31],[105.25987526  16.74012474] ; [309.74012474  49.25987526],1
p4,1,1e-06,24.773007,[53 70] ; [246 114],[76.14285714 46.85714286] ; [222.85714286 137.14285714],1
p11,1,1e-06,24.182099,[83 42] ; [315  50],[101.53061224  23.46938776] ; [296.46938776  68.53061224],1
v1,1,2e-06,22.257436,[58 63] ; [256 102],[79.31941545 41.68058455] ; [234.68058455 123.31941545],1
s7,1,1.3e-05,19.082328,[43 78] ; [201 142],[63.62931034 57.37068966] ; [180.37068966 162.62931034],1
p3,1,6.5e-05,15.951564,[47 76] ; [213 148],[66.07438017 56.92561983] ; [193.92561983 167.07438017],1
v3,1,7.3e-05,15.735852,[48 71] ; [219 139],[66.61006289 52.38993711] ; [200.38993711 157.61006289],1
p7,1,8.8e-05,15.374165,[65 58] ; [256  99],[82.60041841 40.39958159] ; [238.39958159 116.60041841],1
s8,1,0.000588,11.81496,[43 82] ; [188 172],[59.53608247 65.46391753] ; [171.46391753 188.53608247],1
s6,1,0.00067,11.570218,[69 54] ; [260  98],[84.13097713 38.86902287] ; [244.86902287 113.13097713],1
p2,1,0.000791,11.26126,[91 33] ; [313  49],[103.0781893  20.9218107] ; [300.9218107  61.0781893],1
p8,1,0.001089,10.669364,[51 71] ; [209 146],[66.49895178 55.50104822] ; [193.50104822 161.49895178],0
a8,1,0.002721,8.985735,[  7 107] ; [ 57 265],[16.73394495 97.26605505] ; [ 47.26605505 274.73394495],0
s2,1,0.004682,7.998252,[52 73] ; [202 157],[65.59917355 59.40082645] ; [188.40082645 170.59917355],0
p6,1,0.004716,7.985309,[33 86] ; [151 206],[46. 73.] ; [138. 219.],0
r4,1,0.004769,7.965112,[107  18] ; [342  23],[114.54081633  10.45918367] ; [334.45918367  30.54081633],0
p5,1,0.008529,6.918913,[  6 118] ; [ 49 314],[ 14.00410678 109.99589322] ; [ 40.99589322 322.00410678],0
a2,1,0.028797,4.7797,[ 22 103] ; [100 265],[31.12244898 93.87755102] ; [ 90.87755102 274.12244898],0
a5,1,0.035958,4.399096,[89 36] ; [292  72],[97.39263804 27.60736196] ; [283.60736196  80.39263804],0
n2,1,0.044688,4.030377,[23 12] ; [51 10],[26.97916667  8.02083333] ; [47.02083333 13.97916667],0
a4,1,0.057873,3.597303,[47 78] ; [172 191],[56.09631148 68.90368852] ; [162.90368852 200.09631148],0
v4,1,0.059749,3.544335,[113  11] ; [348  16],[117.13934426   6.86065574] ; [343.86065574  20.13934426],0
s3,1,0.067782,3.335944,[60 63] ; [208 149],[68.675 54.325] ; [199.325 157.675],0
s4,1,0.076368,3.140558,[ 24 101] ; [ 46 315],[ 18.00411523 106.99588477] ; [ 51.99588477 309.00411523],0
s5,1,0.114655,2.488862,[35 82] ; [133 217],[42.08993576 74.91006424] ; [125.91006424 224.08993576],0
u1,1,0.120068,2.416438,[ 19 106] ; [ 79 286],[ 25. 100.] ; [ 73. 292.],0
s1,1,0.133747,2.248465,[  5 120] ; [  6 352],[  2.84679089 122.15320911] ; [  8.15320911 349.84679089],0
a3,1,0.149184,2.080575,[88 37] ; [279  84],[94.00614754 30.99385246] ; [272.99385246  90.00614754],0
r1,1,0.160654,1.96806,[99 25] ; [311  54],[103.96728016  20.03271984] ; [306.03271984  58.96728016],0
u4,1,0.166966,1.909971,[  1 124] ; [ 11 354],[  3.06122449 121.93877551] ; [  8.93877551 356.06122449],0
d2,1,0.174114,1.847159,[58 67] ; [194 169],[64.54918033 60.45081967] ; [187.45081967 175.54918033],0
p12,1,0.188962,1.725695,[  8 115] ; [ 38 323],[ 11.69008264 111.30991736] ; [ 34.30991736 326.69008264],0
d3,1,0.216069,1.530289,[96 29] ; [258 105],[90.67622951 34.32377049] ; [263.32377049  99.67622951],0
n1,1,0.281221,1.16118,[ 9 27] ; [21 38],[11.36842105 24.63157895] ; [18.63157895 40.36842105],0
b2,1,0.387793,0.74585,[22 45] ; [ 90 143],[25.01333333 41.98666667] ; [ 86.98666667 146.01333333],0
b3,1,0.387793,0.74585,[22 45] ; [ 90 143],[25.01333333 41.98666667] ; [ 86.98666667 146.01333333],0
n3,1,0.465189,0.533381,[26  9] ; [50 12],[27.42268041  7.57731959] ; [48.57731959 13.42268041],0
u3,1,0.486604,0.484027,[19 18] ; [50 36],[20.75609756 16.24390244] ; [48.24390244 37.75609756],0
b4,1,0.525678,0.40274,[78 47] ; [216 149],[75. 50.] ; [219. 146.],0
d5,1,0.583078,0.301285,[107  18] ; [304  60],[105.06134969  19.93865031] ; [305.93865031  58.06134969],0
b5,1,0.594187,0.283852,[76 49] ; [212 153],[73.46938776 51.53061224] ; [214.53061224 150.46938776],0
a1,1,0.609875,0.260357,[  6 119] ; [ 22 343],[  7.14285714 117.85714286] ; [ 20.85714286 344.14285714],0
d4,1,0.618272,0.248304,[109  16] ; [310  53],[107.32581967  17.67418033] ; [311.67418033  51.32581967],0
d1,1,0.731593,0.117654,[78 47] ; [234 131],[79.59183673 45.40816327] ; [232.40816327 132.59183673],0
b1,1,0.764553,0.089704,[45 80] ; [126 239],[43.62244898 81.37755102] ; [127.37755102 237.62244898],0
p1,1,0.820173,0.051675,[ 10 114] ; [ 27 336],[  9.42094456 114.57905544] ; [ 27.57905544 335.42094456],0
u2,1,0.82166,0.05081,[19 18] ; [45 39],[19.57024793 17.42975207] ; [44.42975207 39.57024793],0
a6,1,0.910725,0.012572,[86 39] ; [251 111],[86.49897331 38.50102669] ; [250.50102669 111.49897331],0
r2,1,0.925374,0.008773,[116   6] ; [344  17],[116.19047619   5.80952381] ; [343.80952381  17.19047619],0
a7,1,0.998822,2e-06,[94 31] ; [273  90],[94.00614754 30.99385246] ; [272.99385246  90.00614754],0
