Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,69.737585,[109  13] ; [ 9 32],[88.3190184 33.6809816] ; [29.6809816 11.3190184],1
s6,1,0.000528,12.013976,[77 43] ; [14 28],[67.40740741 52.59259259] ; [23.59259259 18.40740741],1
p11,1,0.001313,10.324818,[97 27] ; [22 20],[88.89156627 35.10843373] ; [30.10843373 11.89156627],0
a7,1,0.002777,8.948413,[82 41] ; [17 25],[73.8 49.2] ; [25.2 16.8],0
n6,1,0.002831,8.913398,[104  20] ; [26 16],[97.10843373 26.89156627] ; [32.89156627  9.10843373],0
p2,1,0.004077,8.249112,[98 25] ; [24 18],[90.94545455 32.05454545] ; [31.05454545 10.94545455],0
p8,1,0.004255,8.171761,[63 59] ; [11 31],[55.04878049 66.95121951] ; [18.95121951 23.04878049],0
v2,1,0.006679,7.357205,[57 60] ; [10 31],[49.61392405 67.38607595] ; [17.38607595 23.61392405],0
r3,1,0.019567,5.450139,[112  12] ; [32 10],[107.56626506  16.43373494] ; [36.43373494  5.56626506],0
p3,1,0.019771,5.432024,[59 65] ; [11 30],[52.60606061 71.39393939] ; [17.39393939 23.60606061],0
s1,1,0.031749,4.611997,[  4 117] ; [ 5 36],[  6.72222222 114.27777778] ; [ 2.27777778 38.72222222],0
n5,1,0.039603,4.234804,[96 27] ; [26 16],[90.94545455 32.05454545] ; [31.05454545 10.94545455],0
a6,1,0.042197,4.127283,[81 43] ; [20 22],[75.44578313 48.55421687] ; [25.55421687 16.44578313],0
s8,1,0.050973,3.809175,[47 77] ; [ 9 33],[41.8313253 82.1686747] ; [14.1686747 27.8313253],0
s7,1,0.059105,3.56231,[52 65] ; [11 29],[46.94904459 70.05095541] ; [16.05095541 23.94904459],0
r4,1,0.06661,3.364633,[109  15] ; [32 10],[105.3253012  18.6746988] ; [35.6746988  6.3253012],0
a2,1,0.081751,3.029737,[ 14 110] ; [ 1 41],[ 11.20481928 112.79518072] ; [ 3.79518072 38.20481928],0
s5,1,0.098146,2.735407,[32 87] ; [ 6 36],[28.08695652 90.91304348] ; [ 9.91304348 32.08695652],0
d2,1,0.133277,2.253908,[27 97] ; [14 28],[30.62650602 93.37349398] ; [10.37349398 31.62650602],0
b1,1,0.13523,2.231409,[43 81] ; [20 22],[47.06024096 76.93975904] ; [15.93975904 26.06024096],0
s2,1,0.153869,2.033473,[51 71] ; [12 29],[47.15337423 74.84662577] ; [15.84662577 25.15337423],0
n2,1,0.164092,1.936101,[26  5] ; [12  6],[24.04081633  6.95918367] ; [13.95918367  4.04081633],0
v4,1,0.166063,1.918129,[116   7] ; [36  5],[114.   9.] ; [38.  3.],0
a3,1,0.19348,1.69092,[67 56] ; [18 24],[63.36363636 59.63636364] ; [21.63636364 20.36363636],0
b5,1,0.204179,1.612228,[73 51] ; [20 22],[69.46987952 54.53012048] ; [23.53012048 18.46987952],0
v1,1,0.215541,1.533813,[59 61] ; [16 26],[55.55555556 64.44444444] ; [19.44444444 22.55555556],0
