Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3e-06,22.119134,[79 41] ; [104  10],[93.84615385 26.15384615] ; [89.15384615 24.84615385],1
v3,1,7e-05,15.80456,[30 84] ; [57 52],[44.47533632 69.52466368] ; [42.52466368 66.47533632],1
p4,1,8.4e-05,15.45884,[39 79] ; [67 47],[53.9137931 64.0862069] ; [52.0862069 61.9137931],1
v2,1,0.00015,14.371195,[51 61] ; [79 33],[65. 47.] ; [65. 47.],1
p3,1,0.000312,12.999377,[35 84] ; [60 54],[48.5193133 70.4806867] ; [46.4806867 67.5193133],1
p11,1,0.000523,12.032483,[83 37] ; [101  14],[93.95744681 26.04255319] ; [90.04255319 24.95744681],1
p9,1,0.001548,10.020848,[74 46] ; [91 22],[84.97854077 35.02145923] ; [80.02145923 32.97854077],0
n5,1,0.001646,9.907936,[65 53] ; [86 29],[76.472103 41.527897] ; [74.527897 40.472103],0
p8,1,0.001747,9.798382,[45 75] ; [65 47],[56.89655172 63.10344828] ; [53.10344828 58.89655172],0
p7,1,0.002368,9.239538,[56 62] ; [76 37],[67.42857143 50.57142857] ; [64.57142857 48.42857143],0
s8,1,0.003757,8.397528,[ 16 104] ; [33 82],[25.0212766 94.9787234] ; [23.9787234 91.0212766],0
p6,1,0.004087,8.244964,[21 99] ; [38 74],[30.51724138 89.48275862] ; [28.48275862 83.51724138],0
r4,1,0.008328,6.96153,[101  19] ; [109   6],[107.23404255  12.76595745] ; [102.76595745  12.23404255],0
p5,1,0.012571,6.228514,[  2 118] ; [ 10 102],[  6.20689655 113.79310345] ; [  5.79310345 106.20689655],0
r3,1,0.017401,5.655499,[105  14] ; [111   4],[109.84615385   9.15384615] ; [106.15384615   8.84615385],0
b3,1,0.021015,5.325578,[18 48] ; [35 41],[24.63380282 41.36619718] ; [28.36619718 47.63380282],0
b2,1,0.021015,5.325578,[18 48] ; [35 41],[24.63380282 41.36619718] ; [28.36619718 47.63380282],0
n6,1,0.021488,5.286757,[81 39] ; [92 22],[88.71794872 31.28205128] ; [84.28205128 29.71794872],0
n4,1,0.022728,5.189179,[79 41] ; [91 24],[86.80851064 33.19148936] ; [83.19148936 31.80851064],0
p12,1,0.024692,5.045365,[  1 119] ; [  7 106],[  4.12017167 115.87982833] ; [  3.87982833 109.12017167],0
p10,1,0.029991,4.709793,[78 42] ; [88 25],[85.49356223 34.50643777] ; [80.50643777 32.49356223],0
a5,1,0.047006,3.945177,[80 40] ; [90 25],[86.80851064 33.19148936] ; [83.19148936 31.80851064],0
s5,1,0.065449,3.393611,[ 11 106] ; [20 93],[ 15.76956522 101.23043478] ; [15.23043478 97.76956522],0
a3,1,0.098265,2.733482,[78 41] ; [86 28],[83.75965665 35.24034335] ; [80.24034335 33.75965665],0
s2,1,0.125807,2.343494,[ 18 101] ; [26 87],[22.56896552 96.43103448] ; [21.43103448 91.56896552],0
n3,1,0.133106,2.255899,[23 16] ; [15  4],[25.55172414 13.44827586] ; [12.44827586  6.55172414],0
